Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Терская 																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264					
1	"Число избирателей, внесенных в списки"	30904	2935	2111	2327	2096	1209	640	2438	2362	1688	287	331	1059	962	930	826	1831	1596	164	736	1189	1312	1262	613					
2	"Число бюллетеней, полученных участковыми комиссиями"	30825	2909	2120	2344	2096	1209	640	2445	2374	1662	285	315	1060	924	980	829	1829	1563	166	733	1193	1312	1235	602					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26459	2760	1674	2151	1754	1085	618	1944	2110	1144	227	285	637	786	560	691	1788	1490	164	692	1099	1146	1139	515					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1862	18	18	40	192	27	19	272	64	488	27	30	118	138	78	110	8	27	0	13	19	50	56	50					
6	Число погашенных бюллетеней	2500	131	428	153	150	97	3	229	200	30	31	0	305	0	340	28	33	46	2	28	75	116	40	35					
7	Число бюллетеней в переносных ящиках для голосования	1862	18	18	40	192	27	19	272	64	488	27	30	118	138	78	110	8	27	0	13	19	50	56	50					
8	Число бюллетеней в стационарных ящиках для голосования	26463	2760	1674	2151	1754	1085	618	1944	2110	1144	227	285	637	786	562	691	1788	1490	164	692	1099	1146	1139	517					
9	Число недействительных бюллетеней	207	0	21	0	0	0	0	0	50	0	0	0	0	3	0	0	15	48	0	0	0	22	46	2					
10	Число действительных бюллетеней	28118	2778	1671	2191	1946	1112	637	2216	2124	1632	254	315	755	921	640	801	1781	1469	164	705	1118	1174	1149	565					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	8	8	8	8	8	7	8	8	8	7	7	8	8	8	8	8	8	7	8	8	8	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	6	8	4	2	1	1	2	1	2	0	0	1	0	3	0	4	0	0	0	3	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	10	0	0	0	0	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	4	0					
14	Число погашенных открепительных удостоверений	139	2	0	4	6	7	6	6	7	6	7	7	7	8	5	8	4	8	7	8	5	6	7	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	138	0	24	21	0	0	0	63	0	0	0	10	0	0	0	0	20	0	0	0	0	0	0	0					
		0.48%	0.0%	1.41%	0.95%	0.0%	0.0%	0.0%	2.84%	0.0%	0.0%	0.0%	3.17%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	227	63	49	22	16	5	0	0	37	0	3	4	3	0	12	0	0	0	0	9	0	4	0	0					
		0.80%	2.26%	2.89%	1.00%	0.82%	0.44%	0.0%	0.0%	1.70%	0.0%	1.18%	1.26%	0.39%	0.0%	1.87%	0.0%	0.0%	0.0%	0.0%	1.27%	0.0%	0.33%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	124	13	43	30	0	0	0	0	13	0	0	6	5	0	0	0	0	0	1	0	0	0	0	13					
		0.43%	0.46%	2.54%	1.36%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	1.90%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	2.29%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	141	17	42	48	17	6	0	0	0	0	0	0	3	0	0	0	0	0	1	0	7	0	0	0					
		0.49%	0.61%	2.48%	2.19%	0.87%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%	0.0%	0.62%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	95	19	34	40	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.33%	0.68%	2.00%	1.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	944	78	154	240	40	6	0	70	146	0	22	1	0	0	28	33	30	6	0	6	0	33	51	0					
		3.33%	2.80%	9.10%	10.95%	2.05%	0.53%	0.0%	3.15%	6.71%	0.0%	8.66%	0.31%	0.0%	0.0%	4.37%	4.11%	1.67%	0.39%	0.0%	0.85%	0.0%	2.75%	4.26%	0.0%					
28	"11. ""Истинные патриоты России"""	12	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.0%	0.23%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	49	0	12	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17					
