Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Холмская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518					
1	"Число избирателей, внесенных в списки избирателей"	5814	780	1034	968	942	264	116	102	166	282	74	53	127	100	122	175	220	212	77					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5850	781	1017	975	957	266	120	106	166	291	80	58	125	99	121	166	226	218	78					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3557	408	554	526	553	219	78	79	141	164	54	46	102	84	82	100	149	166	52					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	464	33	30	54	67	20	27	13	12	54	8	0	14	10	16	28	39	27	12					
6	Число погашенных избирательных бюллетеней	1829	340	433	395	337	27	15	14	13	73	18	12	9	5	23	38	38	25	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	464	33	30	54	67	20	27	13	12	54	8	0	14	10	16	28	39	27	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3557	408	554	526	553	219	78	79	141	164	54	46	102	84	82	100	149	166	52					
9	Число недействительных избирательных бюллетеней	33	1	9	0	6	9	1	1	0	1	1	0	0	0	1	2	1	0	0					
10	Число действительных избирательных бюллетеней	3988	440	575	580	614	230	104	91	153	217	61	46	116	94	97	126	187	193	64					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	98	5	13	13	8	5	3	3	3	13	4	7	3	3	3	3	3	4	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	59	5	7	10	8	0	1	0	0	13	4	7	0	0	0	0	1	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	1	11	3	3	2	1	2	2	2	1	5	2	3	2	2	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	39	0	6	3	0	5	2	3	3	0	0	0	3	3	3	3	2	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
