Выборы Президента Российской Федерации																																																												
Дата голосования: 04.03.2012																																																												
																																																												
Наименование Избирательной комиссии:    Тарасовская																																																												
																																																												
Сводная таблица итогов голосования																																																												
																																																												
	Число участковых избирательных комиссий	49																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	49																																																										
																																																												
		Сумма	УИК №1159	УИК №1160	УИК №1161	УИК №1163	УИК №1165	УИК №1166	УИК №1167	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №2568									
1	Число избирателей, включенных в список избирателей	23694	1127	263	440	799	123	765	400	432	127	279	360	223	270	93	402	524	330	1203	1758	1112	850	761	784	989	650	362	770	211	383	290	317	178	458	234	253	247	199	597	104	804	264	192	302	269	165	208	722	284	817									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	24244	1170	267	448	807	126	799	417	470	136	280	367	237	288	95	411	543	323	1217	1804	1134	812	752	796	1023	670	375	787	224	397	308	327	182	480	244	264	250	202	604	111	804	276	197	314	278	174	220	724	286	824									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	12086	586	164	146	429	74	399	189	209	71	161	215	139	163	51	177	309	167	611	1020	503	461	412	400	544	274	169	463	123	223	124	145	78	253	148	114	109	108	294	31	402	115	79	132	123	65	128	312	77	397									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2592	64	23	117	93	16	58	75	45	10	23	38	16	17	15	60	37	32	99	82	78	86	51	60	80	148	58	85	13	24	37	37	29	33	30	57	47	22	59	36	72	57	56	32	40	35	10	135	73	92									
6	Число погашенных избирательных бюллетеней	9566	520	80	185	285	36	342	153	216	55	96	114	82	108	29	174	197	124	507	702	553	265	289	336	399	248	148	239	88	150	147	145	75	194	66	93	94	72	251	44	330	104	62	150	115	74	82	277	136	335									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2591	64	23	117	93	16	58	75	45	10	23	38	16	17	15	60	37	32	99	82	78	86	51	60	80	148	58	85	13	24	37	37	29	33	30	57	47	22	59	36	71	57	56	32	40	35	10	135	73	92									
8	Число бюллетеней в стационарных ящиках для голосования	12086	586	164	146	429	74	399	189	209	71	161	215	139	163	51	177	309	167	611	1020	503	461	412	400	544	274	169	463	123	223	124	145	78	253	148	114	109	108	294	31	402	115	79	132	123	65	128	312	77	397									
9	Число недействительных избирательных бюллетеней	132	8	0	0	5	0	2	2	2	1	0	2	0	1	0	5	4	3	4	15	4	29	3	1	4	3	1	4	2	3	1	0	1	4	0	1	1	0	2	0	7	3	1	0	1	0	0	2	0	0									
10	Число действительных избирательных бюллетеней	14545	642	187	263	517	90	455	262	252	80	184	251	155	179	66	232	342	196	706	1087	577	518	460	459	620	419	226	544	134	244	160	182	106	282	178	170	155	130	351	67	466	169	134	164	162	100	138	445	150	489									
11	Число полученных открепительных  удостоверений	642	25	5	5	20	5	31	10	35	5	0	20	10	10	5	15	15	10	25	35	20	13	15	15	27	15	10	20	5	15	8	10	5	22	5	10	5	5	20	5	20	10	10	5	8	5	10	15	3	20									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	519	25	5	5	8	5	31	10	35	5	0	20	10	10	3	5	10	10	17	35	14	7	15	8	27	8	4	11	5	15	8	4	4	9	5	6	0	2	20	5	10	10	7	5	8	5	10	15	3	20									
13	Число избирателей, проголосовавших по открепительным удостоверениям	272	6	3	2	3	7	9	2	3	0	2	5	1	4	2	5	1	11	16	17	6	50	8	10	17	2	3	4	0	7	0	2	2	5	1	1	1	1	0	2	16	4	4	0	2	1	1	7	5	11									
14	Число неиспользованных открепительных удостоверений	123	0	0	0	12	0	0	0	0	0	0	0	0	0	2	10	5	0	8	0	6	6	0	7	0	7	6	9	0	0	0	6	1	13	0	4	5	3	0	0	10	0	3	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	58	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	3	21	3	7	4	0	2	3	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
