Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Кизильская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240					
1	"Число избирателей, внесенных в список избирателей"	20705	1585	1557	408	948	365	629	938	385	488	106	474	152	193	907	417	262	1033	182	135	732	1025	228	309	1070	407	1012	373	796	148	159	132	117	81	1137	1537	278					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20600	1550	1550	400	950	350	650	950	400	500	100	450	150	200	900	400	250	1050	150	140	750	1050	200	300	1100	400	1000	350	800	150	150	130	100	80	1150	1550	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12679	800	931	292	689	210	273	542	122	460	71	416	136	164	697	188	196	590	104	105	411	695	90	136	565	250	510	237	776	80	91	101	76	43	571	997	64					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1701	145	36	10	25	43	223	33	101	7	4	15	0	9	13	143	22	51	17	0	69	24	81	65	52	33	53	65	20	6	9	0	8	6	183	20	110					
6	Число погашенных избирательных бюллетеней	6220	605	583	98	236	97	154	375	177	33	25	19	14	27	190	69	32	409	29	35	270	331	29	99	483	117	437	48	4	64	50	29	16	31	396	533	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1701	145	36	10	25	43	223	33	101	7	4	15	0	9	13	143	22	51	17	0	69	24	81	65	52	33	53	65	20	6	9	0	8	6	183	20	110					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12672	800	924	292	689	210	273	542	122	460	71	416	136	164	697	188	196	590	104	105	411	695	90	136	565	250	510	237	776	80	91	101	76	43	571	997	64					
9	Число недействительных избирательных бюллетеней	118	10	11	3	0	1	0	0	1	0	1	3	1	0	2	2	2	0	2	1	2	12	0	2	16	4	7	0	4	0	1	0	1	0	12	15	2					
10	Число действительных избирательных бюллетеней	14255	935	949	299	714	252	496	575	222	467	74	428	135	173	708	329	216	641	119	104	478	707	171	199	601	279	556	302	792	86	99	101	83	49	742	1002	172					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	117	17	15	0	5	0	1	5	0	1	0	1	0	0	5	0	0	5	0	1	5	10	0	0	9	0	5	2	8	0	0	0	1	0	9	12	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	94	15	13	0	5	0	1	5	0	1	0	1	0	0	1	0	0	0	0	1	3	8	0	0	9	0	4	2	6	0	0	0	1	0	6	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	4	5	0	2	1	0	2	2	0	0	1	0	0	0	2	0	0	0	1	2	6	0	0	3	4	2	0	3	1	1	2	0	0	2	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	23	2	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	2	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2152	145	175	22	110	25	42	108	39	64	8	39	2	15	71	28	26	141	16	11	87	41	5	29	96	27	149	45	116	28	25	12	12	6	156	211	20					
		14.97%	15.34%	18.23%	7.28%	15.41%	9.88%	8.47%	18.78%	17.49%	13.70%	10.67%	9.05%	1.47%	8.67%	10.00%	8.46%	11.93%	21.99%	13.22%	10.48%	18.13%	5.70%	2.92%	14.43%	15.56%	9.54%	26.47%	14.90%	14.57%	32.56%	25.00%	11.88%	14.29%	12.24%	20.69%	20.75%	11.49%					
