Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Кизильская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749					
1	"Число избирателей, внесенных в списки избирателей"	20390	2652	3046	476	959	367	620	1087	162	483	106	457	150	180	916	439	295	1367	179	158	702	934	240	294	1044	400	1001	388	764	219	148	157					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19750	2650	2900	450	900	350	600	1050	150	450	100	450	150	150	900	400	300	1400	150	150	700	900	250	300	1000	400	1000	350	700	200	150	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12698	1526	1766	325	858	231	276	562	124	433	71	371	117	135	607	155	151	627	127	135	566	601	114	156	731	312	494	199	576	113	121	118					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2158	231	125	94	26	87	221	190	0	0	0	12	0	2	51	144	57	280	23	0	81	40	65	85	63	21	81	80	36	63	0	0					
6	Число погашенных избирательных бюллетеней	4892	893	1009	31	16	32	103	298	26	17	29	67	33	13	242	101	92	493	0	15	53	257	71	59	206	67	425	71	88	24	29	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2158	231	125	94	26	87	221	190	0	0	0	12	0	2	51	144	57	280	23	0	81	40	65	85	63	21	81	80	36	63	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12693	1526	1766	325	858	231	276	562	124	433	71	371	117	135	607	155	151	627	127	135	566	601	114	156	731	312	492	199	573	113	121	118					
9	Число недействительных избирательных бюллетеней	99	16	12	0	9	0	4	1	4	0	0	6	0	0	3	0	0	17	0	0	0	7	0	2	2	1	5	1	4	0	2	3					
10	Число действительных избирательных бюллетеней	14752	1741	1879	419	875	318	493	751	120	433	71	377	117	137	655	299	208	890	150	135	647	634	179	239	792	332	568	278	605	176	119	115					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	270	35	20	7	8	6	7	13	5	8	4	7	4	5	8	7	6	10	5	4	7	23	4	5	19	5	13	7	7	5	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	151	35	13	5	4	3	6	13	3	0	1	0	0	1	0	0	0	4	0	0	6	23	0	0	11	1	13	0	6	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	8	18	2	3	1	3	4	1	0	0	2	1	1	4	4	1	0	1	2	5	1	0	1	4	3	3	4	5	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	119	0	7	2	4	3	1	0	2	8	3	7	4	4	8	7	6	6	5	4	1	0	4	5	8	4	0	7	1	5	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	1.Политическая партия «Аграрная партия России»	377	45	24	5	16	7	13	18	9	17	0	1	2	3	10	10	8	40	1	3	9	22	5	15	42	3	14	10	20	1	2	2					
		2.54%	2.56%	1.27%	1.19%	1.81%	2.20%	2.62%	2.39%	7.26%	3.93%	0.00%	0.26%	1.71%	2.19%	1.52%	3.34%	3.85%	4.41%	0.67%	2.22%	1.39%	3.43%	2.79%	6.22%	5.29%	0.90%	2.44%	3.58%	3.28%	0.57%	1.65%	1.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	5	6	0	1	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	2	1	0	1	0					
		0.16%	0.28%	0.32%	0.00%	0.11%	0.00%	0.00%	0.13%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.15%	0.16%	0.00%	0.00%	0.00%	0.00%	0.35%	0.72%	0.16%	0.00%	0.83%	0.00%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	870	99	88	29	52	17	17	61	5	14	2	17	4	6	45	21	24	61	11	14	58	40	10	4	42	10	48	17	34	6	10	4					
		5.86%	5.63%	4.65%	6.92%	5.88%	5.35%	3.42%	8.11%	4.03%	3.23%	2.82%	4.44%	3.42%	4.38%	6.84%	7.02%	11.54%	6.73%	7.33%	10.37%	8.96%	6.24%	5.59%	1.66%	5.29%	3.00%	8.38%	6.09%	5.58%	3.41%	8.26%	3.39%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	2	3	0	3	1	0	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0					
		0.15%	0.11%	0.16%	0.00%	0.34%	0.31%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.56%	0.41%	0.00%	0.30%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	0	2	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0					
		0.07%	0.00%	0.11%	0.00%	0.11%	0.31%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.17%	0.36%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	801	130	100	23	52	11	19	36	4	13	2	12	2	4	29	15	11	70	6	14	32	33	6	19	49	16	44	20	14	5	3	7					
		5.39%	7.40%	5.29%	5.49%	5.88%	3.46%	3.82%	4.79%	3.23%	3.00%	2.82%	3.13%	1.71%	2.92%	4.41%	5.02%	5.29%	7.72%	4.00%	10.37%	4.95%	5.15%	3.35%	7.88%	6.17%	4.80%	7.68%	7.17%	2.30%	2.84%	2.48%	5.93%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	994	127	168	11	62	16	17	62	3	32	1	12	6	4	35	11	15	63	4	8	41	73	4	11	31	4	77	20	64	6	0	6					
		6.69%	7.23%	8.88%	2.63%	7.01%	5.03%	3.42%	8.24%	2.42%	7.39%	1.41%	3.13%	5.13%	2.92%	5.32%	3.68%	7.21%	6.95%	2.67%	5.93%	6.34%	11.39%	2.23%	4.56%	3.90%	1.20%	13.44%	7.17%	10.51%	3.41%	0.00%	5.08%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	80	4	19	5	0	0	1	3	1	2	0	3	0	1	4	0	2	6	3	2	1	5	2	0	3	3	5	2	0	2	1	0					
		0.54%	0.23%	1.00%	1.19%	0.00%	0.00%	0.20%	0.40%	0.81%	0.46%	0.00%	0.78%	0.00%	0.73%	0.61%	0.00%	0.96%	0.66%	2.00%	1.48%	0.15%	0.78%	1.12%	0.00%	0.38%	0.90%	0.87%	0.72%	0.00%	1.14%	0.83%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11505	1321	1449	346	684	264	424	558	96	354	66	332	103	119	524	242	148	642	125	93	504	459	151	188	620	294	375	205	467	156	102	94					
		77.47%	75.18%	76.63%	82.58%	77.38%	83.02%	85.31%	74.20%	77.42%	81.76%	92.96%	86.68%	88.03%	86.86%	79.64%	80.94%	71.15%	70.78%	83.33%	68.89%	77.90%	71.61%	84.36%	78.01%	78.09%	88.29%	65.45%	73.48%	76.68%	88.64%	84.30%	79.66%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	66	8	20	0	4	1	0	3	0	0	0	0	0	0	7	0	0	6	0	0	1	0	0	1	5	1	1	1	5	0	0	2					
		0.44%	0.46%	1.06%	0.00%	0.45%	0.31%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.66%	0.00%	0.00%	0.15%	0.00%	0.00%	0.41%	0.63%	0.30%	0.17%	0.36%	0.82%	0.00%	0.00%	1.69%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
