Выборы Президента Российской Федерации																																													
Дата голосования: 02.03.2008																																													
																																													
Наименование Избирательной комиссии:    Ордынская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
	Число участковых избирательных комиссий	38																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	38																																											
																																													
		Сумма	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899					
1	"Число избирателей, включенных в списки избирателей"	30007	2481	2533	1577	1802	1668	1039	1770	967	268	923	706	189	499	111	485	160	1206	993	1053	68	28	1543	115	933	550	581	363	1176	610	307	548	226	549	209	933	336	437	65					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	31020	2476	2561	1590	1847	1708	1071	1812	1007	306	926	754	202	526	119	500	157	1292	1058	1091	78	40	1581	133	1033	668	611	363	1223	600	301	565	227	552	215	953	319	481	74					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19352	1486	1537	856	1013	1022	508	1225	614	189	634	511	145	346	96	344	107	875	736	851	45	22	940	74	632	437	389	281	750	361	189	328	186	376	135	532	211	318	51					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2380	153	100	72	56	73	75	100	94	32	42	79	20	36	9	22	13	50	94	104	7	6	151	20	98	59	78	40	114	50	69	90	22	58	40	109	60	77	8					
6	Число погашенных избирательных бюллетеней	9288	837	924	662	778	613	488	487	299	85	250	164	37	144	14	134	37	367	228	136	26	12	490	39	303	172	144	42	359	189	43	147	19	118	40	312	48	86	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2380	153	100	72	56	73	75	100	94	32	42	79	20	36	9	22	13	50	94	104	7	6	151	20	98	59	78	40	114	50	69	90	22	58	40	109	60	77	8					
8	Число бюллетеней в стационарных ящиках для голосования	19342	1486	1537	855	1013	1022	508	1225	614	189	634	511	145	346	96	344	107	875	736	851	45	22	931	74	632	437	389	281	750	361	189	328	186	376	135	532	211	318	51					
9	Число недействительных избирательных бюллетеней	210	9	17	14	12	14	6	16	7	2	5	4	1	4	0	2	1	2	11	9	0	0	13	0	12	8	4	0	7	0	0	5	1	6	0	3	4	11	0					
10	Число действительных избирательных бюллетеней	21512	1630	1620	913	1057	1081	577	1309	701	219	671	586	164	378	105	364	119	923	819	946	52	28	1069	94	718	488	463	321	857	411	258	413	207	428	175	638	267	384	59					
11	Число полученных открепительных  удостоверений	810	29	25	16	25	15	9	30	30	20	3	13	5	25	5	28	0	45	26	42	12	15	73	9	62	29	10	3	17	10	16	11	7	15	5	11	6	85	23					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	807	29	25	16	25	15	6	30	30	20	3	13	5	25	5	28	0	45	26	42	12	15	73	9	62	29	10	3	17	10	16	11	7	15	5	11	6	85	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	338	29	12	8	25	17	2	16	15	9	6	3	0	1	1	5	0	2	15	10	3	0	71	3	14	9	4	4	8	16	6	2	3	2	1	4	7	4	1					
14	Число неиспользованных открепительных удостоверений	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	194	11	15	6	12	11	1	11	5	8	3	0	0	0	1	0	0	6	11	1	0	0	24	3	23	22	2	7	6	1	0	1	1	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	Богданов Андрей Владимирович	220	21	25	9	15	10	5	13	4	2	3	3	3	2	0	5	0	9	15	7	0	1	9	0	13	5	5	2	6	2	1	6	0	7	0	8	0	1	3					
		1.01%	1.28%	1.53%	0.97%	1.40%	0.91%	0.86%	0.98%	0.56%	0.90%	0.44%	0.51%	1.82%	0.52%	0.00%	1.37%	0.00%	0.97%	1.81%	0.73%	0.00%	3.57%	0.83%	0.00%	1.78%	1.01%	1.07%	0.62%	0.69%	0.49%	0.39%	1.44%	0.00%	1.61%	0.00%	1.25%	0.00%	0.25%	5.08%					
19	Жириновский Владимир Вольфович	2459	144	175	106	142	139	57	121	80	26	54	46	18	52	9	38	17	76	93	126	16	2	120	10	110	97	54	47	85	29	35	77	17	39	19	85	28	70	0					
		11.32%	8.79%	10.69%	11.43%	13.28%	12.69%	9.78%	9.13%	11.30%	11.76%	7.99%	7.80%	10.91%	13.61%	8.57%	10.38%	14.17%	8.22%	11.20%	13.19%	30.77%	7.14%	11.09%	10.64%	15.07%	19.56%	11.56%	14.64%	9.84%	7.06%	13.57%	18.42%	8.17%	8.99%	10.86%	13.26%	10.33%	17.72%	0.00%					
20	Зюганов Геннадий Андреевич	4044	390	354	208	184	205	98	170	102	34	90	92	21	84	18	68	14	267	152	166	8	6	190	9	167	75	94	52	123	63	45	91	54	103	32	79	44	73	19					
		18.62%	23.79%	21.62%	22.44%	17.21%	18.72%	16.81%	12.83%	14.41%	15.38%	13.31%	15.59%	12.73%	21.99%	17.14%	18.58%	11.67%	28.86%	18.31%	17.38%	15.38%	21.43%	17.56%	9.57%	22.88%	15.12%	20.13%	16.20%	14.24%	15.33%	17.44%	21.77%	25.96%	23.73%	18.29%	12.32%	16.24%	18.48%	32.20%					
21	Медведев Дмитрий Анатольевич	14789	1075	1066	590	716	727	417	1005	515	157	524	445	122	240	78	253	88	571	559	647	28	19	750	75	428	311	310	220	643	317	177	239	136	279	124	466	195	240	37					
		68.08%	65.59%	65.12%	63.65%	66.98%	66.39%	71.53%	75.85%	72.74%	71.04%	77.51%	75.42%	73.94%	62.83%	74.29%	69.13%	73.33%	61.73%	67.35%	67.75%	53.85%	67.86%	69.32%	79.79%	58.63%	62.70%	66.38%	68.54%	74.42%	77.13%	68.60%	57.18%	65.38%	64.29%	70.86%	72.70%	71.96%	60.76%	62.71%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
