Выборы Президента Российской Федерации																																																																																
Дата голосования: 04.03.2012																																																																																
																																																																																
Наименование Избирательной комиссии:    Муром округ																																																																																
																																																																																
Сводная таблица итогов голосования																																																																																
																																																																																
	Число участковых избирательных комиссий	69																																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	69																																																																														
																																																																																
		Сумма	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047									
1	Число избирателей, включенных в список избирателей	107859	1165	1181	1496	1786	2113	1796	1837	2011	1698	1570	2142	1892	1790	1083	1370	1688	1555	1854	1722	1697	1911	1702	1458	1564	1838	1553	1789	1829	1651	1841	1688	1700	631	928	1878	1891	1785	1638	1402	1325	2068	1100	1762	1676	1582	1912	1072	1365	1305	1893	1709	1895	475	931	1367	1901	1500	2248	1800	1156	1418	1156	1773	1198	1772	1261	1885	1158	73									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	100450	1100	1150	1400	1650	2050	1650	1700	1900	1500	1450	2000	1750	1650	1000	1300	1550	1450	1750	1600	1550	1750	1600	1350	1450	1650	1400	1550	1700	1550	1700	1550	1550	600	850	1750	1750	1650	1500	1300	1250	1900	1000	1650	1550	1450	1750	1000	1100	1250	1750	1550	1750	450	850	1200	1750	1400	2050	1650	1050	1300	1100	1650	1100	1600	1150	1750	1100	1000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	53098	587	587	660	836	1009	967	912	1054	801	677	1057	878	972	517	723	866	677	1010	817	834	1034	806	696	776	828	615	711	935	908	891	806	744	355	437	937	1004	823	899	763	711	1092	496	917	880	800	835	454	478	615	789	764	1126	235	457	725	1030	798	1173	973	582	639	521	1033	562	796	563	966	606	73									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3614	39	76	39	54	76	51	34	57	115	63	52	49	42	27	34	38	55	29	35	28	42	49	38	51	95	82	165	59	26	82	54	79	45	23	49	41	35	27	57	47	46	28	55	40	93	94	10	215	28	68	39	91	49	40	65	67	46	68	25	40	18	37	32	42	36	43	45	15	0									
6	Число погашенных избирательных бюллетеней	43738	474	487	701	760	965	632	754	789	584	710	891	823	636	456	543	646	718	711	748	688	674	745	616	623	727	703	674	706	616	727	690	727	200	390	764	705	792	574	480	492	762	476	678	630	557	821	536	407	607	893	747	533	166	353	410	653	556	809	652	428	643	542	585	496	768	544	739	479	927									
