Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Джидинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121					
1	"Число избирателей, внесенных в список избирателей"	19549	254	280	336	179	903	128	486	361	211	61	442	379	194	739	131	472	1737	1683	1316	1321	282	807	439	693	96	229	681	203	1707	1060	337	398	204	360	440					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19825	260	281	330	187	940	134	520	367	215	67	450	458	214	753	135	472	1755	1620	1322	1337	311	822	486	711	86	231	702	200	1600	1012	356	404	210	375	502					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10800	221	210	237	109	471	90	352	304	134	59	370	268	128	397	69	335	710	698	602	457	169	473	363	388	56	115	420	154	635	561	251	260	155	214	365					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	840	10	18	34	27	58	7	19	23	26	2	24	34	37	30	5	47	35	59	15	69	16	28	9	23	0	4	27	14	61	0	12	24	13	12	18					
6	Число погашенных избирательных бюллетеней	8185	29	53	59	51	411	37	149	40	55	6	56	156	49	326	61	90	1010	863	705	811	126	321	114	300	30	112	255	32	904	451	93	120	42	149	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	840	10	18	34	27	58	7	19	23	26	2	24	34	37	30	5	47	35	59	15	69	16	28	9	23	0	4	27	14	61	0	12	24	13	12	18					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10800	221	210	237	109	471	90	352	304	134	59	370	268	128	397	69	335	710	698	602	457	169	473	363	388	56	115	420	154	635	561	251	260	155	214	365					
9	Число недействительных избирательных бюллетеней	181	2	4	6	1	9	0	10	2	2	0	1	4	1	12	0	2	9	18	3	7	6	10	2	19	1	3	6	5	15	5	3	6	2	3	2					
10	Число действительных избирательных бюллетеней	11459	229	224	265	135	520	97	361	325	158	61	393	298	164	415	74	380	736	739	614	519	179	491	370	392	55	116	441	163	681	556	260	278	166	223	381					
