Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Качугская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783					
1	"Число избирателей, внесенных в списки избирателей"	13454	860	1082	1014	962	838	794	380	139	131	48	147	67	177	811	270	127	142	78	423	223	109	128	258	153	570	176	134	217	153	42	293	214	278	149	168	95	624	246	161	126	169	278					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14785	960	1125	1064	1012	912	856	579	134	148	55	171	72	190	935	396	143	158	91	496	274	121	156	292	160	602	195	155	243	147	48	375	200	273	146	178	92	683	211	169	138	161	269					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8844	507	575	494	474	438	350	311	103	89	42	109	65	139	654	252	114	121	58	240	146	86	86	206	135	294	86	122	171	99	36	283	170	242	137	149	73	417	162	150	104	133	222					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1018	51	84	37	38	20	65	67	4	16	0	12	2	24	59	17	6	11	20	41	49	0	24	19	9	114	30	0	0	0	0	10	4	13	0	10	6	70	42	11	16	1	16					
6	Число погашенных избирательных бюллетеней	4923	402	466	533	500	454	441	201	27	43	13	50	5	27	222	127	23	26	13	215	79	35	46	67	16	194	79	33	72	48	12	82	26	18	9	19	13	196	7	8	18	27	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1018	51	84	37	38	20	65	67	4	16	0	12	2	24	59	17	6	11	20	41	49	0	24	19	9	114	30	0	0	0	0	10	4	13	0	10	6	70	42	11	16	1	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8832	505	575	494	474	438	350	311	103	89	42	109	65	139	654	252	114	121	58	240	146	86	77	206	135	294	86	122	171	99	36	283	170	242	137	149	73	417	162	150	104	132	222					
9	Число недействительных избирательных бюллетеней	107	7	3	8	2	1	5	4	1	0	2	3	0	2	12	3	9	2	0	5	3	1	0	3	2	5	0	2	1	1	1	1	5	3	0	2	1	0	0	4	0	0	3					
10	Число действительных избирательных бюллетеней	9743	549	656	523	510	457	410	374	106	105	40	118	67	161	701	266	111	130	78	276	192	85	101	222	142	403	116	120	170	98	35	292	169	252	137	157	78	487	204	157	120	133	235					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	789	61	50	30	30	30	20	25	3	11	9	16	5	10	86	45	15	10	5	55	35	15	20	20	10	35	10	10	13	15	0	5	2	1	5	5	5	30	5	10	15	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	772	60	50	30	30	30	20	25	3	11	9	16	5	10	86	45	15	10	5	55	35	15	20	20	10	35	10	10	13	0	0	5	2	1	4	5	5	30	5	10	15	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	180	14	10	8	6	4	6	4	2	4	2	2	3	6	7	8	4	3	3	5	7	3	3	7	5	5	6	0	5	0	0	2	0	0	3	1	1	5	10	3	7	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	2	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	781	48	52	33	20	32	12	36	9	14	3	11	14	10	63	38	17	21	6	13	15	6	10	15	6	39	5	23	13	3	4	25	1	6	12	13	20	27	18	20	6	12	30					
		7.93%	8.63%	7.89%	6.21%	3.91%	6.99%	2.89%	9.52%	8.41%	13.33%	7.14%	9.09%	20.90%	6.13%	8.84%	14.13%	14.17%	15.91%	7.69%	4.63%	7.69%	6.98%	9.90%	6.67%	4.17%	9.56%	4.31%	18.85%	7.60%	3.03%	11.11%	8.53%	0.57%	2.35%	8.76%	8.18%	25.32%	5.54%	8.82%	12.42%	5.00%	9.02%	12.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	1	2	1	1	3	2	3	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0					
		0.22%	0.18%	0.30%	0.19%	0.20%	0.66%	0.48%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.37%	0.00%	0.76%	0.00%	0.36%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	15	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0					
		0.15%	0.18%	0.00%	0.19%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.37%	0.00%	0.00%	1.28%	0.00%	0.51%	0.00%	0.00%	0.44%	0.00%	0.25%	0.86%	0.82%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.83%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	774	46	79	40	55	25	33	27	4	9	2	7	0	2	37	17	8	5	7	33	26	3	12	23	3	40	7	14	40	1	6	31	10	19	7	6	7	42	10	15	7	2	7					
		7.86%	8.27%	11.99%	7.53%	10.74%	5.46%	7.95%	7.14%	3.74%	8.57%	4.76%	5.79%	0.00%	1.23%	5.19%	6.32%	6.67%	3.79%	8.97%	11.74%	13.33%	3.49%	11.88%	10.22%	2.08%	9.80%	6.03%	11.48%	23.39%	1.01%	16.67%	10.58%	5.75%	7.45%	5.11%	3.77%	8.86%	8.62%	4.90%	9.32%	5.83%	1.50%	2.94%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	21	4	0	0	1	0	3	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	2	1	0	0	0	0					
		0.21%	0.72%	0.00%	0.00%	0.20%	0.00%	0.72%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	1.01%	2.78%	0.34%	0.00%	0.78%	0.00%	0.00%	0.00%	0.41%	0.49%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	3	3	0	1	0	1	0	0	0	0	0					
		0.18%	0.18%	0.00%	0.56%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	1.28%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.25%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	1.72%	1.18%	0.00%	0.63%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	707	48	54	65	38	21	22	11	3	14	1	7	5	7	58	20	14	10	8	13	11	3	2	15	15	31	21	4	6	4	7	9	8	12	26	5	5	40	14	13	15	8	14					
		7.18%	8.63%	8.19%	12.24%	7.42%	4.59%	5.30%	2.91%	2.80%	13.33%	2.38%	5.79%	7.46%	4.29%	8.13%	7.43%	11.67%	7.58%	10.26%	4.63%	5.64%	3.49%	1.98%	6.67%	10.42%	7.60%	18.10%	3.28%	3.51%	4.04%	19.44%	3.07%	4.60%	4.71%	18.98%	3.14%	6.33%	8.21%	6.86%	8.07%	12.50%	6.02%	5.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	747	55	58	42	40	34	30	21	15	10	13	3	4	8	35	17	4	5	8	44	13	9	6	13	0	35	13	4	10	3	1	35	13	8	6	26	0	66	11	12	3	2	12					
		7.58%	9.89%	8.80%	7.91%	7.81%	7.42%	7.23%	5.56%	14.02%	9.52%	30.95%	2.48%	5.97%	4.91%	4.91%	6.32%	3.33%	3.79%	10.26%	15.66%	6.67%	10.47%	5.94%	5.78%	0.00%	8.58%	11.21%	3.28%	5.85%	3.03%	2.78%	11.95%	7.47%	3.14%	4.38%	16.35%	0.00%	13.55%	5.39%	7.45%	2.50%	1.50%	5.04%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	60	5	3	5	4	2	2	4	0	0	0	1	0	0	7	0	1	3	3	1	3	0	0	1	0	0	1	1	0	0	0	1	4	0	0	0	1	0	0	2	0	5	0					
		0.61%	0.90%	0.46%	0.94%	0.78%	0.44%	0.48%	1.06%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.98%	0.00%	0.83%	2.27%	3.85%	0.36%	1.54%	0.00%	0.00%	0.44%	0.00%	0.00%	0.86%	0.82%	0.00%	0.00%	0.00%	0.34%	2.30%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	1.24%	0.00%	3.76%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6566	338	404	330	347	339	303	269	75	58	21	89	44	132	495	170	67	83	44	171	121	64	71	152	118	256	66	72	100	85	15	190	129	202	86	106	43	307	149	91	88	104	172					
		66.66%	60.79%	61.31%	62.15%	67.77%	74.02%	73.01%	71.16%	70.09%	55.24%	50.00%	73.55%	65.67%	80.98%	69.42%	63.20%	55.83%	62.88%	56.41%	60.85%	62.05%	74.42%	70.30%	67.56%	81.94%	62.75%	56.90%	59.02%	58.48%	85.86%	41.67%	64.85%	74.14%	79.22%	62.77%	66.67%	54.43%	63.04%	73.04%	56.52%	73.33%	78.20%	72.27%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	32	2	4	3	3	1	2	1	0	0	0	0	0	1	4	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	4	0	0	0					
		0.32%	0.36%	0.61%	0.56%	0.59%	0.22%	0.48%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.56%	0.74%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	1.27%	0.00%	0.49%	2.48%	0.00%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
