Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Белогорская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69					
1	"Число избирателей, внесенных в списки избирателей"	14796	195	1695	186	96	393	39	82	889	1407	368	2206	370	104	41	94	481	230	479	65	75	657	73	1234	106	284	139	59	336	74	98	508	322	167	168	1076					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15485	210	1700	200	120	460	55	85	800	1500	400	2200	400	105	60	135	500	280	450	70	70	650	75	1200	140	300	135	55	400	115	115	550	350	200	200	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10172	156	1033	123	79	284	38	63	655	923	262	1359	294	102	33	91	355	177	252	42	54	376	66	855	73	232	104	48	236	74	84	371	248	137	132	761					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	678	11	77	19	11	46	0	3	12	52	14	18	29	0	8	3	35	21	41	0	0	41	0	60	4	11	10	0	23	0	13	29	33	3	5	46					
6	Число погашенных избирательных бюллетеней	4635	43	590	58	30	130	17	19	133	525	124	823	77	3	19	41	110	82	157	28	16	233	9	285	63	57	21	7	141	41	18	150	69	60	63	393					
7	Число избирательных бюллетеней в переносных ящиках для голосования	678	11	77	19	11	46	0	3	12	52	14	18	29	0	8	3	35	21	41	0	0	41	0	60	4	11	10	0	23	0	13	29	33	3	5	46					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10161	156	1033	123	79	284	38	63	655	923	262	1349	294	102	33	91	355	177	252	42	54	376	66	855	73	232	104	48	236	74	83	371	248	137	132	761					
9	Число недействительных избирательных бюллетеней	114	1	8	0	2	3	0	1	9	8	0	24	4	3	0	0	3	0	2	0	3	6	2	5	3	2	2	1	5	1	1	2	0	1	5	7					
10	Число действительных избирательных бюллетеней	10725	166	1102	142	88	327	38	65	658	967	276	1343	319	99	41	94	387	198	291	42	51	411	64	910	74	241	112	47	254	73	95	398	281	139	132	800					
