Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Белогорская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
1	"Число избирателей, внесенных в список избирателей"	15118	214	1732	192	109	420	43	88	861	1488	408	1698	430	99	58	122	587	282	469	64	67	631	78	1183	127	324	134	59	372	101	114	613	353	187	189	1222					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13700	200	1500	190	100	400	43	87	800	1300	400	1500	400	100	60	120	500	280	400	65	65	600	75	1000	120	300	130	60	350	100	115	600	350	190	200	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7631	110	818	95	55	174	25	50	460	716	210	686	281	68	35	77	351	142	207	42	36	265	48	640	58	203	113	49	164	60	76	365	191	84	85	592					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	333	7	54	10	3	29	0	1	16	18	2	12	4	0	0	0	20	4	12	0	2	14	3	34	4	0	0	0	13	0	8	26	11	1	11	14					
6	Число погашенных избирательных бюллетеней	5736	83	628	85	42	197	18	36	324	566	188	802	115	32	25	43	129	134	181	23	27	321	24	326	58	97	17	11	173	40	31	209	148	105	104	394					
7	Число избирательных бюллетеней в переносных ящиках для голосования	333	7	54	10	3	29	0	1	16	18	2	12	4	0	0	0	20	4	12	0	2	14	3	34	4	0	0	0	13	0	8	26	11	1	11	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7612	110	818	95	55	174	25	50	444	716	210	686	281	68	35	77	351	142	207	42	36	265	48	640	58	203	113	49	164	60	76	362	191	84	85	592					
9	Число недействительных избирательных бюллетеней	132	1	9	4	0	2	0	1	12	13	3	13	0	0	0	1	7	6	3	0	0	10	0	9	3	1	3	0	5	2	0	5	2	5	1	11					
10	Число действительных избирательных бюллетеней	7813	116	863	101	58	201	25	50	448	721	209	685	285	68	35	76	364	140	216	42	38	269	51	665	59	202	110	49	172	58	84	383	200	80	95	595					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	415	3	35	5	3	20	3	3	18	30	10	23	26	3	3	3	20	4	15	3	3	18	3	21	3	13	3	3	25	3	3	10	15	7	5	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	359	1	35	5	0	20	0	0	18	30	6	23	26	0	1	0	20	4	14	2	0	18	1	20	0	13	0	0	25	0	0	8	14	5	2	48					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	237	5	34	4	6	3	1	1	4	10	5	4	3	0	1	2	96	2	6	1	1	3	2	8	4	4	1	1	2	0	1	4	2	3	2	11					
14	Число погашенных неиспользованных открепительных удостоверений	56	2	0	0	3	0	3	3	0	0	4	0	0	3	2	3	0	0	1	1	3	0	2	1	3	0	3	3	0	3	3	2	1	2	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	2	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
