Выборы Президента Российской Федерации																																																																
Дата голосования: 04.03.2012																																																																
																																																																
Наименование Избирательной комиссии:    Балезинская																																																																
																																																																
Сводная таблица итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	Число участковых избирательных комиссий, приступивших к передаче сведений	53																																																														
																																																																
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153									
1	Число избирателей, включенных в список избирателей	28561	2267	1927	995	1024	1702	1091	1901	773	1630	351	558	336	540	110	691	97	505	143	183	423	350	112	388	108	233	510	361	556	399	178	477	442	112	448	211	461	167	281	440	360	780	606	262	285	207	498	164	1280	65	180	83	173	137									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	28370	2300	1800	1000	1000	1600	1000	1800	700	1600	370	580	340	550	110	700	100	500	130	170	420	370	110	400	110	250	530	380	580	400	180	500	400	130	460	200	450	170	300	450	370	800	600	250	290	210	530	180	1260	60	180	90	190	220									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	18670	1346	1122	662	590	1000	709	1136	476	906	270	420	240	383	80	460	62	351	107	97	320	259	80	302	88	177	367	243	331	217	68	337	340	77	317	169	312	108	214	289	211	522	351	190	114	119	366	126	1119	44	136	64	139	137									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1623	41	33	39	37	38	32	55	25	46	19	38	19	35	0	50	12	29	4	25	23	16	20	42	7	33	41	48	40	71	43	54	45	20	40	9	7	13	29	74	67	39	65	15	76	28	20	12	18	8	8	7	8	0									
6	Число погашенных избирательных бюллетеней	8077	913	645	299	373	562	259	609	199	648	81	122	81	132	30	190	26	120	19	48	77	95	10	56	15	40	122	89	209	112	69	109	15	33	103	22	131	49	57	87	92	239	184	45	100	63	144	42	123	8	36	19	43	83									
