Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Константиновская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №571	УИК №638	УИК №2445	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504					
1	"Число избирателей, внесенных в список избирателей"	26542	1674	1662	1737	1696	1814	1691	1646	1112	390	217	411	241	367	399	286	758	350	364	1308	1408	512	788	94	459	338	456	313	280	83	161	327	273	384	263	1693	110	143	86	110	60	78					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25196	1550	1550	1550	1550	1550	1550	1550	1100	390	210	400	230	350	410	290	785	350	370	1190	1280	520	815	90	460	340	470	310	290	80	170	320	280	390	260	1550	130	160	80	110	90	76					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14519	884	791	973	1109	953	826	751	647	283	83	187	161	233	326	182	556	202	192	581	563	351	382	63	262	245	244	180	166	66	100	200	174	249	191	746	86	97	56	78	46	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1596	41	62	88	55	43	51	35	33	30	40	41	19	22	45	21	105	14	18	73	49	108	44	11	39	15	70	42	38	5	11	47	32	57	33	61	24	37	10	12	3	12					
6	Число погашенных избирательных бюллетеней	9081	625	697	489	386	554	673	764	420	77	87	172	50	95	39	87	124	134	160	536	668	61	389	16	159	80	156	88	86	9	59	73	74	84	36	743	20	26	14	20	41	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1596	41	62	88	55	43	51	35	33	30	40	41	19	22	45	21	105	14	18	73	49	108	44	11	39	15	70	42	38	5	11	47	32	57	33	61	24	37	10	12	3	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14511	884	791	967	1109	953	826	751	647	283	83	187	161	233	326	182	556	202	192	581	563	351	382	63	262	245	244	180	166	66	100	200	172	249	191	746	86	97	56	78	46	54					
9	Число недействительных избирательных бюллетеней	274	10	19	9	10	13	16	10	4	0	0	5	1	0	1	2	1	2	1	10	7	2	2	3	1	0	62	65	0	0	0	0	1	2	0	14	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	15833	915	834	1046	1154	983	861	776	676	313	123	223	179	255	370	201	660	214	209	644	605	457	424	71	300	260	252	157	204	71	111	247	203	304	224	793	109	134	66	90	49	66					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	876	30	50	50	50	50	50	50	30	10	5	15	5	15	18	5	20	15	15	50	50	15	20	5	10	10	10	10	6	5	5	15	5	20	7	50	5	30	5	5	50	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	508	27	27	36	36	24	21	42	9	3	1	3	1	15	18	5	11	5	9	11	7	13	18	3	5	10	6	2	6	2	5	1	5	16	7	22	1	30	5	2	38	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	252	16	18	12	22	80	10	10	8	2	2	2	2	3	4	3	1	1	3	4	3	2	6	1	2	1	1	1	1	0	1	2	3	5	2	6	1	4	2	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	368	3	23	14	14	26	29	8	21	7	4	12	4	0	0	0	9	10	6	39	43	2	2	2	5	0	4	8	0	3	0	14	0	4	0	28	4	0	0	3	12	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	1	0	0	1	2	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2493	218	192	149	165	211	209	178	107	32	11	26	4	3	16	13	68	29	27	167	110	77	63	4	15	26	36	10	19	3	12	50	20	10	2	184	3	1	5	11	3	4					
		15.48%	23.57%	22.51%	14.12%	14.18%	21.18%	23.83%	22.65%	15.74%	10.22%	8.94%	11.40%	2.22%	1.18%	4.31%	6.40%	10.29%	13.43%	12.86%	25.54%	17.97%	16.78%	14.79%	5.41%	4.98%	10.00%	11.46%	4.50%	9.31%	4.23%	10.81%	20.24%	9.80%	3.27%	0.89%	22.80%	2.73%	0.75%	7.58%	12.22%	6.12%	6.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2001	141	127	146	129	172	134	137	90	22	30	31	16	30	20	12	94	37	12	59	76	14	76	4	54	29	10	12	10	3	8	6	12	19	26	147	13	5	6	16	13	3					
		12.42%	15.24%	14.89%	13.84%	11.08%	17.27%	15.28%	17.43%	13.24%	7.03%	24.39%	13.60%	8.89%	11.76%	5.39%	5.91%	14.22%	17.13%	5.71%	9.02%	12.42%	3.05%	17.84%	5.41%	17.94%	11.15%	3.18%	5.41%	4.90%	4.23%	7.21%	2.43%	5.88%	6.21%	11.61%	18.22%	11.82%	3.73%	9.09%	17.78%	26.53%	4.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	141	21	9	12	15	11	7	15	4	1	1	1	0	1	2	0	4	2	1	5	7	0	4	0	3	2	2	2	2	0	0	0	0	1	0	5	0	0	1	0	0	0					
		0.88%	2.27%	1.06%	1.14%	1.29%	1.10%	0.80%	1.91%	0.59%	0.32%	0.81%	0.44%	0.00%	0.39%	0.54%	0.00%	0.61%	0.93%	0.48%	0.76%	1.14%	0.00%	0.94%	0.00%	0.99%	0.77%	0.64%	0.90%	0.98%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.62%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2455	190	196	202	190	224	162	159	96	25	18	54	5	26	26	18	36	33	25	114	141	22	88	5	46	27	10	12	8	3	10	6	13	32	25	165	5	11	9	7	7	4					
