Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Аромашевская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110					
1	"Число избирателей, внесенных в списки избирателей"	10509	500	886	893	955	949	847	111	288	122	57	487	126	96	268	116	541	108	305	131	143	132	187	361	64	175	332	333	399	88	509					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10677	500	890	908	975	949	888	116	292	122	60	504	121	97	282	120	557	110	307	136	142	136	194	362	64	175	348	339	393	89	501					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8992	389	775	743	811	856	704	111	260	122	57	423	115	86	228	102	430	99	183	117	137	125	117	315	64	153	316	313	341	71	429					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1208	92	94	105	115	62	109	0	26	0	0	56	6	0	24	10	94	4	115	12	5	3	69	28	0	22	16	20	40	16	65					
6	Число погашенных избирательных бюллетеней	477	19	21	60	49	31	75	5	6	0	3	25	0	11	30	8	33	7	9	7	0	8	8	19	0	0	16	6	12	2	7					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1208	92	94	105	115	62	109	0	26	0	0	56	6	0	24	10	94	4	115	12	5	3	69	28	0	22	16	20	40	16	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8992	389	775	743	811	856	704	111	260	122	57	423	115	86	228	102	430	99	183	117	137	125	117	315	64	153	316	313	341	71	429					
9	Число недействительных избирательных бюллетеней	34	0	6	6	1	6	4	1	1	0	0	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	10166	481	863	842	925	912	809	110	285	122	57	474	119	86	252	111	524	103	298	129	142	128	186	343	64	175	332	333	381	87	493					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	271	25	15	15	31	15	25	3	10	1	0	12	3	3	10	5	10	3	5	3	9	4	8	10	3	3	10	7	10	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	189	23	11	13	24	10	25	1	3	0	0	10	1	0	10	5	4	0	5	3	3	4	8	5	0	0	5	0	7	0	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	1	2	2	8	2	5	0	3	0	1	4	1	1	2	2	1	1	1	2	2	1	1	2	1	0	0	0	1	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	82	2	4	2	7	5	0	2	7	1	0	2	2	3	0	0	6	3	0	0	6	0	0	5	3	3	5	7	3	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
