Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Дагогнинская городская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373					
1	"Число избирателей, внесенных в списки избирателей"	17966	1228	1395	1346	2166	1610	1944	1935	1546	1295	1747	1754					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16590	1120	1310	1200	2000	1500	1850	1860	1450	1200	1550	1550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16521	1118	1305	1181	1997	1494	1845	1854	1446	1194	1546	1541					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	14	0	0	14	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	55	2	5	5	3	6	5	6	4	6	4	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	14	0	0	14	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16521	1118	1305	1181	1997	1494	1845	1854	1446	1194	1546	1541					
9	Число недействительных избирательных бюллетеней	1	0	0	0	0	1	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16534	1118	1305	1195	1997	1493	1845	1854	1446	1194	1546	1541					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	320	20	20	20	40	32	37	37	30	20	32	32					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	5	0	0	2	0	0	3	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1	1	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	315	20	20	18	40	32	34	37	30	20	32	32					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1657	119	116	97	162	194	233	153	120	91	169	203					
		10.02%	10.64%	8.89%	8.12%	8.11%	12.99%	12.63%	8.25%	8.30%	7.62%	10.93%	13.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	83	0	0	0	6	8	9	7	13	10	8	22					
		0.50%	0.00%	0.00%	0.00%	0.30%	0.54%	0.49%	0.38%	0.90%	0.84%	0.52%	1.43%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	198	0	44	41	25	23	0	0	26	21	9	9					
		1.20%	0.00%	3.37%	3.43%	1.25%	1.54%	0.00%	0.00%	1.80%	1.76%	0.58%	0.58%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14596	999	1145	1057	1804	1268	1603	1694	1287	1072	1360	1307					
		88.27%	89.36%	87.74%	88.45%	90.34%	84.87%	86.88%	91.37%	89.00%	89.78%	87.97%	84.82%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
