Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Вытегорская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
1	"Число избирателей, внесенных в списки избирателей"	23240	1777	1317	1757	1953	1919	298	232	644	160	223	471	233	93	84	130	131	242	73	215	404	1009	111	103	558	210	252	696	320	48	115	874	1258	922	382	484	159	58	115	693	1113	219	290	696	199					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22805	1730	1290	1740	1930	1850	300	220	880	150	210	470	230	90	80	120	120	230	60	220	400	950	130	100	560	220	240	680	320	55	100	840	1200	840	340	500	160	50	120	670	1100	200	260	670	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12986	977	608	932	946	990	182	125	555	94	158	285	107	47	52	55	70	129	46	97	233	569	52	60	357	123	167	431	164	28	83	479	716	504	270	304	99	27	72	289	581	142	202	457	122					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1789	66	43	77	54	87	16	11	89	18	16	35	50	14	8	21	26	41	7	61	35	73	17	20	35	48	24	51	57	11	9	60	90	88	15	33	11	18	25	111	115	4	14	46	39					
6	Число погашенных избирательных бюллетеней	8030	687	639	731	930	773	102	84	236	38	36	150	73	29	20	44	24	60	7	62	132	308	61	20	168	49	49	198	99	16	8	301	394	248	55	163	50	5	23	270	404	54	44	167	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1789	66	43	77	54	87	16	11	89	18	16	35	50	14	8	21	26	41	7	61	35	73	17	20	35	48	24	51	57	11	9	60	90	88	15	33	11	18	25	111	115	4	14	46	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12981	977	608	932	945	990	182	125	555	94	158	285	107	47	52	55	70	129	46	97	233	569	52	60	356	123	167	431	164	28	83	478	716	504	270	304	99	27	72	289	581	142	202	457	120					
9	Число недействительных избирательных бюллетеней	101	9	3	8	5	7	0	3	6	0	1	3	2	0	0	1	0	0	1	1	2	2	1	0	1	1	0	3	1	0	0	4	7	2	2	0	3	1	0	4	7	0	0	10	0					
10	Число действительных избирательных бюллетеней	14669	1034	648	1001	994	1070	198	133	638	112	173	317	155	61	60	75	96	170	52	157	266	640	68	80	390	170	191	479	220	39	92	534	799	590	283	337	107	44	97	396	689	146	216	493	159					
