Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Вяземская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552					
1	"Число избирателей, внесенных в списки избирателей"	19694	140	221	553	112	232	424	308	581	720	339	646	417	199	1351	395	173	314	180	1364	859	928	1438	1121	1558	1458	1066	1587	1010					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18810	130	220	530	150	220	400	300	550	700	310	600	400	180	1300	400	170	300	180	1300	800	800	1400	1120	1550	1400	1000	1500	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10259	110	144	311	112	146	236	218	345	357	217	368	278	143	612	252	75	169	143	569	358	397	761	482	868	816	514	708	550					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1067	1	33	19	0	16	23	10	27	49	35	46	24	14	119	30	0	17	11	75	31	91	48	38	45	41	40	122	62					
6	Число погашенных избирательных бюллетеней	7484	19	43	200	38	58	141	72	178	294	58	186	98	23	569	118	95	114	26	656	411	312	591	600	637	543	446	670	288					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1067	1	33	19	0	16	23	10	27	49	35	46	24	14	119	30	0	17	11	75	31	91	48	38	45	41	40	122	62					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10259	110	144	311	112	146	236	218	345	357	217	368	278	143	612	252	75	169	143	569	358	397	761	482	868	816	514	708	550					
9	Число недействительных избирательных бюллетеней	156	1	1	5	3	1	8	3	5	4	5	7	3	0	6	2	1	2	5	16	2	4	5	6	19	12	4	14	12					
10	Число действительных избирательных бюллетеней	11170	110	176	325	109	161	251	225	367	402	247	407	299	157	725	280	74	184	149	628	387	484	804	514	894	845	550	816	600					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	391	13	31	8	4	5	20	10	8	5	36	10	12	20	6	64	2	10	15	11	3	9	16	6	18	23	7	4	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	373	11	31	8	2	3	20	10	8	5	36	10	12	20	6	59	2	10	15	11	3	8	16	6	15	23	4	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	145	1	5	3	0	4	4	1	1	6	4	4	4	3	9	6	4	1	2	8	5	4	7	5	19	13	4	11	7					
14	Число погашенных неиспользованных открепительных удостоверений	18	2	0	0	2	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	3	0	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	4	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	197	0	6	17	0	2	10	3	3	10	3	8	5	3	8	8	0	2	1	8	10	9	19	12	18	13	6	6	7					
		1.74%	0.00%	3.39%	5.15%	0.00%	1.23%	3.86%	1.32%	0.81%	2.46%	1.19%	1.93%	1.66%	1.91%	1.09%	2.84%	0.00%	1.08%	0.65%	1.24%	2.57%	1.84%	2.35%	2.31%	1.97%	1.52%	1.08%	0.72%	1.14%					
19	2.Всероссийская политическая партия «Гражданская Сила»	50	0	0	0	0	0	2	1	2	1	1	0	4	0	1	0	0	2	0	3	0	1	4	2	5	11	5	4	1					
		0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.44%	0.54%	0.25%	0.40%	0.00%	1.32%	0.00%	0.14%	0.00%	0.00%	1.08%	0.00%	0.47%	0.00%	0.20%	0.49%	0.38%	0.55%	1.28%	0.90%	0.48%	0.16%					
20	3.Политическая партия «Демократическая партия России»	18	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	3	1	1	0	2	0	2	1	2					
		0.16%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.66%	0.64%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.20%	0.12%	0.00%	0.22%	0.00%	0.36%	0.12%	0.33%					
