Выборы Президента Российской Федерации																																																																																									
Дата голосования: 04.03.2012																																																																																									
																																																																																									
Наименование Избирательной комиссии:    Воронеж, Советская																																																																																									
																																																																																									
Сводная таблица итогов голосования																																																																																									
																																																																																									
	Число участковых избирательных комиссий	78																																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	78																																																																																							
																																																																																									
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378									
1	Число избирателей, включенных в список избирателей	161418	2508	2426	2481	2444	2116	2390	1959	2324	2283	2288	2327	2384	2223	2074	2189	2070	1239	1981	2183	2219	903	2567	2657	2012	2045	2053	2357	2463	2355	2518	2276	2310	2860	2353	2181	2380	778	2689	2382	2086	1496	1654	1418	1963	1968	1990	2173	1695	1167	1998	2677	2383	2027	1761	2138	2225	2415	2210	1968	1717	2764	2879	2616	2411	2046	2469	2619	1991	1349	327	76	79	1975	2424	2938	1078	1645	2356									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	156552	2400	2400	2400	2400	2100	2400	1900	2300	2200	2200	2300	2300	2200	2000	2200	2000	1100	2000	2200	2200	1000	2500	2600	2000	2000	2000	2200	2400	2200	2500	2100	2300	2600	2300	2200	2400	750	2500	2300	2000	1400	1500	2200	1800	1800	2000	2100	1500	1100	2000	2400	2300	2000	1700	2000	2100	2300	1900	1900	1700	2600	2700	2500	2100	1900	2400	2500	2000	1300	700	200	200	2000	2302	2700	1000	1500	2200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	95491	1305	1455	1468	1508	1335	1293	1042	1420	1259	1319	1269	1337	1128	1068	1263	1180	757	1068	1298	1369	851	1375	1484	1280	1263	1176	1498	1456	1380	1478	1276	1403	1651	1447	1391	1527	396	1766	1362	1241	897	1026	610	1119	1190	1187	1323	1188	690	1197	1610	1453	1186	1059	1355	1288	1432	1238	1140	1125	1650	1617	1541	1430	1103	1513	1630	1068	747	274	75	79	1156	2019	1544	701	927	1262									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	4258	125	27	64	15	30	33	36	64	63	33	63	59	37	51	39	32	24	68	40	45	28	14	11	37	32	36	22	52	50	71	56	40	57	44	43	37	18	48	72	20	34	33	759	46	33	56	49	18	25	44	44	50	54	11	42	54	34	138	57	29	63	50	21	29	185	108	119	8	163	0	0	0	18	3	80	20	12	33									
6	Число погашенных избирательных бюллетеней	56803	970	918	868	877	735	1074	822	816	878	848	968	904	1035	881	898	788	319	864	862	786	121	1111	1105	683	705	788	680	892	770	951	768	857	892	809	766	836	336	686	866	739	469	441	831	635	577	757	728	294	385	759	746	797	760	630	603	758	834	524	703	546	887	1033	938	641	612	779	751	924	390	426	125	121	826	280	1076	279	561	905									
