Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Октябрьская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в списки"	23964	1251	1255	2283	2232	1797	1741	962	1076	1514	1620	2112	1762	1187	926	2148	57	41					
2	"Число бюллетеней, полученных участковыми комиссиями"	22325	1200	1100	2100	2100	1700	1600	900	1000	1400	1500	2000	1600	1100	900	2000	75	50					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10204	366	344	1076	1126	881	557	395	377	507	795	918	701	565	401	1106	48	41					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1044	68	147	78	57	41	59	40	78	17	61	69	131	60	68	70	0	0					
6	Число погашенных бюллетеней	11077	766	609	946	917	778	984	465	545	876	644	1013	768	475	431	824	27	9					
7	Число бюллетеней в переносных ящиках для голосования	1044	68	147	78	57	41	59	40	78	17	61	69	131	60	68	70	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10202	366	344	1076	1126	881	557	395	377	507	795	918	701	564	401	1105	48	41					
9	Число недействительных бюллетеней	171	8	4	8	17	9	10	10	7	11	12	21	14	16	8	15	1	0					
10	Число действительных бюллетеней	11075	426	487	1146	1166	913	606	425	448	513	844	966	818	608	461	1160	47	41					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	240	10	10	20	25	20	20	10	10	14	15	23	18	15	10	20	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	192	5	9	20	20	20	18	6	8	11	13	22	18	11	3	8	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	157	8	4	3	5	5	1	5	4	1	3	8	4	5	5	7	48	41					
14	Число погашенных открепительных удостоверений	48	5	1	0	5	0	2	4	2	3	2	1	0	4	7	12	0	0					
15	Число открепительных удостоверений выданных ТИК	4	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	101	1	4	11	6	14	9	9	9	1	4	9	6	2	3	12	0	1					
		0.89%	0.23%	0.81%	0.95%	0.50%	1.51%	1.46%	2.06%	1.97%	0.19%	0.46%	0.91%	0.72%	0.32%	0.63%	1.02%	0.0%	2.43%					
