Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Северобайкальская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525					
1	"Число избирателей, внесенных в списки"	19134	1589	1746	1561	1678	1722	1684	1645	1779	1520	1709	1509	992					
2	"Число бюллетеней, полученных участковыми комиссиями"	17000	1500	1600	1400	1500	1500	1500	1500	1500	1300	1400	1400	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9947	900	989	887	909	964	796	745	850	675	886	760	586					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	220	20	26	19	32	12	19	9	11	15	28	21	8					
6	Число погашенных бюллетеней	6833	580	585	494	559	524	685	746	639	610	486	619	306					
7	Число бюллетеней в переносных ящиках для голосования	220	20	26	19	32	12	19	9	11	15	28	21	8					
8	Число бюллетеней в стационарных ящиках для голосования	9906	900	989	881	909	964	796	754	850	633	886	760	584					
9	Число недействительных бюллетеней	111	3	8	4	8	5	14	8	10	18	11	17	5					
10	Число действительных бюллетеней	10015	917	1007	896	933	971	801	755	851	630	903	764	587					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	297	35	15	15	55	35	5	42	5	5	25	5	55					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	6	2	6	7	7	1	1	3	1	3	4	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	6	1	8	0	1	1	2	4	0	1	1	1					
14	Число погашенных открепительных удостоверений	251	29	13	9	48	28	4	41	2	4	22	1	50					
15	Число открепительных удостоверений выданных ТИК	3	0	1	0	0	0	0	1	0	0	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	159	5	19	17	15	16	14	14	11	11	16	10	11					
		1.57%	0.54%	1.87%	1.88%	1.59%	1.63%	1.71%	1.83%	1.27%	1.69%	1.75%	1.28%	1.85%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	407	51	42	36	47	53	16	24	23	26	46	16	27					
		4.01%	5.54%	4.13%	4.0%	4.99%	5.43%	1.96%	3.14%	2.67%	4.01%	5.03%	2.04%	4.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	313	25	36	21	34	30	19	17	38	20	31	25	17					
		3.09%	2.71%	3.54%	2.33%	3.61%	3.07%	2.33%	2.22%	4.41%	3.08%	3.39%	3.20%	2.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	466	45	47	57	57	46	32	28	16	30	41	47	20					
		4.60%	4.89%	4.63%	6.33%	6.05%	4.71%	3.92%	3.66%	1.85%	4.62%	4.48%	6.01%	3.37%					
22	"5. ""За Русь Святую"""	69	9	7	5	5	2	8	6	1	16	7	3	0					
		0.68%	0.97%	0.68%	0.55%	0.53%	0.20%	0.98%	0.78%	0.11%	2.46%	0.76%	0.38%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	28	0	5	1	3	0	2	2	4	2	4	0	5					
		0.27%	0.0%	0.49%	0.11%	0.31%	0.0%	0.24%	0.26%	0.46%	0.30%	0.43%	0.0%	0.84%					
24	"7. ""Новый курс - Автомобильная Россия"""	65	8	4	9	5	6	2	3	6	3	11	4	4					
		0.64%	0.86%	0.39%	1.0%	0.53%	0.61%	0.24%	0.39%	0.69%	0.46%	1.20%	0.51%	0.67%					
25	"8. ""Народно-республиканская партия России"""	22	1	0	2	2	2	1	8	1	0	2	2	1					
		0.21%	0.10%	0.0%	0.22%	0.21%	0.20%	0.12%	1.04%	0.11%	0.0%	0.21%	0.25%	0.16%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	4	3	2	2	5	1	2	4	5	4	4	0					
