Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
Наименование Избирательной комиссии:    Воротынская																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586					
1	"Число избирателей, внесенных в списки"	15713	904	795	1582	1360	603	957	147	138	454	221	89	144	90	381	464	391	376	161	103	57	144	1162	43	82	315	219	365	397	429	554	512	238	1075	425	79	56	201					
2	"Число бюллетеней, полученных участковыми комиссиями"	15479	850	780	1410	1009	560	910	150	170	480	230	100	140	90	380	500	450	420	190	110	70	130	1200	40	80	300	250	380	400	450	560	520	250	1090	480	90	60	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8067	455	388	726	689	281	486	120	91	280	155	57	72	72	176	164	253	224	110	72	50	88	530	39	49	133	108	170	190	204	298	266	134	532	178	50	49	128					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	876	18	19	17	26	15	121	0	17	20	12	0	17	13	45	77	26	8	13	0	0	14	76	0	0	2	10	53	43	31	35	6	17	17	76	14	0	18					
6	Число погашенных бюллетеней	6536	377	373	667	294	264	303	30	62	180	63	43	51	5	159	259	171	188	67	38	20	28	594	1	31	165	132	157	167	215	227	248	99	541	226	26	11	54					
7	Число бюллетеней в переносных ящиках для голосования	876	18	19	17	26	15	121	0	17	20	12	0	17	13	45	77	26	8	13	0	0	14	76	0	0	2	10	53	43	31	35	6	17	17	76	14	0	18					
8	Число бюллетеней в стационарных ящиках для голосования	8064	455	388	726	689	281	486	120	91	280	155	57	72	72	176	164	253	224	110	72	50	88	529	39	49	133	108	170	190	204	298	266	134	532	176	50	49	128					
9	Число недействительных бюллетеней	202	6	7	6	8	4	17	0	11	17	3	1	1	4	5	5	4	7	4	1	1	3	14	7	0	5	5	4	9	10	9	0	2	8	0	2	7	5					
10	Число действительных бюллетеней	8738	467	400	737	707	292	590	120	97	283	164	56	88	81	216	236	275	225	119	71	49	99	591	32	49	130	113	219	224	225	324	272	149	541	252	62	42	141					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	130	10	10	10	10	10	4	2	2	5	2	2	2	2	2	4	2	4	2	1	2	2	4	1	1	3	2	2	2	3	4	2	2	6	4	1	1	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	59	5	5	8	10	5	2	0	0	3	0	0	0	2	0	2	0	3	0	0	0	0	3	0	0	2	0	2	0	0	1	0	1	3	1	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	50	2	2	4	0	3	1	0	1	4	0	1	3	1	3	2	1	0	1	1	0	0	2	1	1	2	1	0	1	1	3	1	1	4	0	2	0	0					
14	Число погашенных открепительных удостоверений	71	5	5	2	0	5	2	2	2	2	2	2	2	0	2	2	2	1	2	1	2	2	1	1	1	1	2	0	2	3	3	2	1	3	3	1	1	1					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																												
18	"1. ""ЕДИНЕНИЕ"""	127	1	5	10	13	4	6	3	3	3	4	2	1	0	4	8	2	7	0	2	1	1	3	1	2	3	2	4	6	0	7	3	1	10	5	0	0	0					
		1.42%	0.21%	1.22%	1.34%	1.81%	1.35%	0.98%	2.5%	2.77%	1.0%	2.39%	3.50%	1.12%	0.0%	1.80%	3.31%	0.71%	3.01%	0.0%	2.77%	2.0%	0.98%	0.49%	2.56%	4.08%	2.22%	1.69%	1.79%	2.57%	0.0%	2.10%	1.10%	0.66%	1.82%	1.98%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	347	30	15	33	26	10	17	2	7	22	7	3	1	2	11	4	17	11	1	9	1	11	5	1	0	5	7	5	9	5	12	6	6	11	11	5	10	9					
		3.88%	6.34%	3.68%	4.44%	3.63%	3.37%	2.80%	1.66%	6.48%	7.33%	4.19%	5.26%	1.12%	2.35%	4.97%	1.65%	6.09%	4.74%	0.81%	12.5%	2.0%	10.78%	0.82%	2.56%	0.0%	3.70%	5.93%	2.24%	3.86%	2.12%	3.60%	2.20%	3.97%	2.00%	4.36%	7.81%	20.40%	6.16%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	257	6	8	17	20	5	18	3	3	7	4	20	4	0	6	9	14	7	7	0	1	5	10	1	2	1	2	5	6	3	15	23	2	13	6	2	0	2					
		2.87%	1.26%	1.96%	2.28%	2.79%	1.68%	2.96%	2.5%	2.77%	2.33%	2.39%	35.08%	4.49%	0.0%	2.71%	3.73%	5.01%	3.01%	5.69%	0.0%	2.0%	4.90%	1.65%	2.56%	4.08%	0.74%	1.69%	2.24%	2.57%	1.27%	4.50%	8.45%	1.32%	2.36%	2.38%	3.12%	0.0%	1.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	103	4	4	13	10	4	6	0	3	3	3	0	3	1	4	5	3	3	1	0	0	1	0	0	1	2	0	4	5	1	1	2	0	10	2	0	0	4					
		1.15%	0.84%	0.98%	1.74%	1.39%	1.35%	0.98%	0.0%	2.77%	1.0%	1.79%	0.0%	3.37%	1.17%	1.80%	2.07%	1.07%	1.29%	0.81%	0.0%	0.0%	0.98%	0.0%	0.0%	2.04%	1.48%	0.0%	1.79%	2.14%	0.42%	0.30%	0.73%	0.0%	1.82%	0.79%	0.0%	0.0%	2.73%					
22	"5. ""За Русь Святую"""	91	0	0	7	8	6	3	0	1	2	1	0	0	0	2	4	8	3	0	1	4	2	8	0	0	0	3	6	7	4	1	1	0	4	2	2	0	1					
		1.01%	0.0%	0.0%	0.94%	1.11%	2.02%	0.49%	0.0%	0.92%	0.66%	0.59%	0.0%	0.0%	0.0%	0.90%	1.65%	2.86%	1.29%	0.0%	1.38%	8.0%	1.96%	1.32%	0.0%	0.0%	0.0%	2.54%	2.69%	3.00%	1.70%	0.30%	0.36%	0.0%	0.72%	0.79%	3.12%	0.0%	0.68%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	1	2	0	1	7	0	1	2	1	0	0	0	0	1	0	1	1	0	0	0	7	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1					
		0.33%	0.0%	0.24%	0.26%	0.0%	0.33%	1.15%	0.0%	0.92%	0.66%	0.59%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.43%	0.81%	0.0%	0.0%	0.0%	1.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.36%	0.66%	0.0%	0.0%	0.0%	0.0%	0.68%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	1	1	3	2	3	2	0	1	1	2	0	1	0	1	1	1	0	0	0	0	1	3	0	0	3	0	1	2	0	0	0	0	2	1	0	0	1					
		0.38%	0.21%	0.24%	0.40%	0.27%	1.01%	0.32%	0.0%	0.92%	0.33%	1.19%	0.0%	1.12%	0.0%	0.45%	0.41%	0.35%	0.0%	0.0%	0.0%	0.0%	0.98%	0.49%	0.0%	0.0%	2.22%	0.0%	0.44%	0.85%	0.0%	0.0%	0.0%	0.0%	0.36%	0.39%	0.0%	0.0%	0.68%					
25	"8. ""Народно-республиканская партия России"""	22	0	0	1	1	1	1	0	0	1	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	1	0	2	0	0	0					
		0.24%	0.0%	0.0%	0.13%	0.13%	0.33%	0.16%	0.0%	0.0%	0.33%	0.0%	0.0%	1.12%	0.0%	3.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.85%	0.30%	0.73%	0.66%	0.0%	0.79%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	15	0	1	1	2	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0					
		0.16%	0.0%	0.24%	0.13%	0.27%	0.0%	0.16%	0.0%	0.92%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%	0.41%	0.35%	0.43%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	555	7	21	16	20	8	36	6	16	26	35	2	4	2	27	6	7	18	12	5	1	16	18	2	3	16	19	24	21	13	18	22	14	37	45	3	5	4					
		6.20%	1.47%	5.15%	2.15%	2.79%	2.70%	5.93%	5.0%	14.81%	8.66%	20.95%	3.50%	4.49%	2.35%	12.21%	2.48%	2.50%	7.75%	9.75%	6.94%	2.0%	15.68%	2.97%	5.12%	6.12%	11.85%	16.10%	10.76%	9.01%	5.53%	5.40%	8.08%	9.27%	6.73%	17.85%	4.68%	10.20%	2.73%					
28	"11. ""Истинные патриоты России"""	8	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0					
		0.08%	0.21%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.18%	0.0%	0.0%	2.04%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	98	2	6	4	8	1	7	0	2	3	0	0	1	0	2	3	10	8	0	0	0	1	5	0	0	1	2	3	2	0	4	2	1	13	2	1	0	4					
		1.09%	0.42%	1.47%	0.53%	1.11%	0.33%	1.15%	0.0%	1.85%	1.0%	0.0%	0.0%	1.12%	0.0%	0.90%	1.24%	3.58%	3.44%	0.0%	0.0%	0.0%	0.98%	0.82%	0.0%	0.0%	0.74%	1.69%	1.34%	0.85%	0.0%	1.20%	0.73%	0.66%	2.36%	0.79%	1.56%	0.0%	2.73%					
30	"13. ""Демократическая партия России"""	28	2	0	3	0	3	2	0	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	1	2	0	0	3	3	0	0	0					
		0.31%	0.42%	0.0%	0.40%	0.0%	1.01%	0.32%	0.0%	2.77%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.43%	1.62%	0.0%	0.0%	0.0%	0.0%	2.56%	0.0%	0.0%	0.84%	0.0%	0.0%	0.42%	0.60%	0.0%	0.0%	0.54%	1.19%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	1	2	2	2	0	5	0	1	0	0	1	0	1	1	1	2	0	1	1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0					
		0.30%	0.21%	0.49%	0.26%	0.27%	0.0%	0.82%	0.0%	0.92%	0.0%	0.0%	1.75%	0.0%	1.17%	0.45%	0.41%	0.71%	0.0%	0.81%	1.38%	0.0%	0.0%	0.0%	2.56%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	25	1	1	1	2	2	0	0	0	1	0	1	1	1	1	1	0	0	7	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0					
		0.27%	0.21%	0.24%	0.13%	0.27%	0.67%	0.0%	0.0%	0.0%	0.33%	0.0%	1.75%	1.12%	1.17%	0.45%	0.41%	0.0%	0.0%	5.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.66%	0.0%	0.39%	1.56%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	502	61	29	53	53	18	32	5	9	19	5	4	8	3	6	15	7	7	14	7	1	1	19	0	1	13	1	10	13	6	4	15	4	27	17	4	3	8					
		5.61%	12.89%	7.12%	7.13%	7.41%	6.08%	5.27%	4.16%	8.33%	6.33%	2.99%	7.01%	8.98%	3.52%	2.71%	6.22%	2.50%	3.01%	11.38%	9.72%	2.0%	0.98%	3.14%	0.0%	2.04%	9.62%	0.84%	4.48%	5.57%	2.55%	1.20%	5.51%	2.64%	4.91%	6.74%	6.25%	6.12%	5.47%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	32	1	0	0	4	0	4	0	0	2	0	0	1	0	2	1	0	0	0	1	0	0	4	1	0	1	0	1	1	0	1	1	0	1	2	3	0	0					
		0.35%	0.21%	0.0%	0.0%	0.55%	0.0%	0.65%	0.0%	0.0%	0.66%	0.0%	0.0%	1.12%	0.0%	0.90%	0.41%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%	0.66%	2.56%	0.0%	0.74%	0.0%	0.44%	0.42%	0.0%	0.30%	0.36%	0.0%	0.18%	0.79%	4.68%	0.0%	0.0%					
35	"18. ""ЛДПР"""	1198	72	69	127	133	50	67	44	7	38	14	0	9	14	30	20	43	34	16	6	15	11	42	1	4	23	13	28	32	21	40	41	16	68	27	10	1	12					
		13.40%	15.22%	16.95%	17.09%	18.60%	16.89%	11.03%	36.66%	6.48%	12.66%	8.38%	0.0%	10.11%	16.47%	13.57%	8.29%	15.41%	14.65%	13.00%	8.33%	30.0%	10.78%	6.94%	2.56%	8.16%	17.03%	11.01%	12.55%	13.73%	8.93%	12.01%	15.07%	10.59%	12.38%	10.71%	15.62%	2.04%	8.21%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	282	11	15	16	35	9	21	1	2	8	0	1	8	2	9	9	12	5	6	1	0	5	14	0	7	5	2	8	6	5	5	17	1	21	6	2	4	3					
		3.15%	2.32%	3.68%	2.15%	4.89%	3.04%	3.45%	0.83%	1.85%	2.66%	0.0%	1.75%	8.98%	2.35%	4.07%	3.73%	4.30%	2.15%	4.87%	1.38%	0.0%	4.90%	2.31%	0.0%	14.28%	3.70%	1.69%	3.58%	2.57%	2.12%	1.50%	6.24%	0.66%	3.82%	2.38%	3.12%	8.16%	2.05%					
37	"20. ""Политическая партия ""Единая Россия"""	2924	182	101	252	228	94	280	26	23	93	68	14	31	24	58	92	58	48	35	20	17	30	198	13	22	33	41	82	91	78	171	84	9	188	71	14	10	45					
		32.70%	38.47%	24.81%	33.91%	31.88%	31.75%	46.12%	21.66%	21.29%	31.0%	40.71%	24.56%	34.83%	28.23%	26.24%	38.17%	20.78%	20.68%	28.45%	27.77%	34.0%	29.41%	32.72%	33.33%	44.89%	24.44%	34.74%	36.77%	39.05%	33.19%	51.35%	30.88%	5.96%	34.24%	28.17%	21.87%	20.40%	30.82%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	0	1	1	2	0	2	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	2	0	0	0					
