Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    район Солнцево																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №3282					
1	"Число избирателей, внесенных в списки избирателей"	62804	1739	2011	1946	2455	1670	2361	2405	2362	2227	1801	2437	2667	2642	2224	2722	2597	2563	2731	2612	2442	2423	2392	2693	1826	1648	2490	2435	283					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50900	1400	1700	1600	2000	1300	2000	2000	2000	1800	1300	2000	2100	2100	1800	2200	2100	2000	2200	2100	2000	2000	2000	2200	1400	1300	2000	2000	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31579	664	992	985	1225	848	1163	1073	1131	1093	1083	1184	1303	1262	1130	1368	1233	1293	1409	1337	1224	1175	1341	1434	1014	1031	1164	1158	262					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	831	48	24	16	28	38	33	18	48	21	38	40	44	48	12	17	24	85	15	16	21	18	20	14	28	11	46	39	21					
6	Число погашенных избирательных бюллетеней	18490	688	684	599	747	414	804	909	821	686	179	776	753	790	658	815	843	622	776	747	755	807	639	752	358	258	790	803	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	831	48	24	16	28	38	33	18	48	21	38	40	44	48	12	17	24	85	15	16	21	18	20	14	28	11	46	39	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31523	663	989	985	1225	847	1160	1073	1131	1091	1078	1184	1303	1254	1128	1367	1232	1293	1400	1337	1217	1174	1341	1429	1010	1031	1162	1158	261					
9	Число недействительных избирательных бюллетеней	444	3	18	19	18	11	17	13	11	14	4	0	0	26	19	27	20	12	16	19	21	24	28	23	10	10	28	23	10					
10	Число действительных избирательных бюллетеней	31910	708	995	982	1235	874	1176	1078	1168	1098	1112	1224	1347	1276	1121	1357	1236	1366	1399	1334	1217	1168	1333	1420	1028	1032	1180	1174	272					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1380	50	45	35	40	35	60	40	60	35	65	40	45	65	60	65	45	60	65	45	60	60	60	65	30	30	60	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1093	40	34	26	30	29	52	29	48	30	43	31	30	43	50	50	36	60	63	32	49	47	48	53	28	27	44	41	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	988	50	24	18	42	24	53	8	32	33	74	23	33	32	48	16	48	77	28	22	22	33	27	28	16	39	46	20	72					
14	Число погашенных неиспользованных открепительных удостоверений	287	10	11	9	10	6	8	11	12	5	22	9	15	22	10	15	9	0	2	13	11	13	12	12	2	3	16	19	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	189	4	4	1	6	2	16	6	5	7	7	10	10	8	7	12	7	5	10	9	13	10	0	4	11	5	6	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	983	17	35	24	63	29	46	28	30	29	26	29	41	34	34	58	34	24	37	54	43	36	44	51	27	22	35	49	4					
		3.04%	2.39%	3.46%	2.40%	5.03%	3.28%	3.86%	2.57%	2.54%	2.61%	2.33%	2.37%	3.04%	2.61%	2.98%	4.19%	2.71%	1.74%	2.61%	3.99%	3.47%	3.02%	3.23%	3.53%	2.60%	2.11%	2.90%	4.09%	1.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	617	20	26	24	23	26	30	24	15	19	20	22	12	26	23	29	27	24	24	21	24	24	24	21	18	19	28	19	5					
		1.91%	2.81%	2.57%	2.40%	1.84%	2.94%	2.51%	2.20%	1.27%	1.71%	1.79%	1.80%	0.89%	1.99%	2.02%	2.10%	2.15%	1.74%	1.70%	1.55%	1.94%	2.01%	1.76%	1.46%	1.73%	1.82%	2.32%	1.59%	1.77%					
20	3.Политическая партия «Демократическая партия России»	71	1	6	4	2	1	1	2	1	2	4	0	3	1	1	0	3	4	3	2	1	5	3	3	2	3	6	6	1					
		0.22%	0.14%	0.59%	0.40%	0.16%	0.11%	0.08%	0.18%	0.08%	0.18%	0.36%	0.00%	0.22%	0.08%	0.09%	0.00%	0.24%	0.29%	0.21%	0.15%	0.08%	0.42%	0.22%	0.21%	0.19%	0.29%	0.50%	0.50%	0.35%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3780	82	148	95	109	127	148	111	164	108	119	139	143	147	123	194	126	166	124	165	176	149	152	149	101	145	159	186	25					
		11.68%	11.53%	14.61%	9.49%	8.70%	14.35%	12.41%	10.17%	13.91%	9.71%	10.66%	11.36%	10.62%	11.29%	10.79%	14.02%	10.03%	12.05%	8.76%	12.20%	14.22%	12.50%	11.17%	10.33%	9.73%	13.92%	13.16%	15.54%	8.87%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	457	10	16	12	19	21	15	16	13	12	12	26	32	13	20	24	21	18	25	9	20	15	13	11	12	11	12	25	4					
		1.41%	1.41%	1.58%	1.20%	1.52%	2.37%	1.26%	1.47%	1.10%	1.08%	1.08%	2.12%	2.38%	0.99%	1.75%	1.73%	1.67%	1.31%	1.77%	0.67%	1.62%	1.26%	0.96%	0.76%	1.16%	1.06%	0.99%	2.09%	1.42%					
23	6.Политическая партия «Партия социальной справедливости»	106	3	2	2	2	3	3	2	5	5	4	4	3	0	4	9	2	9	5	6	3	3	5	5	0	5	6	4	2					
		0.33%	0.42%	0.20%	0.20%	0.16%	0.34%	0.25%	0.18%	0.42%	0.45%	0.36%	0.33%	0.22%	0.00%	0.35%	0.65%	0.16%	0.65%	0.35%	0.44%	0.24%	0.25%	0.37%	0.35%	0.00%	0.48%	0.50%	0.33%	0.71%					
24	7.Политическая партия «Либерально-демократическая партия России»	2806	31	75	95	136	86	85	140	107	89	88	94	85	109	117	115	126	99	130	126	98	101	106	159	118	77	90	92	32					
		8.67%	4.36%	7.40%	9.49%	10.85%	9.72%	7.12%	12.83%	9.08%	8.00%	7.89%	7.68%	6.31%	8.37%	10.26%	8.31%	10.03%	7.18%	9.19%	9.31%	7.92%	8.47%	7.79%	11.02%	11.37%	7.39%	7.45%	7.69%	11.35%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2546	48	86	101	82	70	103	86	94	83	116	97	116	109	89	32	97	82	128	115	104	113	96	115	84	97	82	96	25					
		7.87%	6.75%	8.49%	10.09%	6.54%	7.91%	8.63%	7.88%	7.97%	7.46%	10.39%	7.92%	8.61%	8.37%	7.81%	2.31%	7.72%	5.95%	9.05%	8.50%	8.40%	9.48%	7.05%	7.97%	8.09%	9.31%	6.79%	8.02%	8.87%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	394	8	16	12	21	10	20	7	11	7	14	17	13	7	14	16	12	20	28	13	18	12	16	24	11	13	18	14	2					
		1.22%	1.13%	1.58%	1.20%	1.68%	1.13%	1.68%	0.64%	0.93%	0.63%	1.25%	1.39%	0.97%	0.54%	1.23%	1.16%	0.96%	1.45%	1.98%	0.96%	1.45%	1.01%	1.18%	1.66%	1.06%	1.25%	1.49%	1.17%	0.71%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18977	442	550	592	734	473	668	636	672	718	672	751	881	780	648	814	734	858	838	775	681	684	832	830	614	613	699	616	172					
		58.65%	62.17%	54.29%	59.14%	58.58%	53.45%	55.99%	58.30%	56.99%	64.57%	60.22%	61.36%	65.40%	59.91%	56.84%	58.82%	58.44%	62.26%	59.22%	57.28%	55.01%	57.38%	61.13%	57.52%	59.15%	58.83%	57.86%	51.46%	60.99%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1173	46	35	21	44	28	57	26	56	26	37	45	18	50	48	66	54	62	57	48	49	26	42	52	41	27	45	67	0					
		3.63%	6.47%	3.46%	2.10%	3.51%	3.16%	4.78%	2.38%	4.75%	2.34%	3.32%	3.68%	1.34%	3.84%	4.21%	4.77%	4.30%	4.50%	4.03%	3.55%	3.96%	2.18%	3.09%	3.60%	3.95%	2.59%	3.73%	5.60%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
