Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Район Бирюлево Восточное																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601					
1	"Число избирателей, внесенных в списки"	83510	2211	2404	2179	2067	2187	2157	2060	2526	2470	2135	1674	1642	1651	2346	2557	1970	2142	2122	2724	2199	1210	2374	2845	2111	2447	2356	2071	1828	2238	2803	1769	2168	1739	2844	2557	2799	1002	2926					
2	"Число бюллетеней, полученных участковыми комиссиями"	76950	2000	2200	2000	1900	2000	2000	1900	2300	2250	2000	1550	1550	1500	2100	2400	1800	2000	2000	2500	2000	1150	2150	2600	1900	2300	2200	1900	1700	2000	2500	1700	2000	1600	2700	2300	2600	1000	2700					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	44131	1205	1431	1188	946	1190	1120	1122	1376	1356	1139	772	801	1002	1269	1491	1071	952	1121	1418	1038	562	1299	1668	1167	1318	1188	968	940	1131	1468	902	1198	952	1545	1315	1427	642	1433					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1354	35	32	47	33	32	33	28	54	43	44	30	30	16	37	32	27	36	51	43	40	36	45	48	26	29	20	27	15	29	41	44	47	28	45	26	42	52	31					
6	Число погашенных бюллетеней	31458	760	737	765	921	778	847	750	870	851	817	748	719	482	794	872	702	1012	828	1039	922	552	806	884	707	953	992	905	745	840	991	754	755	620	1110	959	1131	306	1234					
7	Число бюллетеней в переносных ящиках для голосования	1354	35	32	47	33	32	33	28	54	43	44	30	30	16	37	32	27	36	51	43	40	36	45	48	26	29	20	27	15	29	41	44	47	28	45	26	42	52	31					
8	Число бюллетеней в стационарных ящиках для голосования	43923	1205	1399	1188	946	1186	1111	1121	1376	1356	1115	768	800	1001	1266	1491	1065	952	1114	1409	1038	562	1297	1668	1167	1289	1188	968	939	1116	1468	902	1191	952	1496	1315	1425	642	1431					
9	Число недействительных бюллетеней	794	58	32	18	15	14	27	34	16	32	11	14	6	15	9	15	19	13	26	27	19	6	60	21	18	15	26	8	26	20	17	24	13	11	23	21	27	7	31					
10	Число действительных бюллетеней	44483	1182	1399	1217	964	1204	1117	1115	1414	1367	1148	784	824	1002	1294	1508	1073	975	1139	1425	1059	592	1282	1695	1175	1303	1182	987	928	1125	1492	922	1225	969	1518	1320	1440	687	1431					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1545	45	45	35	35	35	35	35	45	45	35	30	30	30	40	45	30	40	40	45	35	30	35	60	40	45	45	40	30	45	45	35	40	35	65	45	50	40	65					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	947	23	15	14	17	20	7	22	28	32	16	10	19	24	33	28	21	20	23	21	19	18	33	40	23	31	23	25	15	27	33	23	20	24	50	24	29	40	57					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	563	5	14	10	8	15	12	12	12	10	23	15	7	12	19	10	14	28	8	9	8	22	21	20	13	20	4	10	14	13	32	12	9	7	22	11	36	10	36					
14	Число погашенных открепительных удостоверений	598	22	30	21	18	15	28	13	17	13	19	20	11	6	7	17	9	20	17	24	16	12	2	20	17	14	22	15	15	18	12	12	20	11	15	21	21	0	8					
15	Число открепительных удостоверений выданных ТИК	123	0	3	5	2	2	2	0	1	0	7	7	2	6	3	1	3	1	4	2	3	2	0	8	7	4	3	1	2	2	7	3	3	2	11	0	3	0	11					
16	Число утраченных бюллетеней	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	359	12	4	9	15	11	24	8	7	9	10	8	4	14	14	9	8	8	3	9	8	8	9	13	12	7	8	11	9	15	11	6	3	14	7	9	8	3	12					
		0.79%	0.96%	0.27%	0.72%	1.53%	0.90%	2.09%	0.69%	0.48%	0.64%	0.86%	1.00%	0.48%	1.37%	1.07%	0.59%	0.73%	0.80%	0.25%	0.61%	0.74%	1.33%	0.67%	0.75%	1.00%	0.53%	0.66%	1.10%	0.94%	1.31%	0.72%	0.63%	0.24%	1.42%	0.45%	0.67%	0.54%	0.43%	0.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2075	66	62	71	54	83	45	41	59	54	63	50	22	36	58	71	53	48	44	51	87	26	56	75	48	82	74	42	29	53	77	47	53	32	74	44	77	22	46					
		4.58%	5.32%	4.33%	5.74%	5.51%	6.81%	3.93%	3.56%	4.12%	3.85%	5.43%	6.26%	2.65%	3.53%	4.45%	4.66%	4.85%	4.85%	3.77%	3.51%	8.07%	4.34%	4.17%	4.37%	4.02%	6.22%	6.12%	4.22%	3.03%	4.62%	5.10%	4.96%	4.28%	3.26%	4.80%	3.28%	5.24%	3.17%	3.14%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1026	25	36	28	13	45	22	33	39	41	36	9	24	19	19	35	14	21	23	41	27	12	32	39	30	43	25	13	15	23	36	24	32	24	28	23	31	4	42					
		2.26%	2.01%	2.51%	2.26%	1.32%	3.69%	1.92%	2.87%	2.72%	2.93%	3.10%	1.12%	2.89%	1.86%	1.45%	2.29%	1.28%	2.12%	1.97%	2.82%	2.50%	2.00%	2.38%	2.27%	2.51%	3.26%	2.06%	1.30%	1.57%	2.00%	2.38%	2.53%	2.58%	2.44%	1.81%	1.71%	2.11%	0.57%	2.87%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3167	79	125	120	65	92	74	76	104	131	97	51	81	69	97	132	113	58	82	84	68	34	95	104	64	87	82	62	46	70	107	75	99	70	113	69	55	38	99					
		6.99%	6.37%	8.73%	9.71%	6.63%	7.55%	6.46%	6.61%	7.27%	9.36%	8.36%	6.39%	9.75%	6.78%	7.44%	8.66%	10.34%	5.87%	7.03%	5.78%	6.30%	5.68%	7.07%	6.06%	5.36%	6.60%	6.78%	6.23%	4.82%	6.11%	7.09%	7.92%	7.99%	7.14%	7.33%	5.14%	3.74%	5.47%	6.77%					
22	"5. ""За Русь Святую"""	243	5	8	5	6	5	8	4	12	5	5	6	5	5	4	6	5	5	3	9	10	3	4	10	6	9	8	2	4	10	5	6	9	6	14	5	13	4	4					
		0.53%	0.40%	0.55%	0.40%	0.61%	0.41%	0.69%	0.34%	0.83%	0.35%	0.43%	0.75%	0.60%	0.49%	0.30%	0.39%	0.45%	0.50%	0.25%	0.61%	0.92%	0.50%	0.29%	0.58%	0.50%	0.68%	0.66%	0.20%	0.41%	0.87%	0.33%	0.63%	0.72%	0.61%	0.90%	0.37%	0.88%	0.57%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	90	1	4	1	1	5	2	1	0	1	1	2	3	2	2	1	3	4	1	4	3	2	4	3	2	1	1	1	1	1	4	5	3	1	5	2	6	5	1					
		0.19%	0.08%	0.27%	0.08%	0.10%	0.41%	0.17%	0.08%	0.0%	0.07%	0.08%	0.25%	0.36%	0.19%	0.15%	0.06%	0.27%	0.40%	0.08%	0.27%	0.27%	0.33%	0.29%	0.17%	0.16%	0.07%	0.08%	0.10%	0.10%	0.08%	0.26%	0.52%	0.24%	0.10%	0.32%	0.14%	0.40%	0.72%	0.06%					
24	"7. ""Новый курс - Автомобильная Россия"""	813	29	31	21	10	20	20	29	13	20	26	8	10	24	16	20	19	16	23	25	23	12	23	28	18	31	23	19	16	33	38	12	21	11	22	32	30	15	26					
		1.79%	2.33%	2.16%	1.70%	1.02%	1.64%	1.74%	2.52%	0.90%	1.42%	2.24%	1.00%	1.20%	2.35%	1.22%	1.31%	1.73%	1.61%	1.97%	1.72%	2.13%	2.00%	1.71%	1.63%	1.50%	2.35%	1.90%	1.90%	1.67%	2.88%	2.51%	1.26%	1.69%	1.12%	1.42%	2.38%	2.04%	2.16%	1.77%					
