Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Острогожская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654					
1	"Число избирателей, внесенных в список избирателей"	46651	160	321	1628	1900	1762	1962	1933	1024	1041	2302	2093	2122	1802	1856	1671	1810	496	275	283	517	483	333	534	821	251	160	704	121	752	681	783	742	319	87	453	298	399	317	386	360	769	571	1685	1659	496	565	178	777	686	574	643	231	1315	560					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45980	200	300	1650	1900	1750	1850	2000	1000	1000	2350	2100	2000	1800	1900	1650	1600	450	250	280	500	450	300	500	850	250	150	720	130	800	650	800	750	310	90	400	300	400	300	350	350	800	550	1700	1650	450	550	170	750	700	550	600	230	1350	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	28733	69	190	941	1112	918	995	1236	704	743	1369	1143	1187	1064	949	996	1160	370	170	236	328	327	231	414	637	193	94	491	63	526	427	574	474	208	77	231	212	286	227	254	183	410	404	960	1093	392	349	112	430	489	308	373	172	875	357					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5397	91	38	164	140	113	194	63	73	47	17	167	120	191	119	85	66	63	51	39	99	94	48	39	95	34	21	84	43	86	98	106	105	39	4	93	27	50	39	49	123	157	102	390	400	52	102	36	102	122	122	145	41	285	124					
6	Число погашенных избирательных бюллетеней	11850	40	72	545	648	719	661	701	223	210	964	790	693	545	832	569	374	17	29	5	73	29	21	47	118	23	35	145	24	188	125	120	171	63	9	76	61	64	34	47	44	233	44	350	157	6	99	22	218	89	120	82	17	190	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5397	91	38	164	140	113	194	63	73	47	17	167	120	191	119	85	66	63	51	39	99	94	48	39	95	34	21	84	43	86	98	106	105	39	4	93	27	50	39	49	123	157	102	390	400	52	102	36	102	122	122	145	41	285	124					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28728	69	190	941	1112	918	995	1235	704	743	1369	1143	1187	1064	949	996	1158	370	170	236	328	327	230	414	637	193	94	491	63	526	426	574	474	208	77	231	212	286	227	254	183	410	404	960	1093	392	349	112	430	489	308	373	172	875	357					
9	Число недействительных избирательных бюллетеней	635	8	0	7	17	37	152	0	13	5	25	20	27	95	18	26	19	10	1	0	52	14	2	5	1	0	0	3	5	6	0	2	7	0	0	3	1	9	0	1	2	2	1	2	5	0	0	4	5	0	10	0	2	9	2					
10	Число действительных избирательных бюллетеней	33490	152	228	1098	1235	994	1037	1298	764	785	1361	1290	1280	1160	1050	1055	1205	423	220	275	375	407	276	448	731	227	115	572	101	606	524	678	572	247	81	321	238	327	266	302	304	565	505	1348	1488	444	451	144	527	611	420	518	211	1151	479					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1161	0	2	40	40	50	37	54	37	43	67	56	40	35	32	32	30	20	10	5	11	10	10	10	25	5	7	17	5	35	13	25	17	10	5	5	15	25	7	5	5	15	55	30	30	10	10	5	11	11	20	10	10	22	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1117	0	2	32	40	45	37	54	34	43	63	56	40	32	32	32	30	20	10	5	11	10	10	10	25	3	7	13	5	35	13	23	17	4	3	5	15	25	7	5	5	15	55	30	30	9	10	5	11	11	16	10	10	22	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	781	38	12	12	11	16	50	15	17	17	16	36	80	15	20	44	213	1	6	2	4	2	0	9	2	0	5	5	0	5	17	8	10	1	2	1	3	4	4	6	2	3	7	5	6	1	3	2	4	9	8	5	4	8	5					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	8	0	5	0	0	3	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	2	0	6	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	0	0	0	1	1	1	5	0	2	6	0	1	1	2	2	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3924	9	43	166	253	164	220	263	106	129	244	242	226	108	223	98	184	20	32	37	30	8	27	11	18	9	10	56	7	41	51	74	70	28	4	21	29	48	31	34	26	51	7	50	31	12	55	14	83	16	65	16	49	33	42					
		11.50%	5.63%	18.86%	15.02%	20.21%	15.91%	18.50%	20.26%	13.64%	16.33%	17.60%	18.47%	17.29%	8.61%	20.88%	9.07%	15.03%	4.62%	14.48%	13.45%	7.03%	1.90%	9.71%	2.43%	2.46%	3.96%	8.70%	9.74%	6.60%	6.70%	9.73%	10.88%	12.09%	11.34%	4.94%	6.48%	12.13%	14.29%	11.65%	11.22%	8.50%	8.99%	1.38%	3.70%	2.08%	2.70%	12.20%	9.46%	15.60%	2.62%	15.12%	3.09%	23.00%	2.84%	8.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2084	5	32	100	127	118	85	13	114	60	68	171	112	114	119	75	131	16	12	10	24	6	30	0	15	3	16	45	7	21	22	32	11	5	2	10	20	34	11	42	9	7	2	7	24	4	7	10	36	0	57	4	9	37	33					
		6.11%	3.13%	14.04%	9.05%	10.14%	11.45%	7.15%	1.00%	14.67%	7.59%	4.91%	13.05%	8.57%	9.08%	11.14%	6.94%	10.70%	3.70%	5.43%	3.64%	5.62%	1.43%	10.79%	0.00%	2.05%	1.32%	13.91%	7.83%	6.60%	3.43%	4.20%	4.71%	1.90%	2.02%	2.47%	3.09%	8.37%	10.12%	4.14%	13.86%	2.94%	1.23%	0.40%	0.52%	1.61%	0.90%	1.55%	6.76%	6.77%	0.00%	13.26%	0.77%	4.23%	3.19%	6.86%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	173	3	2	2	8	9	11	3	11	2	24	10	7	5	8	8	8	1	1	1	0	1	0	4	3	0	3	0	0	2	4	2	1	0	0	0	1	4	1	1	1	2	0	2	2	1	1	0	2	0	3	0	0	3	5					
		0.51%	1.88%	0.88%	0.18%	0.64%	0.87%	0.93%	0.23%	1.42%	0.25%	1.73%	0.76%	0.54%	0.40%	0.75%	0.74%	0.65%	0.23%	0.45%	0.36%	0.00%	0.24%	0.00%	0.88%	0.41%	0.00%	2.61%	0.00%	0.00%	0.33%	0.76%	0.29%	0.17%	0.00%	0.00%	0.00%	0.42%	1.19%	0.38%	0.33%	0.33%	0.35%	0.00%	0.15%	0.13%	0.23%	0.22%	0.00%	0.38%	0.00%	0.70%	0.00%	0.00%	0.26%	1.04%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5403	22	49	182	256	275	219	339	134	174	361	297	299	161	265	150	226	15	36	14	49	12	43	42	40	11	21	68	13	125	92	83	113	4	3	7	28	56	15	34	25	86	85	208	215	26	23	22	64	15	85	23	45	52	96					
		15.83%	13.75%	21.49%	16.47%	20.45%	26.67%	18.42%	26.12%	17.25%	22.03%	26.05%	22.67%	22.88%	12.83%	24.81%	13.88%	18.46%	3.46%	16.29%	5.09%	11.48%	2.85%	15.47%	9.27%	5.46%	4.85%	18.26%	11.83%	12.26%	20.42%	17.56%	12.21%	19.52%	1.62%	3.70%	2.16%	11.72%	16.67%	5.64%	11.22%	8.17%	15.17%	16.80%	15.41%	14.40%	5.86%	5.10%	14.86%	12.03%	2.45%	19.77%	4.44%	21.13%	4.48%	19.96%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	289	2	5	8	9	18	15	7	13	11	19	16	11	14	28	12	30	6	1	1	0	3	2	2	5	1	2	2	0	1	0	2	5	0	0	2	3	4	1	1	1	3	2	1	2	1	1	0	1	0	4	0	2	7	2					
		0.85%	1.25%	2.19%	0.72%	0.72%	1.75%	1.26%	0.54%	1.67%	1.39%	1.37%	1.22%	0.84%	1.12%	2.62%	1.11%	2.45%	1.39%	0.45%	0.36%	0.00%	0.71%	0.72%	0.44%	0.68%	0.44%	1.74%	0.35%	0.00%	0.16%	0.00%	0.29%	0.86%	0.00%	0.00%	0.62%	1.26%	1.19%	0.38%	0.33%	0.33%	0.53%	0.40%	0.07%	0.13%	0.23%	0.22%	0.00%	0.19%	0.00%	0.93%	0.00%	0.94%	0.60%	0.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21525	110	97	633	579	408	486	673	384	403	633	552	615	755	402	710	618	364	138	212	271	377	172	389	649	203	63	401	74	415	355	485	369	210	72	281	155	181	207	190	242	414	407	1080	1210	400	361	98	340	580	205	475	106	1018	298					
