Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Каменская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354					
1	"Число избирателей, внесенных в список избирателей"	7599	1222	1313	313	330	382	508	624	652	399	444	517	340	411	144					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7000	1000	1100	300	300	350	500	600	600	400	450	500	350	400	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4835	878	777	183	222	275	280	467	451	207	221	308	184	280	102					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1149	57	131	23	29	40	120	96	96	114	146	111	98	71	17					
6	Число погашенных избирательных бюллетеней	1016	65	192	94	49	35	100	37	53	79	83	81	68	49	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1149	57	131	23	29	40	120	96	96	114	146	111	98	71	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4835	878	777	183	222	275	280	467	451	207	221	308	184	280	102					
9	Число недействительных избирательных бюллетеней	53	0	8	0	1	0	7	2	5	2	0	5	10	12	1					
10	Число действительных избирательных бюллетеней	5931	935	900	206	250	315	393	561	542	319	367	414	272	339	118					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	342	37	37	30	23	30	20	20	25	20	20	20	20	30	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	307	32	22	30	23	28	20	16	21	20	20	20	15	30	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	20	17	5	8	14	5	8	12	1	2	4	6	5	2					
14	Число погашенных неиспользованных открепительных удостоверений	35	5	15	0	0	2	0	4	4	0	0	0	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	58	7	9	12	2	0	0	18	0	0	0	0	1	9	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	355	73	71	10	19	21	20	11	32	17	19	19	16	19	8					
		5.93%	7.81%	7.82%	4.85%	7.57%	6.67%	5.00%	1.95%	5.85%	5.30%	5.18%	4.53%	5.67%	5.41%	6.72%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	380	60	84	16	21	14	16	28	34	19	19	19	20	28	2					
		6.35%	6.42%	9.25%	7.77%	8.37%	4.44%	4.00%	4.97%	6.22%	5.92%	5.18%	4.53%	7.09%	7.98%	1.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	30	10	0	0	1	2	3	7	0	1	5	0	1	0	0					
		0.50%	1.07%	0.00%	0.00%	0.40%	0.63%	0.75%	1.24%	0.00%	0.31%	1.36%	0.00%	0.35%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	523	115	73	18	19	26	37	64	42	27	28	41	10	10	13					
		8.74%	12.30%	8.04%	8.74%	7.57%	8.25%	9.25%	11.37%	7.68%	8.41%	7.63%	9.79%	3.55%	2.85%	10.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	10	0	1	2	3	4	4	4	4	9	4	4	4	0					
		0.89%	1.07%	0.00%	0.49%	0.80%	0.95%	1.00%	0.71%	0.73%	1.25%	2.45%	0.95%	1.42%	1.14%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4566	662	672	161	186	249	312	445	427	251	282	327	221	276	95					
		76.30%	70.80%	74.01%	78.16%	74.10%	79.05%	78.00%	79.04%	78.06%	78.19%	76.84%	78.04%	78.37%	78.63%	79.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	5	0	0	2	0	1	2	3	0	5	4	0	2	0					
		0.40%	0.53%	0.00%	0.00%	0.80%	0.00%	0.25%	0.36%	0.55%	0.00%	1.36%	0.95%	0.00%	0.57%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
