Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Нижнеингашская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747					
1	"Число избирателей, внесенных в список избирателей"	22862	315	2465	1172	311	456	147	177	2011	2244	1117	1217	158	858	536	508	624	343	104	123	207	72	604	278	119	1042	210	826	154	227	174	188	57	100	398	368	122	84	63	331	46	96	527	1132	93	458					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23042	324	2458	1197	339	476	145	186	2027	2166	1106	1200	222	859	533	514	626	351	114	123	210	68	600	270	117	1053	230	850	155	240	179	187	58	99	401	368	122	95	64	343	74	103	532	1137	99	422					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10623	176	1107	519	146	381	74	70	784	945	368	379	109	416	217	227	266	176	23	66	146	57	255	125	78	549	95	345	107	155	88	118	43	61	171	207	80	47	41	180	41	64	220	556	50	295					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1191	5	77	29	18	0	14	35	49	32	35	91	15	29	47	34	33	35	18	13	14	0	84	65	0	47	18	6	4	9	34	4	0	2	80	31	7	6	4	48	5	13	68	25	0	8					
6	Число погашенных избирательных бюллетеней	11228	143	1274	649	175	95	57	81	1194	1189	703	730	98	414	269	253	327	140	73	44	50	11	261	80	39	457	117	499	44	76	57	65	15	36	150	130	35	42	19	115	28	26	244	556	49	119					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1191	5	77	29	18	0	14	35	49	32	35	91	15	29	47	34	33	35	18	13	14	0	84	65	0	47	18	6	4	9	34	4	0	2	80	31	7	6	4	48	5	13	68	25	0	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10623	176	1107	519	146	381	74	70	784	945	368	379	109	416	217	227	266	176	23	66	146	57	255	125	78	549	95	345	107	155	88	118	43	61	171	207	80	47	41	180	41	64	220	556	50	295					
9	Число недействительных избирательных бюллетеней	202	2	22	6	3	8	2	5	14	15	2	8	4	3	3	7	5	8	0	0	0	2	11	4	3	16	0	6	0	5	0	0	0	0	2	6	5	0	1	3	0	0	2	10	0	9					
10	Число действительных избирательных бюллетеней	11612	179	1162	542	161	373	86	100	819	962	401	462	120	442	261	254	294	203	41	79	160	55	328	186	75	580	113	345	111	159	122	122	43	63	249	232	82	53	44	225	46	77	286	571	50	294					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	472	6	49	23	7	16	3	4	40	43	22	24	6	17	11	10	12	7	15	2	4	1	12	5	2	20	5	16	3	5	4	4	1	2	8	7	2	2	1	7	1	2	11	20	2	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	194	2	33	5	7	16	0	3	13	13	3	3	6	3	5	4	5	1	8	0	3	0	4	2	0	13	5	7	0	0	0	1	0	0	0	5	0	0	0	4	0	1	10	9	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	120	1	21	3	5	2	1	0	4	2	2	4	2	0	3	1	2	2	1	2	2	1	1	4	2	6	7	4	1	1	1	2	1	3	2	0	0	1	1	2	0	1	4	4	0	11					
14	Число погашенных неиспользованных открепительных удостоверений	278	4	16	18	0	0	3	1	27	30	19	21	0	14	6	6	7	6	7	2	1	1	8	3	2	7	0	9	3	5	4	3	1	2	8	2	2	2	1	3	1	1	1	11	2	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	4	15	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
