Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Тисульская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17065	1225	1142	1282	973	1338	1001	162	997	1048	481	621	408	291	89	343	186	55	372	143	395	274	386	253	661	406	790	140	209	171	214	74	289	146	211	289									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17750	1210	1140	1280	1010	1315	915	180	1060	1140	510	650	445	305	96	365	235	60	420	168	415	285	375	310	710	435	810	158	240	200	225	72	305	155	236	315									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14698	1087	1046	1260	899	1193	776	147	873	890	408	549	274	225	75	292	86	48	329	71	354	251	343	222	543	368	709	112	139	136	164	60	258	125	127	259									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1134	77	28	18	29	68	138	8	26	43	40	40	46	9	11	23	100	4	8	58	17	12	15	9	63	27	10	6	34	23	26	4	9	10	65	30									
6	Число погашенных избирательных бюллетеней	1918	46	66	2	82	54	1	25	161	207	62	61	125	71	10	50	49	8	83	39	44	22	17	79	104	40	91	40	67	41	35	8	38	20	44	26									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1134	77	28	18	29	68	138	8	26	43	40	40	46	9	11	23	100	4	8	58	17	12	15	9	63	27	10	6	34	23	26	4	9	10	65	30									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14698	1087	1046	1260	899	1193	776	147	873	890	408	549	274	225	75	292	86	48	329	71	354	251	343	222	543	368	709	112	139	136	164	60	258	125	127	259									
9	Число недействительных избирательных бюллетеней	132	0	0	3	0	6	32	0	1	0	6	0	43	15	1	7	1	0	1	0	0	1	1	2	1	1	3	0	2	2	2	0	0	0	1	0									
10	Число действительных избирательных бюллетеней	15700	1164	1074	1275	928	1255	882	155	898	933	442	589	277	219	85	308	185	52	336	129	371	262	357	229	605	394	716	118	171	157	188	64	267	135	191	289									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	481	30	30	30	30	30	25	5	25	25	15	15	15	10	3	10	10	3	10	5	15	7	8	7	20	20	20	5	10	5	5	3	5	5	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	481	30	30	30	30	30	25	5	25	25	15	15	15	10	3	10	10	3	10	5	15	7	8	7	20	20	20	5	10	5	5	3	5	5	10	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	2	0	3	0	6	6	0	0	1	2	2	1	2	1	4	4	3	6	0	0	2	1	2	1	1	1	1	0	0	0	1	2	2	2	5									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	5	5	5	5	3	4	1	6	5	1	0	0	1	3	6	0	1	3	0	1	3	1	0	4	2	3	0	1	1	0	3	0	0	0	1									
		0.47%	0.43%	0.47%	0.39%	0.54%	0.24%	0.44%	0.65%	0.67%	0.54%	0.22%	0.00%	0.00%	0.43%	3.49%	1.90%	0.00%	1.92%	0.89%	0.00%	0.27%	1.14%	0.28%	0.00%	0.66%	0.51%	0.42%	0.00%	0.58%	0.63%	0.00%	4.69%	0.00%	0.00%	0.00%	0.35%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	83	1	1	1	2	1	6	2	1	2	7	0	5	7	0	4	4	0	2	0	1	1	3	7	1	2	8	3	3	0	2	0	3	0	2	1									
		0.52%	0.09%	0.09%	0.08%	0.22%	0.08%	0.66%	1.29%	0.11%	0.21%	1.56%	0.00%	1.56%	2.99%	0.00%	1.27%	2.15%	0.00%	0.59%	0.00%	0.27%	0.38%	0.84%	3.03%	0.17%	0.51%	1.11%	2.54%	1.73%	0.00%	1.05%	0.00%	1.12%	0.00%	1.04%	0.35%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	46	0	0	0	0	0	0	2	0	0	1	4	3	2	0	4	2	1	5	0	1	0	3	1	2	0	6	0	2	0	1	2	0	0	4	0									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.22%	0.68%	0.94%	0.85%	0.00%	1.27%	1.08%	1.92%	1.48%	0.00%	0.27%	0.00%	0.84%	0.43%	0.33%	0.00%	0.83%	0.00%	1.16%	0.00%	0.53%	3.13%	0.00%	0.00%	2.08%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12602	996	919	1102	803	1086	654	121	688	720	366	485	212	137	64	209	146	24	239	86	290	211	299	179	494	336	588	69	91	123	147	51	201	109	145	212									
		79.60%	85.57%	85.57%	86.23%	86.53%	86.12%	71.55%	78.06%	76.53%	77.17%	81.70%	82.34%	66.25%	58.55%	74.42%	66.35%	78.49%	46.15%	70.92%	66.67%	78.17%	80.23%	83.52%	77.49%	81.52%	85.06%	81.78%	58.47%	52.60%	77.36%	77.37%	79.69%	75.28%	80.74%	75.52%	73.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.43%	0.00%	0.00%	1.61%	0.00%	0.30%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.37%	0.00%	1.04%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	615	21	26	14	21	18	53	7	13	17	17	15	17	9	2	43	5	9	37	25	12	4	31	29	6	13	25	21	45	9	9	5	11	1	25	0									
		3.88%	1.80%	2.42%	1.10%	2.26%	1.43%	5.80%	4.52%	1.45%	1.82%	3.79%	2.55%	5.31%	3.85%	2.33%	13.65%	2.69%	17.31%	10.98%	19.38%	3.23%	1.52%	8.66%	12.55%	0.99%	3.29%	3.48%	17.80%	26.01%	5.66%	4.74%	7.81%	4.12%	0.74%	13.02%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	8	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	0	0	2	0	0	1	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1									
		0.11%	0.00%	0.00%	0.16%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.22%	0.17%	0.00%	0.85%	0.00%	0.32%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.28%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	25	2	1	1	1	1	0	0	0	1	2	1	0	4	0	1	1	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1									
		0.16%	0.17%	0.09%	0.08%	0.11%	0.08%	0.00%	0.00%	0.00%	0.11%	0.45%	0.17%	0.00%	1.71%	0.00%	0.32%	0.54%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.52%	0.35%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	987	37	43	23	13	28	83	11	108	97	40	34	25	15	8	36	11	15	16	18	37	26	8	10	37	29	30	23	10	12	17	3	31	14	9	30									
