Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
"Наименование Избирательной комиссии:    Барнаул, Центральная"																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №1913	УИК №1914	УИК №1915									
1	"Число избирателей, включенных в список избирателей"	101491	2537	2303	2382	2536	2490	1757	2084	2741	2165	1237	2743	2405	2698	2097	1358	1334	2636	2227	2774	1862	2636	2577	1850	2399	1856	1940	2571	1951	1201	2868	1847	2098	1917	1131	2009	2039	1641	2211	1964	1554	1635	2440	1906	2376	976	2800	964	897	1816	1055									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	81600	2200	1700	2000	1900	1800	1500	1600	2500	1900	1000	2700	2100	2200	1500	1100	900	2000	1700	2300	1400	2000	2000	1400	1900	1500	1500	1900	1400	900	2000	1300	1600	1400	900	1400	1800	1400	1700	1700	1200	1200	1900	1500	2000	700	2400	700	1000	2100	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	59931	1740	1473	1624	1588	1440	1145	1436	1884	1270	670	1878	1678	1867	1099	696	654	1354	1142	1689	997	1486	1196	1066	1175	764	964	1359	1084	673	1516	927	1152	1197	730	1197	1446	1016	1319	1301	1049	1096	1331	1092	1469	538	1689	524	829	1165	257									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3834	52	67	44	39	58	40	24	24	47	219	42	36	31	25	67	41	36	42	56	50	41	151	88	42	41	37	48	42	34	170	37	32	42	39	83	53	34	73	47	25	23	35	42	55	46	53	42	68	524	747									
6	Число погашенных избирательных бюллетеней	17835	408	160	332	273	302	315	140	592	583	111	780	386	302	376	337	205	610	516	555	353	473	653	246	683	695	499	493	274	193	314	336	416	161	131	120	301	350	308	352	126	81	534	366	476	116	658	134	103	411	196									
