Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Смоленская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788					
1	"Число избирателей, внесенных в списки"	36352	367	1891	448	541	876	2401	1088	440	1185	1322	384	1949	441	2634	265	197	462	1601	1834	596	359	665	568	1104	303	2385	213	678	1464	206	1115	220	942	476	364	501	509	619	1243	338	327	512	319					
2	"Число бюллетеней, полученных участковыми комиссиями"	36120	385	1850	525	573	935	2370	1080	414	1075	1380	402	1900	442	2460	242	187	458	1560	1825	603	364	582	582	1065	318	2350	230	650	1485	207	1125	223	945	484	367	505	500	645	1250	350	380	520	327					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15975	190	780	255	262	404	1325	556	192	506	454	76	750	180	1370	77	122	212	772	851	276	120	387	313	364	113	773	47	329	688	79	576	112	512	227	135	196	201	201	471	148	94	189	90					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4881	95	196	50	138	145	24	31	44	86	165	134	415	57	111	102	0	72	113	174	71	132	88	71	286	54	322	73	77	49	76	25	44	46	91	104	187	145	177	158	85	91	129	148					
6	Число погашенных бюллетеней	15264	100	874	220	173	386	1021	493	178	483	761	192	735	205	979	63	65	174	675	800	256	112	107	198	415	151	1255	110	244	748	52	524	67	387	166	128	122	154	267	621	117	195	202	89					
7	Число бюллетеней в переносных ящиках для голосования	4878	95	196	50	138	145	24	31	44	86	165	134	414	57	110	102	0	72	112	174	71	132	88	71	286	54	322	73	77	49	76	25	44	46	91	104	187	145	177	158	85	91	129	148					
8	Число бюллетеней в стационарных ящиках для голосования	15971	190	780	255	262	404	1323	555	192	506	454	76	750	180	1370	77	122	212	773	851	276	120	387	313	364	113	773	47	329	688	79	575	112	512	227	135	196	201	201	471	148	94	188	90					
9	Число недействительных бюллетеней	240	1	15	5	1	10	21	6	5	12	5	2	10	8	14	5	7	2	7	11	2	5	9	0	12	1	13	0	8	5	1	5	2	3	0	2	1	2	3	7	4	3	3	2					
10	Число действительных бюллетеней	20609	284	961	300	399	539	1326	580	231	580	614	208	1154	229	1466	174	115	282	878	1014	345	247	466	384	638	166	1082	120	398	732	154	595	154	555	318	237	382	344	375	622	229	182	314	236					
