Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Лихославльская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648					
1	"Число избирателей, внесенных в списки избирателей"	23731	313	896	229	1460	1322	1510	1441	834	1349	752	711	1206	1643	1259	639	145	611	559	373	202	458	395	660	798	448	389	219	530	349	276	198	235	1322					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22450	300	850	200	1400	1250	1450	1350	800	1300	700	700	1150	1550	1200	600	150	600	550	350	200	400	350	650	750	400	350	200	500	300	250	200	200	1250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11147	139	329	59	739	528	859	724	375	737	300	418	504	828	661	253	41	375	215	195	82	183	141	267	399	150	201	90	232	143	117	67	93	703					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1867	71	121	84	22	41	37	42	30	10	46	16	69	71	43	64	36	49	116	46	51	99	81	87	57	82	37	44	69	70	45	54	57	20					
6	Число погашенных избирательных бюллетеней	9436	90	400	57	639	681	554	584	395	553	354	266	577	651	496	283	73	176	219	109	67	118	128	296	294	168	112	66	199	87	88	79	50	527					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1867	71	121	84	22	41	37	42	30	10	46	16	69	71	43	64	36	49	116	46	51	99	81	87	57	82	37	44	69	70	45	54	57	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11147	139	329	59	739	528	859	724	375	737	300	418	504	828	661	253	41	375	215	195	82	183	141	267	399	150	201	90	232	143	117	67	93	703					
9	Число недействительных избирательных бюллетеней	88	0	2	1	7	6	5	5	2	3	4	2	5	8	2	4	0	4	4	2	0	2	4	2	5	0	3	0	1	0	0	1	1	3					
10	Число действительных избирательных бюллетеней	12926	210	448	142	754	563	891	761	403	744	342	432	568	891	702	313	77	420	327	239	133	280	218	352	451	232	235	134	300	213	162	120	149	720					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	447	25	15	7	15	12	12	15	10	15	7	30	7	15	7	37	7	35	20	10	5	7	7	12	20	5	15	15	15	10	5	5	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	343	25	14	1	14	11	12	13	8	13	4	28	3	11	3	36	7	29	14	8	3	1	2	12	18	3	5	6	12	9	5	2	3	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	185	8	3	2	5	9	7	9	3	5	6	3	2	3	6	5	1	13	1	4	2	3	3	8	8	5	5	1	9	2	3	3	27	11					
14	Число погашенных неиспользованных открепительных удостоверений	104	0	1	6	1	1	0	2	2	2	3	2	4	4	4	1	0	6	6	2	2	6	5	0	2	2	10	9	3	1	0	3	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	0	1	0	1	2	3	0	1	3	2	3	0	2	2	2	0	0	1	0	1	2	0	1	4	0	1	0	2	0	1	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	486	9	27	6	27	23	34	32	13	36	11	23	10	19	6	8	1	12	4	26	8	17	16	11	18	4	17	6	5	12	5	7	5	28					
		3.73%	4.29%	6.00%	4.20%	3.55%	4.04%	3.79%	4.18%	3.21%	4.82%	3.18%	5.30%	1.75%	2.11%	0.85%	2.52%	1.30%	2.83%	1.21%	10.79%	6.02%	6.03%	7.21%	3.11%	3.95%	1.72%	7.14%	4.48%	1.66%	5.63%	3.09%	5.79%	3.33%	3.87%					
19	2.Всероссийская политическая партия «Гражданская Сила»	101	0	3	0	10	5	9	10	1	12	5	7	0	3	6	2	0	5	0	4	1	1	0	2	3	3	1	0	0	0	0	0	0	8					
		0.78%	0.00%	0.67%	0.00%	1.31%	0.88%	1.00%	1.31%	0.25%	1.61%	1.45%	1.61%	0.00%	0.33%	0.85%	0.63%	0.00%	1.18%	0.00%	1.66%	0.75%	0.35%	0.00%	0.56%	0.66%	1.29%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%					
20	3.Политическая партия «Демократическая партия России»	12	1	0	0	1	0	3	0	1	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.48%	0.00%	0.00%	0.13%	0.00%	0.33%	0.00%	0.25%	0.40%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1371	15	44	4	72	52	148	104	38	98	43	52	61	97	78	25	11	23	28	16	20	47	25	12	53	10	16	2	30	33	7	6	16	85					
		10.53%	7.14%	9.78%	2.80%	9.46%	9.14%	16.52%	13.58%	9.38%	13.12%	12.43%	11.98%	10.65%	10.79%	11.08%	7.89%	14.29%	5.42%	8.46%	6.64%	15.04%	16.67%	11.26%	3.39%	11.62%	4.31%	6.72%	1.49%	9.97%	15.49%	4.32%	4.96%	10.67%	11.76%					
