Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Лихославльская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599					
1	"Число избирателей, внесенных в список избирателей"	23594	239	181	503	232	246	142	189	268	848	1315	1734	1213	908	1284	1253	1245	1158	570	1685	783	1572	622	519	608	581	775	635	456	312	377	451	379	311					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23280	200	180	500	200	250	150	170	280	850	1300	1700	1200	850	1300	1250	1250	1150	500	1700	750	1550	650	500	650	600	750	650	450	300	350	450	350	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10984	95	60	202	48	76	35	74	108	333	713	825	570	431	703	604	696	606	278	687	358	769	296	226	358	228	406	270	149	108	199	196	125	152					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2013	61	73	133	101	101	40	33	34	115	13	65	34	12	23	26	37	36	23	109	35	36	47	64	77	85	62	133	114	57	46	39	77	72					
6	Число погашенных избирательных бюллетеней	10283	44	47	165	51	73	75	63	138	402	574	810	596	407	574	620	517	508	199	904	357	745	307	210	215	287	282	247	187	135	105	215	148	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2013	61	73	133	101	101	40	33	34	115	13	65	34	12	23	26	37	36	23	109	35	36	47	64	77	85	62	133	114	57	46	39	77	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10979	95	60	202	48	76	35	74	108	333	712	824	570	431	703	604	696	606	278	687	358	768	296	226	358	228	404	270	149	108	199	196	125	152					
9	Число недействительных избирательных бюллетеней	141	1	0	2	1	1	0	0	0	8	9	9	8	5	7	7	6	12	4	9	7	8	4	1	5	2	9	1	0	3	1	6	5	0					
10	Число действительных избирательных бюллетеней	12851	155	133	333	148	176	75	107	142	440	716	880	596	438	719	623	727	630	297	787	386	796	339	289	430	311	457	402	263	162	244	229	197	224					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	848	15	10	35	10	20	10	10	35	40	35	30	25	10	32	30	15	40	17	25	15	15	50	40	50	25	40	28	21	25	30	20	15	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	760	15	10	35	10	20	10	10	30	40	30	29	24	6	31	21	13	31	17	20	5	9	50	29	50	25	37	28	21	25	30	20	9	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	477	29	5	15	6	7	2	4	5	19	31	27	20	36	24	23	10	22	23	5	7	14	5	13	16	5	27	11	10	7	16	9	14	10					
14	Число погашенных неиспользованных открепительных удостоверений	88	0	0	0	0	0	0	0	5	0	5	1	1	4	1	9	2	9	0	5	10	6	0	11	0	0	3	0	0	0	0	0	6	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	0	1	1	1	1	1	0	1	8	1	1	1	0	1	2	1	3	0	1	1	2	3	0	1	0	0	1	2	1	1	3	3	3					
