Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Тугулымская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020					
1	"Число избирателей, внесенных в список избирателей"	19059	2539	2488	572	127	66	400	216	767	69	53	282	156	1060	129	154	247	2212	91	474	109	85	1135	802	1728	680	723	195	208	741	353	83	115					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18740	2400	2500	550	100	70	400	200	750	70	50	250	150	1050	130	150	240	2250	100	450	100	80	1150	800	1750	650	700	200	200	750	300	100	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7593	943	924	203	42	31	130	111	316	50	33	164	95	449	47	74	125	872	52	223	60	43	473	247	663	206	318	87	69	271	191	27	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1380	173	95	34	23	5	46	20	78	5	7	39	15	57	56	20	18	130	16	46	18	14	78	45	62	26	49	14	26	94	56	2	13					
6	Число погашенных избирательных бюллетеней	9753	1284	1481	313	35	34	224	69	356	15	10	47	40	544	27	56	97	1248	32	181	22	23	599	508	1025	404	333	99	105	385	53	71	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1394	173	95	34	23	5	46	20	78	5	7	39	15	57	56	20	18	130	16	46	18	14	78	45	62	40	49	14	26	94	56	2	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7593	943	924	203	42	31	130	111	316	50	33	164	95	449	47	74	125	872	52	223	60	43	473	247	663	206	318	87	69	271	191	27	54					
9	Число недействительных избирательных бюллетеней	212	18	28	5	1	0	6	0	9	3	0	8	2	16	0	2	3	39	0	0	2	0	18	10	10	5	9	1	0	7	8	0	2					
10	Число действительных избирательных бюллетеней	8775	1098	991	232	64	36	170	131	385	52	40	195	108	490	103	92	140	963	68	269	76	57	533	282	715	241	358	100	95	358	239	29	65					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	343	30	39	15	5	8	5	5	20	5	5	5	5	5	5	5	10	25	8	12	10	5	15	15	25	15	15	5	0	7	6	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	258	23	33	14	2	8	5	4	12	4	5	4	4	1	5	3	10	24	8	12	6	0	5	8	22	8	10	1	0	7	6	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	89	4	7	7	4	4	4	6	6	0	2	1	2	3	0	1	0	3	5	4	2	2	1	6	1	3	4	1	1	0	1	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	85	7	6	1	3	0	0	1	8	1	0	1	1	4	0	2	0	1	0	0	4	5	10	7	3	7	5	4	0	0	0	0	4					
