Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Бобровская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
1	"Число избирателей, внесенных в списки избирателей"	39694	1297	1380	526	1598	1352	1452	1457	1128	1433	1306	747	524	536	756	968	437	124	927	287	106	1347	241	897	2006	1506	827	602	346	1314	1172	869	861	850	849	776	212	244	769	1763	1200	1003	1444	164	91					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	37330	1100	1300	500	1300	1200	1200	1300	1000	1200	1100	700	540	520	750	950	450	130	900	300	110	1350	260	900	2050	1500	850	600	350	1300	1200	900	750	850	770	750	200	250	700	1700	1100	950	1200	200	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25630	769	1013	365	912	815	889	1039	758	855	870	499	413	204	498	550	272	80	450	228	73	926	185	486	1134	1108	466	365	263	881	952	623	589	544	625	471	129	129	553	1262	811	616	789	80	91					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	7594	205	248	83	177	124	113	143	136	262	176	197	91	316	193	280	99	37	415	48	19	394	45	238	509	254	169	179	43	259	176	172	160	186	122	189	58	77	142	231	160	157	236	76	0					
6	Число погашенных избирательных бюллетеней	4106	126	39	52	211	261	198	118	106	83	54	4	36	0	59	120	79	13	35	24	18	30	30	176	407	138	215	56	44	160	72	105	1	120	23	90	13	44	5	207	129	177	175	44	9					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7594	205	248	83	177	124	113	143	136	262	176	197	91	316	193	280	99	37	415	48	19	394	45	238	509	254	169	179	43	259	176	172	160	186	122	189	58	77	142	231	160	157	236	76	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25620	769	1013	365	912	815	889	1039	758	855	870	499	413	204	498	550	272	80	450	228	73	926	185	486	1134	1108	465	365	263	881	944	623	589	544	625	470	129	129	553	1262	811	616	789	80	91					
9	Число недействительных избирательных бюллетеней	262	6	17	2	10	6	16	12	6	18	9	2	3	0	11	1	4	0	2	1	0	0	2	9	17	5	9	8	4	3	4	4	2	1	10	1	4	0	3	7	8	19	14	0	2					
10	Число действительных избирательных бюллетеней	32952	968	1244	446	1079	933	986	1170	888	1099	1037	694	501	520	680	829	367	117	863	275	92	1320	228	715	1626	1357	625	536	302	1137	1116	791	747	729	737	658	183	206	692	1486	963	754	1011	156	89					
