Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Бобровская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
1	"Число избирателей, внесенных в список избирателей"	40312	1278	1525	536	1600	1433	1405	1587	1241	1540	1359	757	525	534	737	910	407	111	803	285	82	1384	238	1032	1135	1608	801	647	353	1236	1213	855	958	851	929	774	223	226	710	1059	1245	1023	1431	792	707	121	106					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38955	1300	1300	540	1400	1250	1250	1400	1100	1350	1200	780	525	570	740	920	415	120	840	300	85	1410	265	1060	1180	1640	865	650	350	1230	1210	860	985	830	960	765	210	225	700	1070	1050	1000	1300	800	700	125	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25197	939	807	334	968	957	902	960	720	833	858	418	410	215	463	377	321	81	430	219	38	672	188	587	754	788	418	414	245	1005	981	656	791	525	745	549	116	120	482	480	868	623	900	475	402	58	105					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	7649	186	186	69	296	245	155	111	90	250	131	285	85	299	146	230	65	26	303	43	25	611	38	356	365	247	144	120	31	158	147	141	120	229	113	174	93	100	113	176	135	173	314	41	221	63	0					
6	Число погашенных избирательных бюллетеней	6109	175	307	137	136	48	193	329	290	267	211	77	30	56	131	313	29	13	107	38	22	127	39	117	61	605	303	116	74	67	82	63	74	76	102	42	1	5	105	414	47	204	86	284	77	4	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7648	186	186	69	296	245	155	111	90	250	131	285	85	299	146	230	65	26	303	43	25	611	38	356	364	247	144	120	31	158	147	141	120	229	113	174	93	100	113	176	135	173	314	41	221	63	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25159	939	807	334	968	954	902	958	720	833	858	418	410	215	463	377	321	81	429	219	38	672	188	587	750	788	418	414	245	1005	981	656	791	525	745	549	116	120	482	480	840	623	900	475	402	58	105					
9	Число недействительных избирательных бюллетеней	340	18	6	9	10	7	13	11	6	0	0	7	10	0	8	4	10	13	8	0	0	13	0	10	6	23	10	12	2	0	0	11	5	2	4	5	2	3	39	7	12	6	6	12	5	0	5					
10	Число действительных избирательных бюллетеней	32467	1107	987	394	1254	1192	1044	1058	804	1083	989	696	485	514	601	603	376	94	724	262	63	1270	226	933	1108	1012	552	522	274	1163	1128	786	906	752	854	718	207	217	556	649	963	790	1208	504	618	121	100					
