Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Крутихинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989					
1	"Число избирателей, внесенных в список избирателей"	9385	78	315	560	877	1151	1188	613	152	67	1623	1546	511	162	41	169	332					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10000	80	340	600	900	1250	1300	680	160	70	1700	1600	560	170	50	190	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4542	51	207	289	389	505	450	316	75	48	810	720	270	64	31	124	193					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	655	9	17	23	56	128	99	37	22	6	111	64	51	13	0	4	15					
6	Число погашенных избирательных бюллетеней	4803	20	116	288	455	617	751	327	63	16	779	816	239	93	19	62	142					
7	Число избирательных бюллетеней в переносных ящиках для голосования	655	9	17	23	56	128	99	37	22	6	111	64	51	13	0	4	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4542	51	207	289	389	505	450	316	75	48	810	720	270	64	31	124	193					
9	Число недействительных избирательных бюллетеней	98	1	3	7	10	0	15	6	3	3	22	13	8	2	0	0	5					
10	Число действительных избирательных бюллетеней	5099	59	221	305	435	633	534	347	94	51	899	771	313	75	31	128	203					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	90	5	5	7	5	8	7	5	3	3	10	10	5	5	2	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	38	0	5	2	3	1	1	1	0	0	10	10	2	1	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	3	2	4	6	3	3	2	4	3	6	8	3	2	2	5	4					
14	Число погашенных неиспользованных открепительных удостоверений	52	5	0	5	2	7	6	4	3	3	0	0	3	4	2	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	728	9	29	62	53	95	88	59	9	5	90	123	46	7	1	25	27					
		14.01%	15.00%	12.95%	19.87%	11.91%	15.01%	16.03%	16.71%	9.28%	9.26%	9.77%	15.69%	14.33%	9.09%	3.23%	19.53%	12.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	837	6	35	38	38	109	107	35	28	2	172	145	54	13	2	30	23					
		16.11%	10.00%	15.63%	12.18%	8.54%	17.22%	19.49%	9.92%	28.87%	3.70%	18.68%	18.49%	16.82%	16.88%	6.45%	23.44%	11.06%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	1	3	4	4	3	1	0	0	7	13	2	0	0	1	2					
		0.79%	0.00%	0.45%	0.96%	0.90%	0.63%	0.55%	0.28%	0.00%	0.00%	0.76%	1.66%	0.62%	0.00%	0.00%	0.78%	0.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1009	17	34	52	91	137	103	76	16	9	214	118	69	12	3	18	40					
		19.42%	28.33%	15.18%	16.67%	20.45%	21.64%	18.76%	21.53%	16.49%	16.67%	23.24%	15.05%	21.50%	15.58%	9.68%	14.06%	19.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	56	0	1	2	2	7	3	1	0	0	19	15	2	1	0	3	0					
		1.08%	0.00%	0.45%	0.64%	0.45%	1.11%	0.55%	0.28%	0.00%	0.00%	2.06%	1.91%	0.62%	1.30%	0.00%	2.34%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2412	27	120	148	246	277	227	174	41	35	394	356	140	42	25	50	110					
		46.41%	45.00%	53.57%	47.44%	55.28%	43.76%	41.35%	49.29%	42.27%	64.81%	42.78%	45.41%	43.61%	54.55%	80.65%	39.06%	52.88%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	0	1	0	1	4	3	1	0	0	3	1	0	0	0	1	1					
		0.31%	0.00%	0.45%	0.00%	0.22%	0.63%	0.55%	0.28%	0.00%	0.00%	0.33%	0.13%	0.00%	0.00%	0.00%	0.78%	0.48%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
