Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Граховская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7897	2827	176	82	110	370	136	423	313	158	489	193	136	232	100	116	403	429	145	128	331	297	163	140									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7200	2465	165	70	105	350	130	400	300	130	460	175	115	210	100	110	400	400	140	115	305	285	145	125									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4552	1635	110	37	70	208	101	245	171	73	257	138	85	115	62	67	205	219	79	60	220	186	113	96									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	370	42	17	4	2	20	1	40	19	2	29	6	9	29	6	20	43	23	5	9	12	12	10	10									
6	Число погашенных избирательных бюллетеней	2276	786	38	29	33	122	28	115	110	55	174	31	21	66	32	23	152	158	56	46	73	87	22	19									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	370	42	17	4	2	20	1	40	19	2	29	6	9	29	6	20	43	23	5	9	12	12	10	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4551	1634	110	37	70	208	101	245	171	73	257	138	85	115	62	67	205	219	79	60	220	186	113	96									
9	Число недействительных избирательных бюллетеней	138	39	0	3	3	9	6	5	11	3	15	3	3	0	0	1	6	6	10	1	2	8	3	1									
10	Число действительных избирательных бюллетеней	4783	1637	127	38	69	219	96	280	179	72	271	141	91	144	68	86	242	236	74	68	230	190	120	105									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	197	30	10	5	5	10	5	10	10	5	10	4	5	5	5	5	13	13	5	5	14	13	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	20	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	5	0	1	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	11	3	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	177	23	10	5	5	7	5	10	10	5	10	4	5	5	5	5	9	13	0	5	13	13	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	12	2	0	0	6	0	4	1	1	1	1	0	1	0	4	2	1	0	2	4	0	0	0									
		0.85%	0.72%	1.57%	0.00%	0.00%	2.63%	0.00%	1.40%	0.53%	1.33%	0.35%	0.69%	0.00%	0.69%	0.00%	4.60%	0.81%	0.41%	0.00%	2.90%	1.72%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	136	42	2	3	1	2	3	7	5	1	10	1	1	2	2	2	15	8	1	4	5	9	4	6									
		2.76%	2.51%	1.57%	7.32%	1.39%	0.88%	2.94%	2.46%	2.63%	1.33%	3.50%	0.69%	1.06%	1.39%	2.94%	2.30%	6.05%	3.31%	1.19%	5.80%	2.16%	4.55%	3.25%	5.66%									
