Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Павловская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943	УИК №3944					
1	"Число избирателей, включенных в списки избирателей"	52952	2821	1533	978	526	852	1253	1784	1892	300	1753	459	174	233	2209	1032	979	1460	1949	2323	1446	2105	2434	1400	2753	1731	1729	1037	1790	994	1421	258	224	821	172	332	1111	446	745	168	199	229	559	2512	1826					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	53055	2800	1500	1000	550	850	1300	1700	1900	310	1850	480	170	235	2200	1050	1000	1500	2000	2300	1290	2100	2400	1450	2700	1750	1700	1000	1750	1000	1450	270	220	840	180	320	1200	480	800	160	210	240	550	2500	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	44568	2189	1423	912	488	760	930	1444	1525	214	1671	386	157	208	1780	902	791	1279	1716	1569	1007	1798	2110	1195	2503	1419	1530	780	1382	829	1120	223	220	761	153	257	1046	391	658	122	174	204	533	2164	1645					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3766	252	60	50	28	50	323	213	257	76	42	70	13	24	217	84	72	112	83	109	282	116	89	61	71	169	72	105	115	49	103	25	0	18	9	35	65	33	59	22	17	19	17	27	53					
6	Число погашенных избирательных бюллетеней	4721	359	17	38	34	40	47	43	118	20	137	24	0	3	203	64	137	109	201	622	1	186	201	194	126	162	98	115	253	122	227	22	0	61	18	28	89	56	83	16	19	17	0	309	102					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3766	252	60	50	28	50	323	213	257	76	42	70	13	24	217	84	72	112	83	109	282	116	89	61	71	169	72	105	115	49	103	25	0	18	9	35	65	33	59	22	17	19	17	27	53					
8	Число бюллетеней в стационарных ящиках для голосования	44565	2189	1423	912	488	760	930	1444	1525	214	1671	386	157	208	1780	902	791	1279	1716	1567	1007	1798	2109	1195	2503	1419	1530	780	1382	829	1120	223	220	761	153	257	1046	391	658	122	174	204	533	2164	1645					
9	Число недействительных избирательных бюллетеней	1042	131	15	15	6	46	6	0	26	1	5	9	0	2	12	13	11	15	10	16	17	8	433	24	28	2	14	2	24	0	49	4	4	6	1	1	18	9	0	1	3	2	9	37	7					
10	Число действительных избирательных бюллетеней	47289	2310	1468	947	510	764	1247	1657	1756	289	1708	447	170	230	1985	973	852	1376	1789	1660	1272	1906	1765	1232	2546	1586	1588	883	1473	878	1174	244	216	773	161	291	1093	415	717	143	188	221	541	2154	1691					
11	Число полученных открепительных  удостоверений	623	39	7	12	10	5	17	34	29	7	12	2	5	5	29	22	9	12	16	24	19	29	28	9	29	12	14	10	17	15	22	5	5	25	5	10	12	5	10	0	5	0	5	20	16					
