Выборы Президента Российской Федерации																																																																																																		
Дата голосования: 02.03.2008																																																																																																		
																																																																																																		
"Наименование Избирательной комиссии:    Омск, Кировская"																																																																																																		
																																																																																																		
Сводная таблица результатов выборов																																																																																																		
																																																																																																		
	Число участковых избирательных комиссий	91																																																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	91																																																																																																
																																																																																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91					
1	"Число избирателей, включенных в списки избирателей"	186482	1063	2099	2150	2241	2070	2856	1753	1569	2372	2500	1775	1874	2377	1666	2073	1899	1736	2200	1829	1419	2091	1689	2150	1707	2128	1990	2562	2361	1252	2147	2522	2519	2535	2716	2536	1944	2276	2454	2573	2317	2018	1700	1827	1916	2264	2437	1565	1856	2079	2533	2126	2349	1751	2408	2031	2390	2536	2293	1622	1886	1490	2129	1864	2156	2110	2141	2529	1646	1767	2212	1694	2391	1773	2032	2253	2062	1692	2601	2475	2206	2531	2390	2522	2145	2312	2411	2574	239	1076	847	635					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	179290	1000	2000	2100	2100	2000	2800	1600	1500	2300	2400	1700	1800	2200	1600	2000	1700	1700	2100	1700	1400	2100	1600	2100	1600	2000	1900	2500	2400	1200	2000	2400	2500	2400	2600	2500	1900	2200	2400	2500	2200	1900	1700	1700	1800	2200	2400	1500	1800	1900	2400	2000	2300	1700	2200	2000	2300	2400	2200	1500	1800	1400	2100	1800	2100	2100	2100	2300	1600	1700	2100	1600	2300	1700	2000	2200	2000	1600	2500	2400	2200	2400	2300	2400	2000	2200	2400	2400	250	1090	1000	650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	162681	908	1851	1836	1821	1576	2555	1424	1326	1966	2101	1551	1648	1823	1450	1788	1566	1555	1960	1585	1306	1831	1494	1873	1486	1695	1781	2303	2204	1089	1869	2240	2313	2240	2417	2322	1667	1795	2069	2294	2023	1759	1582	1574	1679	1974	2204	1381	1643	1784	2105	1840	2107	1567	1994	1841	2101	2219	2034	1409	1659	1305	1826	1653	1944	1811	1925	2153	1467	1569	1949	1462	2115	1568	1832	2018	1853	1486	2269	2226	1996	2245	2116	2203	1828	2002	2170	2234	160	904	700	635					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3752	30	42	89	86	42	53	58	29	49	46	57	36	43	31	46	20	39	28	23	18	38	31	31	21	32	21	31	38	26	23	16	19	17	21	31	61	107	57	28	39	38	11	33	34	83	48	27	53	44	48	57	49	36	58	35	55	44	40	22	37	13	32	34	30	30	43	53	36	36	54	59	57	44	54	55	35	8	27	18	21	16	35	35	23	62	38	24	79	172	124	0					
6	Число погашенных избирательных бюллетеней	12857	62	107	175	193	382	192	118	145	285	253	92	116	334	119	166	114	106	112	92	76	231	75	196	93	273	98	166	158	85	108	144	168	143	162	147	172	298	274	178	138	103	107	93	87	143	148	92	104	72	247	103	144	97	148	124	144	137	126	69	104	82	242	113	126	259	132	94	97	95	97	79	128	88	114	127	112	106	204	156	183	139	149	162	149	136	192	142	11	14	176	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3750	30	42	89	86	42	53	58	29	49	46	57	36	43	31	46	20	39	28	23	18	38	31	31	21	32	21	31	38	26	23	16	19	17	21	31	61	107	56	28	39	38	11	33	34	83	48	27	53	44	48	57	49	36	58	35	55	44	40	22	37	13	32	34	30	30	43	52	36	36	54	59	57	44	54	55	35	8	27	18	21	16	35	35	23	62	38	24	79	172	124	0					
8	Число бюллетеней в стационарных ящиках для голосования	162457	908	1851	1836	1821	1575	2555	1424	1326	1966	2067	1551	1648	1821	1450	1788	1566	1555	1932	1585	1306	1831	1492	1871	1486	1693	1781	2303	2204	1088	1868	2240	2310	2240	2413	2318	1667	1792	2069	2294	2020	1759	1576	1574	1679	1974	2202	1379	1638	1782	2084	1839	2058	1565	1994	1841	2101	2212	2033	1404	1659	1303	1826	1651	1937	1811	1922	2148	1467	1569	1949	1462	2114	1563	1832	2014	1853	1486	2269	2226	1996	2245	2116	2203	1828	2002	2170	2233	160	904	699	635					
9	Число недействительных избирательных бюллетеней	2282	12	16	26	26	23	27	22	20	23	20	14	40	19	18	26	26	22	26	23	19	25	24	22	18	27	31	25	30	20	31	21	27	46	27	44	7	20	35	34	25	17	14	19	19	32	23	16	16	35	26	41	28	26	27	28	34	49	33	24	24	26	31	25	23	27	35	42	18	23	31	19	38	22	39	26	33	26	0	23	13	38	33	34	23	25	20	29	2	20	18	2					
10	Число действительных избирательных бюллетеней	163925	926	1877	1899	1881	1594	2581	1460	1335	1992	2093	1594	1644	1845	1463	1808	1560	1572	1934	1585	1305	1844	1499	1880	1489	1698	1771	2309	2212	1094	1860	2235	2302	2211	2407	2305	1721	1879	2090	2288	2034	1780	1573	1588	1694	2025	2227	1390	1675	1791	2106	1855	2079	1575	2025	1848	2122	2207	2040	1402	1672	1290	1827	1660	1944	1814	1930	2158	1485	1582	1972	1502	2133	1585	1847	2043	1855	1468	2296	2221	2004	2223	2118	2204	1828	2039	2188	2228	237	1056	805	633					
11	Число полученных открепительных  удостоверений	3839	20	40	40	30	35	55	40	30	40	40	30	40	40	30	30	30	20	50	20	30	100	30	30	40	30	40	40	65	30	50	45	55	40	50	65	40	40	50	55	50	55	40	40	70	60	65	30	40	40	50	40	50	55	60	50	50	40	40	50	40	50	40	40	40	44	50	40	40	40	40	50	50	50	50	50	65	40	55	50	40	40	40	40	30	40	45	50	0	0	0	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3743	19	35	39	30	35	54	30	30	40	40	30	39	40	30	29	30	20	47	20	23	99	30	27	40	29	39	39	65	26	49	45	54	40	49	64	36	39	48	52	50	54	40	40	68	60	64	30	40	39	50	40	48	54	60	43	50	40	40	50	39	50	40	40	40	44	50	40	40	40	40	44	49	49	49	50	65	38	55	50	38	40	40	39	30	40	45	48	0	0	0	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4052	7	36	38	30	16	31	14	25	38	25	51	35	61	27	30	29	49	39	41	9	49	31	34	33	26	26	31	42	37	64	47	30	46	62	36	34	25	42	19	28	37	17	17	34	26	32	28	35	40	36	41	31	34	16	34	21	62	39	48	23	33	45	43	36	28	36	56	26	22	32	34	55	15	14	54	28	27	42	38	31	39	27	41	33	44	21	47	68	552	439	22					
14	Число неиспользованных открепительных удостоверений	96	1	5	1	0	0	1	10	0	0	0	0	1	0	0	1	0	0	3	0	7	1	0	3	0	1	1	1	0	4	1	0	1	0	1	1	4	1	2	3	0	1	0	0	2	0	1	0	0	1	0	0	2	1	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	1	1	1	0	0	2	0	0	2	0	0	1	0	0	0	2	0	0	0	9					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	155	0	3	1	1	2	4	6	0	3	2	1	3	4	0	2	2	1	1	3	0	1	1	3	1	5	1	2	5	0	0	5	2	3	1	0	2	3	0	1	1	0	2	1	0	2	0	0	0	1	2	4	2	0	1	1	4	1	5	2	1	1	0	3	4	0	1	1	0	2	2	2	2	2	5	0	1	0	4	4	1	0	0	3	3	5	2	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																		
18	Богданов Андрей Владимирович	2735	11	44	18	22	8	27	9	11	21	29	25	17	31	31	22	22	25	31	28	14	23	31	24	27	19	36	57	37	25	36	32	48	44	67	50	18	29	32	40	30	35	32	33	26	33	38	20	26	36	43	29	52	31	29	40	36	49	32	27	34	38	37	22	24	37	31	36	29	38	45	27	31	35	26	40	31	22	29	37	40	32	25	21	28	32	35	30	3	18	17	7					
		1.65%	1.17%	2.32%	0.94%	1.15%	0.49%	1.04%	0.61%	0.81%	1.04%	1.37%	1.55%	1.01%	1.66%	2.09%	1.20%	1.39%	1.57%	1.58%	1.74%	1.06%	1.23%	2.04%	1.26%	1.79%	1.10%	1.99%	2.44%	1.65%	2.24%	1.90%	1.42%	2.06%	1.95%	2.75%	2.13%	1.04%	1.53%	1.51%	1.72%	1.46%	1.95%	2.02%	2.05%	1.52%	1.60%	1.69%	1.42%	1.54%	1.97%	2.02%	1.53%	2.47%	1.94%	1.41%	2.13%	1.67%	2.17%	1.54%	1.89%	2.00%	2.89%	1.99%	1.31%	1.22%	2.01%	1.58%	1.64%	1.93%	2.37%	2.25%	1.78%	1.43%	2.18%	1.38%	1.93%	1.64%	1.47%	1.26%	1.65%	1.98%	1.42%	1.16%	0.94%	1.51%	1.55%	1.59%	1.33%	1.26%	1.67%	2.07%	1.10%					
19	Жириновский Владимир Вольфович	18428	92	204	248	177	172	345	204	170	194	257	183	194	164	165	154	157	181	245	169	143	247	145	209	159	208	216	260	250	111	230	272	273	249	276	258	148	202	230	253	267	215	192	199	198	233	214	135	157	205	248	215	198	177	204	206	205	222	199	150	172	120	175	186	215	202	257	274	162	175	201	168	217	169	183	197	204	158	285	294	239	264	257	265	209	249	264	292	19	128	107	68					
		11.09%	9.81%	10.78%	12.88%	9.28%	10.64%	13.23%	13.77%	12.55%	9.63%	12.16%	11.38%	11.52%	8.80%	11.14%	8.40%	9.90%	11.36%	12.50%	10.51%	10.80%	13.22%	9.52%	10.99%	10.55%	12.06%	11.99%	11.14%	11.15%	9.96%	12.16%	12.06%	11.72%	11.03%	11.34%	10.98%	8.56%	10.64%	10.82%	10.90%	12.97%	11.96%	12.10%	12.38%	11.56%	11.33%	9.51%	9.60%	9.28%	11.23%	11.63%	11.34%	9.40%	11.06%	9.94%	10.98%	9.51%	9.84%	9.60%	10.52%	10.14%	9.12%	9.42%	11.04%	10.93%	10.97%	13.08%	12.45%	10.78%	10.90%	10.03%	11.05%	9.99%	10.52%	9.70%	9.52%	10.81%	10.58%	12.41%	13.10%	11.85%	11.68%	11.95%	11.84%	11.29%	12.06%	11.96%	12.94%	7.95%	11.90%	13.00%	10.71%					
20	Зюганов Геннадий Андреевич	33697	159	372	369	366	318	422	219	277	391	455	333	301	348	268	364	267	312	388	373	322	424	391	280	364	260	366	350	466	219	390	509	503	358	395	367	316	310	459	448	338	423	378	333	392	416	489	313	399	397	396	412	389	323	411	412	583	513	510	370	384	291	390	307	456	371	384	505	336	396	473	329	527	386	470	499	406	260	422	435	342	429	387	451	250	480	362	481	64	233	163	32					
