Выборы Президента Российской Федерации																																																																																																							
Дата голосования: 04.03.2012																																																																																																							
																																																																																																							
Наименование Избирательной комиссии:    Омск, Кировская																																																																																																							
																																																																																																							
Сводная таблица итогов голосования																																																																																																							
																																																																																																							
	Число участковых избирательных комиссий	92																																																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	92																																																																																																					
																																																																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №466									
1	Число избирателей, включенных в список избирателей	197790	1836	1782	2217	2144	2608	2141	1931	1902	1791	2207	2310	2388	1996	1894	2080	1690	1821	2224	2284	2593	2539	2442	2344	2576	2462	2502	2425	1619	1792	2124	1873	2010	2121	2176	2264	2168	92	2799	2799	2933	2306	2427	2409	2635	2337	2032	1695	1769	2884	2490	2779	2661	2173	2341	2010	2375	2149	2241	2364	2183	2368	2284	1907	1898	1921	1691	2057	1774	2128	2035	2113	335	388	725	2678	2667	2505	2126	2793	2658	2923	2701	2373	2591	2599	1191	2548	2336	2324	2105	2781	108									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	169726	1600	1400	1900	1900	2200	1900	1600	1600	1500	1900	2100	2100	1800	1600	1700	1500	1500	1700	2100	2100	2200	2100	2100	2200	2100	2200	2000	1400	1500	1900	1600	1800	1800	1800	2000	1900	90	2400	2400	2500	2100	2100	2100	2200	2100	1800	1400	1500	2400	2100	2400	2200	1800	1900	1700	2000	1800	1900	2000	1800	2000	1900	1600	1600	1600	1400	1800	1500	1800	1800	1800	350	460	726	2200	2300	2200	1800	2400	2300	2400	2200	2100	2200	2200	1000	2200	2100	2200	1800	2300	500									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	111053	770	829	929	1049	1296	1206	904	961	817	985	1212	1360	1299	1153	1283	1070	734	1263	1020	1635	1560	1456	1398	1545	1444	1572	1487	959	1078	1224	1053	1261	1310	1334	1368	1264	53	1701	1679	1766	901	913	1328	1520	1129	1160	1060	1053	1792	1425	1724	1663	1284	1397	1170	1373	1333	1399	1305	1283	1398	1449	1164	1198	1110	993	1211	1039	1296	1099	1217	231	251	725	1557	1364	1460	1210	1617	1404	1604	1234	1252	1394	1384	579	1432	1069	1011	855	1639	108									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2817	87	21	14	21	27	37	19	25	7	35	25	34	11	27	27	23	17	29	18	23	29	32	27	24	23	12	47	30	21	40	49	33	47	36	29	20	37	20	15	35	31	78	47	40	42	28	16	31	30	59	30	17	26	30	10	22	48	27	59	23	54	31	27	42	22	20	18	25	24	25	20	104	114	0	15	30	8	27	23	26	26	22	40	36	27	9	38	37	40	29	31	0									
6	Число погашенных избирательных бюллетеней	55856	743	550	957	830	877	657	677	614	676	880	863	706	490	420	390	407	749	408	1062	442	611	612	675	631	633	616	466	411	401	636	498	506	443	430	603	616	0	679	706	699	1168	1109	725	640	929	612	324	416	578	616	646	520	490	473	520	605	419	474	636	494	548	420	409	360	468	387	571	436	480	676	563	15	95	1	628	906	732	563	760	870	770	944	808	770	789	412	730	994	1149	916	630	392									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2817	87	21	14	21	27	37	19	25	7	35	25	34	11	27	27	23	17	29	18	23	29	32	27	24	23	12	47	30	21	40	49	33	47	36	29	20	37	20	15	35	31	78	47	40	42	28	16	31	30	59	30	17	26	30	10	22	48	27	59	23	54	31	27	42	22	20	18	25	24	25	20	104	114	0	15	30	8	27	23	26	26	22	40	36	27	9	38	37	40	29	31	0									
8	Число бюллетеней в стационарных ящиках для голосования	110933	770	829	929	1049	1296	1204	903	960	817	984	1212	1360	1299	1151	1283	1070	734	1263	1019	1635	1559	1455	1395	1544	1444	1570	1485	959	1078	1224	1053	1261	1310	1316	1367	1260	53	1691	1678	1761	901	913	1328	1519	1127	1160	1059	1051	1791	1425	1724	1660	1269	1397	1170	1371	1333	1397	1304	1283	1398	1447	1162	1197	1110	989	1211	1038	1294	1099	1216	231	251	725	1557	1364	1458	1209	1617	1404	1599	1234	1251	1394	1380	579	1426	1069	1011	854	1639	108									
9	Число недействительных избирательных бюллетеней	1524	17	13	15	21	26	20	13	11	12	10	18	18	14	14	21	13	16	17	18	22	18	25	26	13	19	22	27	5	15	26	12	23	15	18	15	20	1	13	21	25	16	8	19	11	18	10	16	12	22	13	33	19	15	20	18	11	20	21	21	16	12	21	11	13	4	8	26	19	15	13	13	5	5	10	17	27	33	11	36	17	17	14	14	22	25	15	13	15	15	13	18	0									
10	Число действительных избирательных бюллетеней	112226	840	837	928	1049	1297	1221	909	974	812	1009	1219	1376	1296	1164	1289	1080	735	1275	1019	1636	1570	1462	1396	1555	1448	1560	1505	984	1084	1238	1090	1271	1342	1334	1381	1260	89	1698	1672	1771	916	983	1356	1548	1151	1178	1059	1070	1799	1471	1721	1658	1280	1407	1162	1382	1361	1403	1342	1290	1440	1457	1178	1226	1128	1001	1203	1044	1303	1111	1223	330	360	715	1555	1367	1433	1225	1604	1413	1608	1242	1277	1408	1382	573	1451	1091	1036	870	1652	108									
11	Число полученных открепительных  удостоверений	3705	30	30	30	30	40	40	30	30	30	30	30	30	50	30	30	30	30	40	30	60	60	50	50	60	40	60	40	30	40	30	40	50	50	40	50	30	0	50	60	60	30	30	60	60	40	50	40	40	60	40	60	60	50	50	50	40	50	40	50	40	60	40	30	50	30	30	30	30	40	50	30	0	0	30	60	70	40	40	40	40	70	30	30	40	40	20	40	40	40	30	75	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2762	26	17	23	29	32	36	26	30	30	24	26	30	36	26	22	30	20	38	30	32	43	33	24	37	33	48	28	26	37	26	31	31	38	27	33	23	0	31	38	41	27	19	35	39	35	31	30	25	46	30	43	41	38	25	41	40	33	35	29	32	35	37	22	28	28	24	30	25	24	44	19	0	0	30	48	39	37	32	39	29	38	13	23	25	32	13	32	30	26	27	68	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2572	17	16	22	16	27	29	40	22	18	19	24	31	29	35	17	18	20	36	29	35	14	31	35	20	8	45	37	14	32	20	21	38	29	19	42	26	13	38	31	21	15	22	44	32	27	29	22	23	24	23	44	36	10	37	17	30	28	34	37	23	26	59	27	20	23	28	24	17	22	11	26	38	36	30	28	41	37	38	30	22	30	24	42	27	24	12	29	33	35	13	21	108									
14	Число неиспользованных открепительных удостоверений	943	4	13	7	1	8	4	4	0	0	6	4	0	14	4	8	0	10	2	0	28	17	17	26	23	7	12	12	4	3	4	9	19	12	13	17	7	0	19	22	19	3	11	25	21	5	19	10	15	14	10	17	19	12	25	9	0	17	5	21	8	25	3	8	22	2	6	0	5	16	6	11	0	0	0	12	31	3	8	1	11	32	17	7	15	8	7	8	10	14	3	7	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	38	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	4	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																							
19	Жириновский Владимир Вольфович	8324	77	75	61	70	93	82	69	62	54	67	83	103	89	66	122	60	60	97	91	149	135	85	96	112	102	118	122	59	62	81	87	66	95	104	86	87	3	105	103	118	53	74	77	120	85	87	87	71	122	106	133	102	75	94	66	90	90	91	105	119	95	104	84	88	95	72	90	85	124	79	96	22	23	75	115	150	107	94	138	110	117	83	107	129	126	58	114	101	74	62	189	15									
		7.32%	8.98%	8.82%	6.47%	6.54%	7.03%	6.61%	7.48%	6.29%	6.55%	6.58%	6.71%	7.39%	6.79%	5.60%	9.31%	5.49%	7.99%	7.51%	8.78%	8.99%	8.50%	5.72%	6.75%	7.14%	6.95%	7.46%	7.96%	5.97%	5.64%	6.41%	7.89%	5.10%	7.00%	7.69%	6.16%	6.80%	3.33%	6.14%	6.08%	6.57%	5.69%	7.47%	5.60%	7.70%	7.27%	7.32%	8.09%	6.56%	6.70%	7.14%	7.58%	6.08%	5.79%	6.59%	5.59%	6.46%	6.52%	6.39%	7.70%	9.11%	6.54%	7.04%	7.06%	7.10%	8.39%	7.14%	7.32%	7.99%	9.41%	7.03%	7.77%	6.57%	6.30%	10.34%	7.32%	10.76%	7.30%	7.61%	8.41%	7.69%	7.20%	6.61%	8.29%	9.02%	8.96%	9.86%	7.79%	9.13%	7.04%	7.02%	11.32%	13.89%									
