Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
"Наименование Избирательной комиссии:    Самара, Куйбышевская"																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862					
1	"Число избирателей, внесенных в списки"	59807	2277	2540	1987	2200	1846	1710	1741	138	2303	2269	950	406	1811	1827	2446	1585	1040	1335	2126	2582	2318	2905	2146	2682	2242	2039	2326	1684	2460	1860	418	1608					
2	"Число бюллетеней, полученных участковыми комиссиями"	59198	2285	2342	2010	2195	1835	1670	1750	130	2280	2260	950	414	1820	1800	2460	1625	1037	1374	2200	2570	2370	2635	2090	2749	2264	1899	2199	1650	2480	1850	410	1595					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26365	1031	1139	842	1248	808	844	664	83	970	864	226	163	740	773	1072	725	334	552	936	1165	1043	1667	1037	1621	1010	1119	1030	528	728	616	123	664					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	917	43	21	25	23	38	27	25	5	31	23	19	83	17	19	23	27	23	41	17	29	12	33	19	100	15	54	23	24	37	6	0	35					
6	Число погашенных бюллетеней	31916	1211	1182	1143	924	989	799	1061	42	1279	1373	705	168	1063	1008	1365	873	680	781	1247	1376	1315	935	1034	1028	1239	726	1146	1098	1715	1228	287	896					
7	Число бюллетеней в переносных ящиках для голосования	917	43	21	25	23	38	27	25	5	31	23	19	83	17	19	23	27	23	41	17	29	12	33	19	100	15	54	23	24	37	6	0	35					
8	Число бюллетеней в стационарных ящиках для голосования	26253	1031	1139	842	1248	808	842	664	83	970	863	226	163	739	772	1049	725	334	552	936	1165	1041	1636	1037	1570	1010	1119	1030	528	728	616	123	664					
9	Число недействительных бюллетеней	355	17	14	14	20	5	15	7	1	11	12	4	4	9	9	6	7	0	14	20	14	10	19	10	25	10	18	6	11	11	17	2	13					
10	Число действительных бюллетеней	26815	1057	1146	853	1251	841	854	682	87	990	874	241	242	747	782	1066	745	357	579	933	1180	1043	1650	1046	1645	1015	1155	1047	541	754	605	121	686					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	945	115	15	15	34	15	15	15	5	15	15	5	5	15	15	15	15	34	15	34	15	65	35	115	35	34	35	134	15	15	15	5	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	400	16	13	10	25	15	15	2	0	12	4	2	3	4	6	10	7	4	4	8	10	16	9	18	16	10	33	115	3	4	2	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	157	6	1	2	12	10	4	1	3	2	3	3	3	4	1	5	2	7	3	3	1	1	6	11	8	1	15	19	3	4	7	5	1					
14	Число погашенных открепительных удостоверений	545	99	2	5	9	0	0	13	5	3	11	3	2	11	9	5	8	30	11	26	5	49	26	97	19	24	2	19	12	11	13	5	11					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	"1. ""ЕДИНЕНИЕ"""	503	18	8	6	18	16	13	8	6	12	16	3	5	8	10	5	6	4	8	10	8	12	66	13	102	4	38	47	5	8	12	0	8					
