Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Нытвенская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136					
1	"Число избирателей, внесенных в список избирателей"	37147	1267	1236	1309	1929	2006	1991	1988	219	2245	1070	861	1186	925	1677	1759	1846	1376	995	469	490	560	249	570	1440	1254	1449	712	276	841	399	385	390	992	215	175	396					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37600	1295	1255	1310	1955	2050	1990	2030	220	2285	1075	865	1205	935	1705	1780	1855	1385	1015	500	495	555	250	570	1455	1265	1480	720	280	855	405	380	395	1015	205	175	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14734	419	436	478	925	897	983	834	68	872	361	289	404	289	632	801	932	464	504	201	194	156	107	206	361	495	524	264	93	312	148	131	143	458	97	94	162					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1581	41	37	49	28	35	59	43	22	77	61	40	47	26	38	29	38	22	41	62	45	45	10	30	144	65	83	27	28	115	56	33	43	18	14	16	14					
6	Число погашенных избирательных бюллетеней	21285	835	782	783	1002	1118	948	1153	130	1336	653	536	754	620	1035	950	885	899	470	237	256	354	133	334	950	705	873	429	159	428	201	216	209	539	94	65	214					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1581	41	37	49	28	35	59	43	22	77	61	40	47	26	38	29	38	22	41	62	45	45	10	30	144	65	83	27	28	115	56	33	43	18	14	16	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14731	419	436	478	925	897	983	834	68	872	361	289	404	289	632	800	931	464	504	201	194	156	107	206	361	495	523	264	93	312	148	131	143	458	97	94	162					
9	Число недействительных избирательных бюллетеней	331	7	12	11	14	18	15	24	3	16	6	4	16	6	11	17	36	13	7	1	2	4	0	7	12	10	12	9	4	9	1	1	2	9	4	1	7					
10	Число действительных избирательных бюллетеней	15981	453	461	516	939	914	1027	853	87	933	416	325	435	309	659	812	933	473	538	262	237	197	117	229	493	550	594	282	117	418	203	163	184	467	107	109	169					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	746	30	20	21	25	25	20	25	5	35	15	15	15	15	25	25	25	25	20	20	20	10	15	20	40	35	30	20	15	20	20	20	20	25	5	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	357	23	15	21	20	17	18	23	5	26	6	3	9	5	5	7	8	4	15	20	6	4	4	8	16	5	17	7	0	5	5	4	4	18	2	0	2					
