Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Кулундинская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1875	УИК №1898	УИК №1899	УИК №1906	УИК №1907					
1	"Число избирателей, внесенных в список избирателей"	18927	2780	923	1609	2299	1164	595	82	795	210	230	331	268	1014	121	128	277	432	141	123	281	211	211	335	193	1082	1714	928	151	299					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18970	2800	900	1600	2300	1100	600	120	800	210	220	330	270	1040	120	130	280	450	140	120	290	210	210	330	180	1100	1730	940	150	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9728	1267	501	856	1044	722	317	77	399	117	124	218	172	581	78	106	149	223	79	60	145	158	131	220	165	448	785	441	40	105					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	686	57	16	78	49	38	32	5	40	9	26	28	4	29	19	5	15	18	3	4	24	9	8	16	10	34	34	51	19	6					
6	Число погашенных избирательных бюллетеней	8556	1476	383	666	1207	340	251	38	361	84	70	84	94	430	23	19	116	209	58	56	121	43	71	94	5	618	911	448	91	189					
7	Число избирательных бюллетеней в переносных ящиках для голосования	686	57	16	78	49	38	32	5	40	9	26	28	4	29	19	5	15	18	3	4	24	9	8	16	10	34	34	51	19	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9728	1267	501	856	1044	722	317	77	399	117	124	218	172	581	78	106	149	223	79	60	145	158	131	220	165	448	785	441	40	105					
9	Число недействительных избирательных бюллетеней	194	35	11	14	25	8	3	3	10	3	1	4	4	8	1	1	2	6	2	2	2	2	8	5	4	7	6	12	2	3					
10	Число действительных избирательных бюллетеней	10220	1289	506	920	1068	752	346	79	429	123	149	242	172	602	96	110	162	235	80	62	167	165	131	231	171	475	813	480	57	108					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	194	23	10	11	20	10	4	8	4	3	3	3	3	15	3	3	3	5	3	3	8	3	3	3	3	10	11	10	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	143	21	10	11	20	10	0	4	4	0	1	2	2	14	0	3	0	4	0	0	6	1	0	0	0	10	9	9	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	10	8	6	2	1	1	4	5	0	2	2	2	3	3	2	2	1	2	2	4	1	1	3	3	4	10	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	51	2	0	0	0	0	4	4	0	3	2	1	1	1	3	0	3	1	3	3	2	2	3	3	3	0	2	1	2	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
