Выборы Президента Российской Федерации																																																																																										
Дата голосования: 04.03.2012																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Тарская																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	79																																																																																								
																																																																																										
		Сумма	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670									
1	Число избирателей, включенных в список избирателей	34993	1383	573	664	1301	152	1062	1198	1514	1101	1067	1168	1066	756	719	1144	1477	795	1282	1132	146	55	310	184	35	284	53	234	46	183	104	45	529	106	217	564	167	519	73	659	125	615	159	314	111	124	114	170	139	402	119	52	452	267	88	194	43	637	370	101	309	717	256	159	46	79	701	230	262	441	317	168	1086	407	379	332	23	81	251	86									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	32767	1300	550	600	1200	161	1000	1150	1350	1100	1000	1100	1000	700	700	950	1400	750	1250	950	128	58	320	196	38	294	52	240	56	185	105	47	500	104	220	500	169	500	74	630	120	550	165	300	114	127	115	170	130	380	115	55	380	250	85	200	45	580	350	105	290	650	260	170	44	81	600	200	230	390	300	165	900	360	371	320	24	81	280	88									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	20104	639	242	323	714	126	569	617	875	577	548	732	655	386	395	589	828	457	695	571	95	55	193	110	33	237	41	165	31	127	79	32	358	72	128	337	98	286	52	409	95	378	91	217	63	70	63	96	55	218	68	39	293	136	52	143	35	334	233	60	182	440	185	99	33	56	448	145	134	261	171	151	579	226	244	229	20	55	161	70									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2208	65	21	42	58	26	32	50	61	72	57	52	42	31	23	30	48	30	85	65	32	0	11	32	0	6	2	15	1	21	6	5	19	10	13	33	17	29	4	67	10	25	27	15	8	16	4	9	22	69	13	3	19	33	12	13	0	43	19	20	38	65	40	36	7	7	35	13	8	32	16	0	67	52	117	21	3	8	41	9									
6	Число погашенных избирательных бюллетеней	10455	596	287	235	428	9	399	483	414	451	395	316	303	283	282	331	524	263	470	314	1	3	116	54	5	51	9	60	24	37	20	10	123	22	79	130	54	185	18	154	15	147	47	68	43	41	48	65	53	93	34	13	68	81	21	44	10	203	98	25	70	145	35	35	4	18	117	42	88	97	113	14	254	82	10	70	1	18	78	9									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2208	65	21	42	58	26	32	50	61	72	57	52	42	31	23	30	48	30	85	65	32	0	11	32	0	6	2	15	1	21	6	5	19	10	13	33	17	29	4	67	10	25	27	15	8	16	4	9	22	69	13	3	19	33	12	13	0	43	19	20	38	65	40	36	7	7	35	13	8	32	16	0	67	52	117	21	3	8	41	9									
8	Число бюллетеней в стационарных ящиках для голосования	20102	639	242	323	714	126	569	617	875	577	548	732	655	386	395	589	828	457	695	571	95	55	193	110	33	237	41	165	31	127	79	32	358	72	128	337	98	286	52	409	95	378	91	217	63	70	63	95	55	218	68	39	293	136	52	143	35	334	233	60	182	440	185	99	33	56	448	145	134	261	171	150	579	226	244	229	20	55	161	70									
9	Число недействительных избирательных бюллетеней	303	9	4	6	10	28	6	11	9	7	10	9	10	9	3	5	18	2	4	9	1	0	2	0	0	1	0	1	0	1	0	0	3	0	2	11	2	3	0	5	1	4	3	2	3	0	0	2	0	2	0	0	5	0	0	1	0	3	1	0	3	4	23	0	0	0	2	3	2	3	2	2	7	2	13	4	0	0	3	2									
10	Число действительных избирательных бюллетеней	22007	695	259	359	762	124	595	656	927	642	595	775	687	408	415	614	858	485	776	627	126	55	202	142	33	242	43	179	32	147	85	37	374	82	139	359	113	312	56	471	104	399	115	230	68	86	67	102	77	285	81	42	307	169	64	155	35	374	251	80	217	501	202	135	40	63	481	155	140	290	185	148	639	276	348	246	23	63	199	77									
11	Число полученных открепительных  удостоверений	524	12	5	7	14	0	10	13	17	27	15	25	27	13	10	27	22	10	17	20	0	0	3	1	1	6	1	11	8	10	3	0	12	5	8	8	1	1	1	10	5	5	3	5	1	1	1	1	1	4	0	0	3	0	0	5	2	5	3	5	8	13	1	4	1	1	12	0	1	6	3	0	10	5	3	8	1	1	15	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	484	12	3	7	14	0	10	13	17	27	15	23	27	13	10	27	22	10	17	19	0	0	3	1	0	6	1	11	8	10	2	0	12	5	4	4	1	1	0	10	4	3	2	5	1	0	1	0	0	4	0	0	3	0	0	1	0	5	3	5	6	12	0	4	1	1	12	0	1	4	3	0	5	5	3	8	1	1	15	0									
