Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Гафурийская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748					
1	"Число избирателей, внесенных в списки избирателей"	22564	922	1284	1440	980	512	868	870	769	573	510	180	344	259	468	741	515	314	226	161	370	109	307	302	747	627	551	551	441	452	771	626	450	196	220	177	347	163	820	472	287	701	581	360					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	23094	920	1490	1430	1000	470	900	880	780	580	520	193	348	265	468	760	520	329	230	162	373	110	314	300	790	610	554	563	446	454	784	626	455	197	222	182	360	170	850	484	295	770	580	360					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19932	863	1139	1273	886	445	805	790	548	466	431	134	326	200	432	555	475	265	194	154	350	109	294	261	628	594	540	525	366	399	714	613	405	187	207	173	289	144	735	408	281	587	492	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1837	53	115	52	63	25	54	12	175	74	32	46	18	59	31	85	37	43	32	7	17	0	10	36	100	0	11	7	61	49	57	11	45	9	13	4	24	10	43	64	6	96	86	65					
6	Число погашенных избирательных бюллетеней	1325	4	236	105	51	0	41	78	57	40	57	13	4	6	5	120	8	21	4	1	6	1	10	3	62	16	3	31	19	6	13	2	5	1	2	5	47	16	72	12	8	87	2	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1837	53	115	52	63	25	54	12	175	74	32	46	18	59	31	85	37	43	32	7	17	0	10	36	100	0	11	7	61	49	57	11	45	9	13	4	24	10	43	64	6	96	86	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19932	863	1139	1273	886	445	805	790	548	466	431	134	326	200	432	555	475	265	194	154	350	109	294	261	628	594	540	525	366	399	714	613	405	187	207	173	289	144	735	408	281	587	492	250					
9	Число недействительных избирательных бюллетеней	204	10	3	3	0	11	10	7	0	0	0	0	0	1	19	15	1	0	3	0	0	0	15	2	4	2	1	7	34	8	11	2	2	0	2	0	20	0	8	0	0	0	0	3					
10	Число действительных избирательных бюллетеней	21565	906	1251	1322	949	459	849	795	723	540	463	180	344	258	444	625	511	308	223	161	367	109	289	295	724	592	550	525	393	440	760	622	448	196	218	177	293	154	770	472	287	683	578	312					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	234	8	24	13	12	5	5	9	5	5	7	5	0	3	8	17	2	2	3	0	3	0	3	10	11	5	10	5	3	0	5	5	2	1	0	0	2	8	6	10	0	9	3	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	234	8	24	13	12	5	5	9	5	5	7	5	0	3	8	17	2	2	3	0	3	0	3	10	11	5	10	5	3	0	5	5	2	1	0	0	2	8	6	10	0	9	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	238	3	4	3	8	1	4	2	5	0	0	1	1	1	5	4	4	3	1	1	1	0	1	7	3	3	2	1	1	2	1	3	0	2	0	1	5	1	130	5	0	12	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	1	0	3	0	4	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	145	1	1	3	12	4	0	1	2	2	0	5	0	10	4	8	2	6	2	1	5	0	7	3	12	18	2	3	5	0	0	0	4	0	0	0	4	1	10	2	0	0	0	5					
		0.67%	0.11%	0.08%	0.23%	1.26%	0.85%	0.00%	0.12%	0.28%	0.37%	0.00%	2.78%	0.00%	3.86%	0.86%	1.25%	0.39%	1.95%	0.88%	0.62%	1.36%	0.00%	2.30%	1.01%	1.65%	3.03%	0.36%	0.56%	1.17%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	1.28%	0.65%	1.29%	0.42%	0.00%	0.00%	0.00%	1.59%					
