Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Гафурийская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733					
1	"Число избирателей, внесенных в список избирателей"	24168	994	958	1540	1065	604	534	1193	1020	919	529	682	740	207	177	347	253	529	802	530	338	260	395	116	305	294	411	580	322	570	729	170	285	542	543	492	518	259	193	182	413	183	457	274	292	460	591	371					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24500	1000	960	1555	1075	610	535	1195	1020	1000	530	690	740	208	177	360	250	530	802	530	345	260	385	115	305	295	470	585	320	610	750	170	285	545	540	500	530	260	195	180	415	185	460	275	300	460	605	388					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21243	933	826	1340	963	558	339	1080	718	877	491	597	644	202	151	318	215	515	722	500	293	240	346	108	277	246	332	573	238	536	658	158	267	473	524	440	463	235	169	171	304	156	358	230	261	428	519	251					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1891	61	103	47	51	46	58	29	302	42	17	62	78	3	23	24	35	11	52	27	35	20	22	4	18	31	49	0	46	34	59	7	9	3	6	43	30	18	17	7	40	15	91	44	29	32	66	45					
6	Число погашенных избирательных бюллетеней	1366	6	31	168	61	6	138	86	0	81	22	31	18	3	3	18	0	4	28	3	17	0	17	3	10	18	89	12	36	40	33	5	9	69	10	17	37	7	9	2	71	14	11	1	10	0	20	92					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1891	61	103	47	51	46	58	29	302	42	17	62	78	3	23	24	35	11	52	27	35	20	22	4	18	31	49	0	46	34	59	7	9	3	6	43	30	18	17	7	40	15	91	44	29	32	66	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21231	933	826	1340	963	558	339	1080	718	877	491	597	643	202	151	318	215	515	722	500	293	240	346	108	277	246	332	573	238	536	658	158	267	473	518	440	463	235	169	171	304	156	358	230	261	428	514	251					
9	Число недействительных избирательных бюллетеней	204	6	0	5	16	3	5	0	0	0	0	0	1	0	0	0	1	7	4	0	0	0	0	0	41	2	2	0	1	13	0	1	2	27	11	14	11	3	4	1	3	5	1	0	0	7	5	2					
10	Число действительных избирательных бюллетеней	22918	988	929	1382	998	601	392	1109	1020	919	508	659	720	205	174	342	249	519	770	527	328	260	368	112	254	275	379	573	283	557	717	164	274	449	513	469	482	250	182	177	341	166	448	274	290	453	575	294					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	10	10	17	15	7	6	10	8	10	6	6	6	3	5	5	3	5	8	5	5	5	5	3	3	5	15	5	5	7	7	3	3	6	6	6	6	5	3	3	5	3	5	3	7	5	6	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	162	10	10	15	14	7	3	10	6	9	2	2	3	1	1	1	1	0	7	3	3	2	1	0	2	1	15	0	2	1	4	0	0	0	2	1	1	0	1	0	0	3	3	0	5	4	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	204	1	7	10	7	3	3	4	75	3	0	4	1	3	1	0	3	5	1	3	3	1	2	0	2	1	5	2	6	0	3	2	2	1	0	2	5	5	1	0	3	1	9	3	6	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	128	0	0	2	1	0	3	0	2	1	4	4	3	2	4	4	2	5	1	2	2	3	4	3	1	4	0	5	3	6	3	3	3	6	4	5	5	5	2	3	5	0	2	3	2	1	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	2	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	365	0	3	41	87	3	24	15	2	1	2	0	0	12	0	0	2	0	10	0	2	0	1	4	0	2	4	17	2	19	4	2	0	15	17	1	19	3	10	5	9	0	2	2	0	0	21	2					
		1.58%	0.00%	0.32%	2.96%	8.58%	0.50%	6.05%	1.35%	0.20%	0.11%	0.39%	0.00%	0.00%	5.85%	0.00%	0.00%	0.80%	0.00%	1.29%	0.00%	0.61%	0.00%	0.27%	3.57%	0.00%	0.72%	1.05%	2.97%	0.70%	3.33%	0.56%	1.21%	0.00%	3.15%	3.24%	0.21%	3.85%	1.19%	5.38%	2.81%	2.62%	0.00%	0.45%	0.73%	0.00%	0.00%	3.62%	0.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	845	16	7	117	71	37	27	25	28	31	31	0	25	21	6	8	1	78	91	34	1	23	2	0	14	2	5	14	1	8	1	6	1	13	9	4	4	3	10	1	24	6	2	3	5	20	7	2					
		3.65%	1.61%	0.75%	8.44%	7.00%	6.13%	6.80%	2.25%	2.75%	3.37%	6.10%	0.00%	3.47%	10.24%	3.45%	2.34%	0.40%	14.83%	11.76%	6.45%	0.30%	8.85%	0.54%	0.00%	4.75%	0.72%	1.31%	2.44%	0.35%	1.40%	0.14%	3.64%	0.36%	2.73%	1.72%	0.83%	0.81%	1.19%	5.38%	0.56%	6.98%	3.51%	0.45%	1.09%	1.72%	4.35%	1.21%	0.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	2	1	6	7	0	5	5	0	1	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	3	2	3	1	4	0	0	0	0	3	2	3	2	0	1	1	0	0	2	0	0	2	1					
		0.27%	0.20%	0.11%	0.43%	0.69%	0.00%	1.26%	0.45%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	1.08%	0.52%	0.52%	0.35%	0.70%	0.00%	0.00%	0.00%	0.00%	0.57%	0.41%	0.61%	0.79%	0.00%	0.56%	0.29%	0.00%	0.00%	0.73%	0.00%	0.00%	0.34%	0.34%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3012	77	81	275	214	114	110	227	70	86	15	59	48	0	3	29	13	99	310	54	23	45	55	8	13	12	94	13	32	65	39	20	16	116	77	14	41	18	28	9	51	28	30	13	67	83	16	102					
		13.03%	7.75%	8.72%	19.83%	21.10%	18.87%	27.71%	20.47%	6.86%	9.36%	2.95%	8.95%	6.66%	0.00%	1.72%	8.48%	5.20%	18.82%	40.05%	10.25%	7.01%	17.31%	14.95%	7.14%	4.41%	4.33%	24.67%	2.27%	11.27%	11.40%	5.44%	12.12%	5.80%	24.37%	14.69%	2.90%	8.32%	7.11%	15.05%	5.06%	14.83%	16.37%	6.68%	4.74%	23.10%	18.04%	2.76%	34.46%					
