Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
"Наименование Избирательной комиссии:    Казань, Московская"																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №185	УИК №186	УИК №187					
1	"Число избирателей, внесенных в список избирателей"	99349	1641	2100	2056	2154	2196	2095	2470	2430	2116	2148	1674	1596	1780	1749	2311	2073	1629	2051	1975	2773	2151	2251	1947	1974	2546	1752	1723	2149	2234	2404	2402	2101	2328	2456	2450	2437	2088	2232	2147	2113	1744	2531	2761	2639	2481	1375	370	172	139	235					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	98041	1600	2100	2000	2100	2200	2100	2400	2400	2100	2100	1600	1600	1700	1700	1800	2000	1600	2000	1900	2700	2100	2200	1900	1900	2500	1700	1700	2100	2200	2400	2300	2100	2300	2400	2400	2400	2000	2200	2100	2100	1700	2500	2700	2600	2400	2600	300	170	136	235					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	55572	985	1114	1034	1133	1142	1054	1217	1191	1111	1074	868	887	1017	836	1456	1139	900	1068	1111	1534	874	1241	1053	1522	1398	868	872	1309	1185	1195	1215	1320	1288	1387	1493	1248	1161	1247	981	1195	997	1651	1898	1825	1294	1343	235	94	97	215					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2005	27	14	53	47	65	71	31	51	25	53	20	47	51	56	37	54	17	37	24	30	42	47	56	95	30	52	44	20	72	88	36	39	12	56	26	47	46	22	18	35	9	26	14	43	39	32	15	76	38	20					
6	Число погашенных избирательных бюллетеней	40464	588	972	913	920	993	975	1152	1158	964	973	712	666	632	808	307	807	683	895	765	1136	1184	912	791	283	1072	780	784	771	943	1117	1049	741	1000	957	881	1105	793	931	1101	870	694	823	788	732	1067	1225	50	0	1	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2005	27	14	53	47	65	71	31	51	25	53	20	47	51	56	37	54	17	37	24	30	42	47	56	95	30	52	44	20	72	88	36	39	12	56	26	47	46	22	18	35	9	26	14	43	39	32	15	76	38	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	55502	985	1114	1034	1133	1142	1053	1216	1190	1109	1073	868	887	1017	835	1419	1138	890	1068	1111	1534	874	1240	1049	1521	1398	868	871	1309	1182	1195	1214	1320	1288	1386	1493	1248	1158	1247	981	1195	997	1651	1898	1825	1294	1343	235	94	97	215					
9	Число недействительных избирательных бюллетеней	1338	23	32	30	27	21	34	31	33	31	30	27	32	34	37	27	33	21	26	30	10	28	33	32	53	31	61	32	10	22	10	44	40	26	39	10	34	24	10	29	13	28	17	46	22	18	41	4	7	4	1					
10	Число действительных избирательных бюллетеней	56169	989	1096	1057	1153	1186	1090	1216	1208	1103	1096	861	902	1034	854	1429	1159	886	1079	1105	1554	888	1254	1073	1563	1397	859	883	1319	1232	1273	1206	1319	1274	1403	1509	1261	1180	1259	970	1217	978	1660	1866	1846	1315	1334	246	163	131	234					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2950	50	60	60	60	60	60	80	80	60	60	50	50	50	50	50	50	50	60	50	80	60	60	60	60	80	50	50	60	60	80	80	60	80	80	80	80	50	60	60	60	50	80	90	80	80	80	10	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1378	19	24	14	26	25	30	24	40	33	30	36	16	29	25	25	26	18	30	25	46	34	24	19	26	33	16	23	25	43	41	34	26	33	31	33	25	29	29	31	29	39	40	37	53	39	35	10	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1303	40	22	6	27	19	22	31	43	13	6	21	14	20	20	30	17	45	27	23	15	26	23	22	22	62	22	17	15	26	23	24	28	22	19	0	21	26	18	19	22	23	6	24	51	52	42	19	23	59	86					
14	Число погашенных неиспользованных открепительных удостоверений	1572	31	36	46	34	35	30	56	40	27	30	14	34	21	25	25	24	32	30	25	34	26	36	41	34	47	34	27	35	17	39	46	34	47	49	47	55	21	31	29	31	11	40	53	27	41	45	0	0	0	0					
