Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
"Наименование Избирательной комиссии:    Орск, Октябрьская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, внесенных в списки избирателей"	80450	2712	376	2353	1053	2827	2131	1782	2426	1689	1950	1959	1553	1647	2113	2614	2062	1540	1773	2785	1065	1451	2243	1724	2464	2837	2392	2863	2706	2508	2666	2434	2579	2565	2704	2574	2494	483	2353					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	79152	3000	500	2300	1000	3000	2000	2000	2300	1500	2000	2000	1500	1500	2000	2500	2000	1500	2000	2500	1000	1500	2000	1500	2500	3000	2000	3000	3000	2000	3000	2000	2500	2500	3000	2000	3000	500	2052					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	38217	1603	343	1423	529	1184	861	720	1029	794	883	923	707	624	1051	1235	834	580	880	1222	454	591	883	668	1303	1807	1203	1273	1257	1486	1171	1094	937	1105	1035	1571	1570	247	1137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1246	31	0	54	30	30	67	26	44	21	45	42	34	29	26	39	28	73	29	29	37	44	32	68	64	18	19	22	17	22	25	32	37	25	17	36	31	4	19					
6	Число погашенных избирательных бюллетеней	39689	1366	157	823	441	1786	1072	1254	1227	685	1072	1035	759	847	923	1226	1138	847	1091	1249	509	865	1085	764	1133	1175	778	1705	1726	492	1804	874	1526	1370	1948	393	1399	249	896					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1245	31	0	54	30	30	67	26	44	21	45	41	34	29	26	39	28	73	29	29	37	44	32	68	64	18	19	22	17	22	25	32	37	25	17	36	31	4	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38208	1603	343	1423	529	1184	861	720	1028	794	875	923	707	624	1051	1235	834	580	880	1222	454	591	883	668	1303	1807	1203	1273	1257	1486	1171	1094	937	1105	1035	1571	1570	247	1137					
9	Число недействительных избирательных бюллетеней	412	23	1	72	0	9	7	9	20	10	10	11	4	6	10	10	5	2	13	8	4	6	4	8	21	11	11	15	0	18	14	14	10	9	10	7	14	0	6					
10	Число действительных избирательных бюллетеней	39041	1611	342	1405	559	1205	921	737	1052	805	910	953	737	647	1067	1264	857	651	896	1243	487	629	911	728	1346	1814	1211	1280	1274	1490	1182	1112	964	1121	1042	1600	1587	251	1150					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	457	12	5	12	10	12	12	12	12	12	12	12	12	12	12	17	12	10	12	12	12	12	12	12	12	12	12	15	15	12	12	12	12	12	12	12	12	5	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	261	8	0	6	1	8	10	4	3	7	8	8	2	9	12	10	4	7	8	6	4	8	3	2	7	7	9	13	9	5	8	12	2	9	11	9	2	1	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	207	9	0	1	3	9	14	1	8	3	4	10	9	3	4	1	6	6	2	5	7	8	10	7	10	0	10	9	8	3	4	4	5	6	2	3	5	1	7					
14	Число погашенных неиспользованных открепительных удостоверений	196	4	5	6	9	4	2	8	9	5	4	4	10	3	0	7	8	3	4	6	8	4	9	10	5	5	3	2	6	7	4	0	10	3	1	3	10	4	1					
