Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
"Наименование Избирательной комиссии:    Орск, Октябрьская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252					
1	"Число избирателей, внесенных в список избирателей"	76731	2619	369	2195	1055	2764	1750	1579	2288	1621	1829	1822	1512	1581	1840	2278	1989	1523	1752	2625	1086	1496	2056	1866	2780	2634	2285	2591	2455	2411	2420	2322	2706	2194	2585	2785	2362	509	2197					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	55180	1900	350	1550	950	1950	1200	1150	1600	1150	1300	1300	1100	1100	1300	1600	1450	1100	1250	1850	750	1050	1750	1200	2000	1900	1600	1850	1750	1700	1700	1650	1900	1600	1850	2000	1700	480	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29442	888	309	879	551	934	743	590	790	627	716	727	689	476	894	982	674	465	709	1032	380	479	895	488	1118	943	910	987	1020	869	916	923	802	897	899	1133	996	211	901					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	998	17	0	7	63	28	25	23	34	9	31	30	63	23	10	25	48	37	11	12	43	17	28	179	21	25	18	23	16	15	14	17	20	17	22	10	7	1	9					
6	Число погашенных избирательных бюллетеней	24738	995	41	664	336	987	432	537	776	514	553	543	348	601	396	593	728	598	530	806	327	553	827	533	861	932	672	840	714	816	770	710	1078	686	929	857	697	268	690					
7	Число избирательных бюллетеней в переносных ящиках для голосования	997	17	0	7	63	28	25	23	34	8	31	30	63	23	10	25	48	37	11	12	43	17	28	179	21	25	18	23	16	15	14	17	20	17	22	10	7	1	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29437	888	309	879	551	933	742	589	790	626	716	727	689	476	894	982	674	465	709	1032	380	478	895	488	1118	943	910	987	1020	869	916	923	802	897	899	1133	996	211	901					
9	Число недействительных избирательных бюллетеней	407	17	11	7	11	12	17	11	8	10	4	13	8	8	10	16	7	3	6	7	0	8	9	9	18	23	3	10	19	10	13	11	21	12	4	20	18	1	12					
10	Число действительных избирательных бюллетеней	30027	888	298	879	603	949	750	601	816	624	743	744	744	491	894	991	715	499	714	1037	423	487	914	658	1121	945	925	1000	1017	874	917	929	801	902	917	1123	985	211	898					
