Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Спировская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000					
1	"Число избирателей, внесенных в список"	10778	372	292	143	768	774	714	758	807	728	851	380	110	542	374	124	543	222	314	265	97	541	219	321	519					
2	Число полученных избирательных бюллетеней	10766	354	293	149	765	783	716	755	810	728	854	382	103	545	383	122	530	220	307	260	99	538	221	324	525					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5060	97	94	63	325	356	357	372	381	346	447	157	53	227	183	83	284	95	151	132	66	319	108	125	239					
5	"Число избирательных бюллетеней, выданных вне помещения"	1328	186	95	35	62	37	31	19	34	37	18	43	14	45	88	7	71	69	59	73	13	48	26	114	104					
6	Число погашенных избирательных бюллетеней	4378	71	104	51	378	390	328	364	395	345	389	182	36	273	112	32	175	56	97	55	20	171	87	85	182					
7	Число избирательных бюллетеней в переносных ящиках	1328	186	95	35	62	37	31	19	34	37	18	43	14	45	88	7	71	69	59	73	13	48	26	114	104					
8	Число бюллетеней в стационарных ящиках для голосования	5059	97	94	63	325	356	357	372	381	346	447	157	53	227	183	83	283	95	151	132	66	319	108	125	239					
9	Число недействительных избирательных бюллетеней	42	0	1	0	0	2	3	4	2	6	5	2	0	0	4	1	2	0	3	0	0	4	0	1	2					
10	Число действительных избирательных бюллетеней	6345	283	188	98	387	391	385	387	413	377	460	198	67	272	267	89	352	164	207	205	79	363	134	238	341					
11	Число полученных открепительных  удостоверений	177	6	6	4	12	12	12	12	12	12	12	6	3	8	6	3	8	4	6	4	3	8	4	6	8					
12	Число выданных открепительных удостоверений	45	2	1	1	2	5	0	2	3	2	2	2	0	1	5	0	6	1	0	0	0	2	0	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	73	3	5	0	1	0	4	6	5	4	2	1	6	2	2	1	12	1	4	4	0	3	1	2	4					
14	Число неиспользованных открепительных удостоверений	132	4	5	3	10	7	12	10	9	10	10	4	3	7	1	3	2	3	6	4	3	6	4	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	8	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
