Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Верхнеуфалейская городская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903					
1	"Число избирателей, внесенных в список"	30507	1727	1841	797	585	1416	1624	1517	1953	1736	1529	1679	1220	667	1039	773	984	1113	2004	1167	221	589	178	1091	959	214	222	1043	163	205	251					
2	Число полученных избирательных бюллетеней	28768	1590	1780	735	570	1330	1550	1420	1820	1670	1440	1600	1175	627	985	730	900	1060	1880	1100	206	565	155	1010	875	200	225	980	161	194	235					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	21716	1134	1267	539	478	1045	1163	1108	1299	1297	1112	1214	881	447	740	451	616	834	1365	875	187	510	143	822	678	176	214	735	140	138	108					
5	"Число избирательных бюллетеней, выданных вне помещения"	2313	110	152	99	24	71	135	74	171	101	70	75	78	61	107	146	88	61	91	105	13	17	12	57	97	4	0	121	7	47	119					
6	Число погашенных избирательных бюллетеней	4739	346	361	97	68	214	252	238	350	272	258	311	216	119	138	133	196	165	424	120	6	38	0	131	100	20	11	124	14	9	8					
7	Число избирательных бюллетеней в переносных ящиках	2313	110	152	99	24	71	135	74	171	101	70	75	78	61	107	146	88	61	91	105	13	17	12	57	97	4	0	121	7	47	119					
8	Число бюллетеней в стационарных ящиках для голосования	21713	1134	1267	539	478	1045	1162	1108	1299	1297	1112	1213	881	447	740	451	616	834	1365	875	187	510	143	822	678	176	214	734	140	138	108					
9	Число недействительных избирательных бюллетеней	220	14	17	7	6	19	16	6	10	8	8	12	10	5	1	5	9	14	10	5	3	17	2	10	0	0	0	3	0	1	2					
10	Число действительных избирательных бюллетеней	23806	1230	1402	631	496	1097	1281	1176	1460	1390	1174	1276	949	503	846	592	695	881	1446	975	197	510	153	869	775	180	214	852	147	184	225					
11	Число полученных открепительных  удостоверений	575	26	35	12	22	20	35	30	30	36	27	38	25	12	20	12	10	20	45	15	7	12	7	12	12	7	7	20	7	7	7					
12	Число выданных открепительных удостоверений	363	21	27	4	14	12	30	17	23	29	22	33	16	8	8	8	7	9	30	10	0	7	1	7	6	2	4	5	0	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	303	16	17	8	6	14	12	15	18	20	20	16	14	3	12	12	16	5	19	13	12	3	6	5	4	0	0	8	1	6	2					
14	Число неиспользованных открепительных удостоверений	212	5	8	8	8	8	5	13	7	7	5	5	9	4	12	4	3	11	15	5	7	5	6	5	6	5	3	15	7	6	5					
15	"Число открепительных удостоверений, выданных в ТИК"	14	2	0	0	1	1	0	0	1	1	0	1	2	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	856	31	50	20	20	32	54	53	59	64	60	44	27	12	33	12	24	33	66	38	12	8	2	24	30	13	2	22	1	3	7					
		3.56%	2.49%	3.52%	3.13%	3.98%	2.87%	4.16%	4.48%	4.01%	4.58%	5.08%	3.42%	2.82%	2.36%	3.90%	2.01%	3.41%	3.69%	4.53%	3.88%	6.00%	1.52%	1.29%	2.73%	3.87%	7.22%	0.93%	2.57%	0.68%	1.62%	3.08%					
19	. Малышкин Олег Александрович	795	52	38	22	22	29	30	25	40	39	37	40	37	24	31	19	31	35	79	32	20	28	9	18	18	4	5	16	9	2	4					
		3.31%	4.18%	2.68%	3.45%	4.38%	2.60%	2.31%	2.12%	2.72%	2.79%	3.13%	3.11%	3.86%	4.72%	3.66%	3.18%	4.40%	3.91%	5.43%	3.27%	10.00%	5.31%	5.81%	2.05%	2.32%	2.22%	2.34%	1.87%	6.12%	1.08%	1.76%					
20	. Миронов Сергей Михайлович	194	7	4	14	4	5	19	10	15	7	9	11	9	4	10	3	5	12	15	4	3	7	2	3	7	0	0	4	0	1	0					
		0.81%	0.56%	0.28%	2.19%	0.80%	0.45%	1.46%	0.85%	1.02%	0.50%	0.76%	0.85%	0.94%	0.79%	1.18%	0.50%	0.71%	1.34%	1.03%	0.41%	1.50%	1.33%	1.29%	0.34%	0.90%	0.00%	0.00%	0.47%	0.00%	0.54%	0.00%					
21	. Путин Владимир Владимирович	17631	874	1037	465	324	772	926	846	1114	943	871	961	715	372	632	484	547	667	1007	698	117	382	122	690	634	127	180	654	122	155	193					
		73.38%	70.26%	73.08%	72.88%	64.54%	69.18%	71.40%	71.57%	75.78%	67.45%	73.69%	74.61%	74.56%	73.23%	74.62%	81.07%	77.70%	74.53%	69.16%	71.22%	58.50%	72.49%	78.71%	78.50%	81.81%	70.56%	84.11%	76.49%	82.99%	83.78%	85.02%					
22	. Хакамада Ирина Муцуовна	623	34	34	12	25	27	42	45	35	42	26	33	32	15	26	7	15	19	47	17	4	10	2	24	14	6	4	18	1	4	3					
		2.59%	2.73%	2.40%	1.88%	4.98%	2.42%	3.24%	3.81%	2.38%	3.00%	2.20%	2.56%	3.34%	2.95%	3.07%	1.17%	2.13%	2.12%	3.23%	1.73%	2.00%	1.90%	1.29%	2.73%	1.81%	3.33%	1.87%	2.11%	0.68%	2.16%	1.32%					
23	. Харитонов Николай Михайлович	2750	170	176	83	86	185	149	132	136	204	123	137	90	59	83	63	55	85	135	148	37	56	11	91	61	20	21	111	14	15	14					
		11.45%	13.67%	12.40%	13.01%	17.13%	16.58%	11.49%	11.17%	9.25%	14.59%	10.41%	10.64%	9.38%	11.61%	9.80%	10.55%	7.81%	9.50%	9.27%	15.10%	18.50%	10.63%	7.10%	10.35%	7.87%	11.11%	9.81%	12.98%	9.52%	8.11%	6.17%					
																																					
24	Против всех	957	62	63	15	15	47	61	65	61	91	48	50	39	17	31	4	18	30	97	38	4	19	5	19	11	10	2	27	0	4	4					
		3.98%	4.98%	4.44%	2.35%	2.99%	4.21%	4.70%	5.50%	4.15%	6.51%	4.06%	3.88%	4.07%	3.35%	3.66%	0.67%	2.56%	3.35%	6.66%	3.88%	2.00%	3.61%	3.23%	2.16%	1.42%	5.56%	0.93%	3.16%	0.00%	2.16%	1.76%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
