Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Новодвинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577					
1	"Число избирателей, внесенных в списки избирателей"	33975	2438	2377	2443	2511	2447	2452	2395	2427	2456	2379	2478	2396	2400	2376					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33500	2390	2390	2390	2400	2400	2390	2390	2400	2390	2390	2400	2390	2390	2390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19065	1437	1360	1353	1373	1304	1034	1305	1458	1332	1294	1448	1420	1510	1437					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	377	23	18	35	45	42	26	21	29	27	21	35	28	13	14					
6	Число погашенных избирательных бюллетеней	14058	930	1012	1002	982	1054	1330	1064	913	1031	1075	917	942	867	939					
7	Число избирательных бюллетеней в переносных ящиках для голосования	377	23	18	35	45	42	26	21	29	27	21	35	28	13	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19036	1437	1359	1353	1372	1304	1034	1305	1454	1332	1294	1438	1419	1505	1430					
9	Число недействительных избирательных бюллетеней	167	8	13	15	10	5	6	11	9	13	12	16	6	36	7					
10	Число действительных избирательных бюллетеней	19246	1452	1364	1373	1407	1341	1054	1315	1474	1346	1303	1457	1441	1482	1437					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	490	35	35	35	35	35	35	35	35	35	35	35	35	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	127	11	8	12	14	7	7	4	14	13	7	11	9	2	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	77	8	2	8	7	11	9	1	6	11	4	4	1	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	363	24	27	23	21	28	28	31	21	22	28	24	26	33	27					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	1	0	0	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	1.Политическая партия «Аграрная партия России»	722	63	51	58	45	69	28	42	56	36	56	73	60	39	46					
		3.72%	4.32%	3.70%	4.18%	3.18%	5.13%	2.64%	3.17%	3.78%	2.65%	4.26%	4.96%	4.15%	2.57%	3.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	343	30	28	27	18	19	16	26	28	25	18	16	29	40	23					
		1.77%	2.05%	2.03%	1.95%	1.27%	1.41%	1.51%	1.96%	1.89%	1.84%	1.37%	1.09%	2.00%	2.64%	1.59%					
20	3.Политическая партия «Демократическая партия России»	19	1	2	0	3	2	1	1	2	0	1	1	0	3	2					
		0.10%	0.07%	0.15%	0.00%	0.21%	0.15%	0.09%	0.08%	0.13%	0.00%	0.08%	0.07%	0.00%	0.20%	0.14%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2707	240	212	206	222	202	137	173	196	143	146	171	232	221	206					
		13.94%	16.44%	15.40%	14.84%	15.67%	15.01%	12.92%	13.05%	13.22%	10.52%	11.10%	11.61%	16.03%	14.56%	14.27%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	170	12	11	9	15	8	8	14	24	12	12	5	19	13	8					
		0.88%	0.82%	0.80%	0.65%	1.06%	0.59%	0.75%	1.06%	1.62%	0.88%	0.91%	0.34%	1.31%	0.86%	0.55%					
