Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Целинская районная																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №2580	УИК №2644	УИК №2645					
1	"Число избирателей, внесенных в списки избирателей"	27933	1461	416	177	1969	1789	1866	1349	770	396	1374	387	246	832	1236	326	1016	751	1045	155	985	1111	998	765	1015	318	618	1889	1830	627	216					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	25573	1326	387	160	1669	1792	1710	1204	686	352	1233	342	229	760	1245	291	924	674	959	144	872	995	901	684	914	278	566	1885	1650	522	219					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22423	1043	196	103	1578	1599	1589	865	508	261	1188	334	194	733	1119	267	724	558	909	144	825	892	848	622	714	227	405	1698	1614	462	204					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1324	77	63	18	90	38	25	28	40	19	20	3	9	19	33	5	156	116	0	0	43	87	42	53	144	20	48	44	33	39	12					
6	Число погашенных избирательных бюллетеней	1826	206	128	39	1	155	96	311	138	72	25	5	26	8	93	19	44	0	50	0	4	16	11	9	56	31	113	143	3	21	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1324	77	63	18	90	38	25	28	40	19	20	3	9	19	33	5	156	116	0	0	43	87	42	53	144	20	48	44	33	39	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22423	1043	196	103	1578	1599	1589	865	508	261	1188	334	194	733	1119	267	724	558	909	144	825	892	848	622	714	227	405	1698	1614	462	204					
9	Число недействительных избирательных бюллетеней	51	6	1	0	5	6	8	4	1	0	3	1	0	0	0	0	2	0	0	0	4	3	0	2	0	2	0	2	0	1	0					
10	Число действительных избирательных бюллетеней	23696	1114	258	121	1663	1631	1606	889	547	280	1205	336	203	752	1152	272	878	674	909	144	864	976	890	673	858	245	453	1740	1647	500	216					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	499	15	15	15	24	24	24	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	24	24	15	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	169	4	8	0	13	18	19	15	0	0	13	3	1	5	10	1	4	5	11	1	1	6	3	2	4	3	5	7	6	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	91	7	1	1	6	4	6	2	3	3	3	2	2	5	3	1	0	1	1	1	3	6	2	3	2	3	2	5	3	3	7					
14	Число погашенных неиспользованных открепительных удостоверений	330	11	7	15	11	6	5	0	15	15	2	12	14	10	5	14	11	10	4	14	14	9	12	13	11	12	10	17	18	15	18					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
