Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Яшкинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742					
1	"Число избирателей, внесенных в список избирателей"	21341	3105	1968	1267	1741	1029	234	763	642	133	231	59	588	386	287	78	1139	435	98	268	119	852	67	143	555	149	903	110	173	795	89	865	687	426	401	435	121					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22500	3000	2000	1300	1820	1000	250	800	720	160	265	75	800	450	350	80	1250	550	110	340	150	920	70	160	600	160	1020	130	220	800	90	900	500	440	420	450	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16486	2756	1919	691	998	796	164	657	415	97	194	55	481	290	193	78	871	387	86	169	115	593	55	127	328	103	584	93	142	641	84	759	448	346	293	382	96					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1946	161	49	145	323	160	30	81	26	9	11	0	107	32	43	0	80	48	12	86	0	46	8	0	62	15	97	8	15	64	4	71	39	34	40	24	16					
6	Число погашенных избирательных бюллетеней	4068	83	32	464	499	44	56	62	279	54	60	20	212	128	114	2	299	115	12	85	35	281	7	33	210	42	339	29	63	95	2	70	13	60	87	44	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1946	161	49	145	323	160	30	81	26	9	11	0	107	32	43	0	80	48	12	86	0	46	8	0	62	15	97	8	15	64	4	71	39	34	40	24	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16485	2756	1919	691	998	796	164	657	415	97	194	55	481	290	193	78	871	387	86	169	115	593	55	127	328	103	584	93	142	641	84	759	447	346	293	382	96					
9	Число недействительных избирательных бюллетеней	230	6	4	0	41	0	0	0	8	8	6	0	0	6	5	0	11	3	11	3	0	50	1	1	0	0	1	0	17	0	11	15	3	10	3	6	0					
10	Число действительных избирательных бюллетеней	18201	2911	1964	836	1280	956	194	738	433	98	199	55	588	316	231	78	940	432	87	252	115	589	62	126	390	118	680	101	140	705	77	815	483	370	330	400	112					
