Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Уватская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14844	416	150	427	290	1190	2228	486	409	240	1982	2067	370	252	359	249	1390	119	1987	233									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14472	403	150	443	282	1160	2161	460	401	234	1931	2040	363	240	372	237	1345	117	1906	227									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	426	22	0	0	0	1	23	0	10	0	85	268	0	0	1	0	10	0	6	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12438	361	136	309	271	1058	2048	450	347	192	1470	1381	346	193	251	227	1251	111	1856	180									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	309	15	10	87	8	14	27	3	23	29	31	11	5	7	8	4	21	2	2	2									
6	Число погашенных избирательных бюллетеней	1299	5	4	47	3	87	63	7	21	13	345	380	12	40	112	6	63	4	42	45									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	735	37	10	87	8	15	50	3	33	29	116	279	5	7	9	4	31	2	8	2									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12436	361	136	309	271	1058	2047	450	347	192	1470	1381	346	192	251	227	1251	111	1856	180									
9	Число недействительных избирательных бюллетеней	130	1	0	5	1	22	39	2	8	3	12	13	3	3	10	0	5	0	0	3									
10	Число действительных избирательных бюллетеней	13041	397	146	391	278	1051	2058	451	372	218	1574	1647	348	196	250	231	1277	113	1864	179									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	780	15	10	35	10	100	150	35	30	5	70	70	20	30	30	30	35	10	60	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	365	9	10	35	4	41	56	5	18	5	15	34	12	3	29	4	27	4	36	18									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	2	2	1	2	10	12	19	8	1	6	33	0	1	3	4	12	0	23	18									
14	Число погашенных неиспользованных открепительных удостоверений	415	6	0	0	6	59	94	30	12	0	55	36	8	27	1	26	8	6	24	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	0	0	0	3	9	4	0	0	3	3	0	0	0	0	0	2	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	33	0	1	3	1	1	12	2	2	0	2	2	0	1	4	0	1	0	0	1									
		0.25%	0.00%	0.68%	0.76%	0.36%	0.09%	0.57%	0.44%	0.53%	0.00%	0.13%	0.12%	0.00%	0.50%	1.54%	0.00%	0.08%	0.00%	0.00%	0.55%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	65	2	1	4	1	8	8	5	0	3	7	4	2	7	6	2	2	0	2	1									
		0.49%	0.50%	0.68%	1.01%	0.36%	0.75%	0.38%	1.10%	0.00%	1.36%	0.44%	0.24%	0.57%	3.52%	2.31%	0.87%	0.16%	0.00%	0.11%	0.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	175	3	130	3	0	8	6	2	1	5	1	1	1	6	1	1	1	0	3	2									
		1.33%	0.75%	89.04%	0.76%	0.00%	0.75%	0.29%	0.44%	0.26%	2.26%	0.06%	0.06%	0.28%	3.02%	0.38%	0.43%	0.08%	0.00%	0.16%	1.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10571	347	0	331	240	925	1778	389	320	178	1126	1236	292	102	123	206	1104	102	1664	108									
		80.26%	87.19%	0.00%	83.59%	86.02%	86.21%	84.79%	85.87%	84.21%	80.54%	70.99%	74.46%	83.19%	51.26%	47.31%	89.18%	86.12%	90.27%	89.27%	59.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	1	0	1	0	6	5	6	0	0	0	0	0	1	2	0	6	0	1	1									
		0.23%	0.25%	0.00%	0.25%	0.00%	0.56%	0.24%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.77%	0.00%	0.47%	0.00%	0.05%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	6	0	0	1	6	0	0	0	2	0	0	0	2	0	2	0	0	0									
		0.14%	0.00%	4.11%	0.00%	0.00%	0.09%	0.29%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.77%	0.00%	0.16%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	693	20	0	35	13	35	96	17	17	19	61	58	15	66	74	11	44	5	66	41									
		5.26%	5.03%	0.00%	8.84%	4.66%	3.26%	4.58%	3.75%	4.47%	8.60%	3.85%	3.49%	4.27%	33.17%	28.46%	4.76%	3.43%	4.42%	3.54%	22.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	1	1	0	0	3	5	3	0	2	0	1	0	0	1	0	2	0	0	0									
		0.14%	0.25%	0.68%	0.00%	0.00%	0.28%	0.24%	0.66%	0.00%	0.90%	0.00%	0.06%	0.00%	0.00%	0.38%	0.00%	0.16%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	1	0	1	1	5	11	5	0	0	0	2	0	1	0	0	2	0	0	3									
		0.24%	0.25%	0.00%	0.25%	0.36%	0.47%	0.52%	1.10%	0.00%	0.00%	0.00%	0.12%	0.00%	0.50%	0.00%	0.00%	0.16%	0.00%	0.00%	1.65%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	0	5	1	0	0	0	1	0	0	1	0	2	0	0	0									
		0.08%	0.25%	0.00%	0.00%	0.00%	0.00%	0.24%	0.22%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.38%	0.00%	0.16%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	0	6	3	1	1	10	6	1	0	5	3	2	0	0	0	2	0	2	1									
		0.33%	0.00%	4.11%	0.76%	0.36%	0.09%	0.48%	1.32%	0.26%	0.00%	0.32%	0.18%	0.57%	0.00%	0.00%	0.00%	0.16%	0.00%	0.11%	0.55%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	344	9	0	6	7	22	50	4	11	9	41	37	11	7	30	8	34	5	43	10									
		2.61%	2.26%	0.00%	1.52%	2.51%	2.05%	2.38%	0.88%	2.89%	4.07%	2.59%	2.23%	3.13%	3.52%	11.54%	3.46%	2.65%	4.42%	2.31%	5.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	1	1	0	1	1	8	0	1	0	2	5	1	2	0	0	4	0	1	0									
		0.21%	0.25%	0.68%	0.00%	0.36%	0.09%	0.38%	0.00%	0.26%	0.00%	0.13%	0.30%	0.28%	1.01%	0.00%	0.00%	0.31%	0.00%	0.05%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	978	11	0	4	13	35	58	11	19	2	327	297	24	3	6	3	71	1	82	11									
		7.43%	2.76%	0.00%	1.01%	4.66%	3.26%	2.77%	2.43%	5.00%	0.90%	20.62%	17.89%	6.84%	1.51%	2.31%	1.30%	5.54%	0.88%	4.40%	6.04%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
