Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Белогорская городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91					
1	"Число избирателей, внесенных в список избирателей"	52546	2328	1758	1549	1400	2146	2253	2996	2400	2083	2396	2707	2376	1895	1832	2421	2261	1388	2661	1574	1684	2873	2133	1869	406	1185	443	371	1103	55					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48624	2201	1696	1428	1332	2018	2272	2585	2138	1818	2200	2461	2124	1661	1828	2180	2076	1065	2451	1320	1513	2684	1914	1813	390	1105	405	377	1369	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	24419	1158	1005	738	702	884	1225	1187	907	979	1031	1345	939	1007	748	1011	825	800	1184	629	591	1443	1145	1005	162	334	254	203	923	55					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1020	39	30	27	21	135	116	197	20	30	38	38	28	26	7	41	46	10	31	17	3	21	15	19	4	17	42	1	1	0					
6	Число погашенных избирательных бюллетеней	23184	1004	661	663	609	998	931	1201	1211	809	1131	1078	1157	628	1073	1128	1205	255	1236	674	919	1220	754	789	224	754	109	173	445	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1020	39	30	27	21	135	116	197	20	30	38	38	28	26	7	41	46	10	31	17	3	21	15	19	4	17	42	1	1	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24419	1158	1005	738	702	884	1225	1187	907	979	1031	1345	939	1007	748	1011	825	800	1184	629	591	1443	1145	1005	162	334	254	203	923	55					
9	Число недействительных избирательных бюллетеней	363	12	21	10	9	14	18	15	16	14	17	27	13	13	10	14	15	5	23	7	8	16	12	13	1	3	26	3	8	0					
10	Число действительных избирательных бюллетеней	25076	1185	1014	755	714	1005	1323	1369	911	995	1052	1356	954	1020	745	1038	856	805	1192	639	586	1448	1148	1011	165	348	270	201	916	55					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1004	48	41	44	47	62	63	62	32	32	38	35	48	35	42	57	45	15	32	23	28	30	37	40	13	25	4	8	18	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	935	47	37	33	40	62	62	62	32	27	34	34	46	35	38	56	45	15	31	22	28	29	37	37	9	21	0	4	12	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1292	9	20	15	9	11	19	135	73	144	95	138	10	12	39	45	56	36	62	6	8	119	82	56	5	4	3	8	45	28					
14	Число погашенных неиспользованных открепительных удостоверений	69	1	4	11	7	0	1	0	0	5	4	1	2	0	4	1	0	0	1	1	0	1	0	3	4	4	4	4	6	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	336	26	8	6	5	17	20	5	8	8	10	35	21	11	24	28	15	3	8	16	15	0	2	4	4	9	1	25	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2861	174	160	86	101	107	220	170	91	93	148	135	90	103	88	139	107	39	120	59	54	159	126	112	14	34	41	25	61	5					
		11.25%	14.54%	15.46%	11.24%	13.97%	10.50%	16.41%	12.28%	9.82%	9.22%	13.84%	9.76%	9.31%	9.97%	11.66%	13.21%	12.28%	4.81%	9.88%	9.13%	9.09%	10.86%	10.86%	10.94%	8.43%	9.69%	13.85%	12.25%	6.60%	9.09%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5168	229	175	163	123	155	238	275	209	207	222	231	184	236	137	199	159	230	266	143	150	308	258	211	48	82	39	22	251	18					
		20.32%	19.13%	16.91%	21.31%	17.01%	15.21%	17.75%	19.87%	22.55%	20.52%	20.77%	16.70%	19.03%	22.85%	18.15%	18.92%	18.25%	28.40%	21.89%	22.14%	25.25%	21.04%	22.24%	20.61%	28.92%	23.36%	13.18%	10.78%	27.16%	32.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	527	39	27	19	13	26	27	21	22	12	20	32	22	9	18	18	10	12	17	13	35	28	42	15	1	6	13	1	9	0					
		2.07%	3.26%	2.61%	2.48%	1.80%	2.55%	2.01%	1.52%	2.37%	1.19%	1.87%	2.31%	2.28%	0.87%	2.38%	1.71%	1.15%	1.48%	1.40%	2.01%	5.89%	1.91%	3.62%	1.46%	0.60%	1.71%	4.39%	0.49%	0.97%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4731	294	250	169	187	302	337	265	153	185	156	241	181	140	145	157	151	58	207	98	96	300	234	195	17	64	29	34	76	10					
		18.60%	24.56%	24.15%	22.09%	25.86%	29.64%	25.13%	19.15%	16.50%	18.33%	14.59%	17.43%	18.72%	13.55%	19.21%	14.92%	17.34%	7.16%	17.04%	15.17%	16.16%	20.49%	20.17%	19.04%	10.24%	18.23%	9.80%	16.67%	8.23%	18.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	479	30	22	24	24	34	35	27	20	28	9	45	12	10	14	18	17	7	15	11	3	27	19	0	0	8	6	1	10	3					
		1.88%	2.51%	2.13%	3.14%	3.32%	3.34%	2.61%	1.95%	2.16%	2.78%	0.84%	3.25%	1.24%	0.97%	1.85%	1.71%	1.95%	0.86%	1.23%	1.70%	0.51%	1.84%	1.64%	0.00%	0.00%	2.28%	2.03%	0.49%	1.08%	5.45%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11146	413	377	289	260	373	454	604	412	463	491	656	462	516	339	494	407	453	561	309	246	619	465	476	84	153	134	116	502	18					
		43.81%	34.50%	36.43%	37.78%	35.96%	36.60%	33.86%	43.64%	44.44%	45.89%	45.93%	47.43%	47.78%	49.95%	44.90%	46.96%	46.73%	55.93%	46.17%	47.83%	41.41%	42.28%	40.09%	46.48%	50.60%	43.59%	45.27%	56.86%	54.33%	32.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	164	6	3	5	6	8	12	7	4	7	6	16	3	6	4	13	5	6	6	6	2	7	4	2	1	1	8	2	7	1					
		0.64%	0.50%	0.29%	0.65%	0.83%	0.79%	0.89%	0.51%	0.43%	0.69%	0.56%	1.16%	0.31%	0.58%	0.53%	1.24%	0.57%	0.74%	0.49%	0.93%	0.34%	0.48%	0.34%	0.20%	0.60%	0.28%	2.70%	0.98%	0.76%	1.82%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
