Выборы Президента Российской Федерации																																																					
																																																					
"Наименование Избирательной комиссии:    Чебоксары, Ленинская"																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877					
1	"Число избирателей, внесенных в список"	95490	1866	1472	1261	2232	2230	2786	1706	2056	2761	1763	2455	2146	1592	2291	2629	2023	2715	2377	2525	2034	2419	1488	2709	2686	2757	2564	2819	1697	2448	2032	2616	2565	2836	2686	2768	2570	1800	2022	1902	1908	2546	2109	206	189	93	135					
2	Число полученных избирательных бюллетеней	88620	1700	1400	1200	2000	2100	2600	1500	1900	2600	1600	2300	2000	1400	2100	2500	1900	2600	2200	2400	1900	2300	1400	2600	2500	2600	2400	2600	1500	2300	1800	2400	2400	2600	2500	2600	2400	1600	1800	1700	1700	2300	1900	220	200	150	250					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	59194	1103	973	1007	1393	1485	1788	1108	1224	1787	1023	1447	1281	981	1360	1746	1225	1706	1445	1670	1185	1511	916	1695	1623	1652	1602	1650	1133	1500	1397	1656	1604	1686	1753	1686	1447	986	1049	1117	1132	1572	1302	196	175	86	131					
5	"Число избирательных бюллетеней, выданных вне помещения"	1078	32	26	14	77	29	19	41	43	40	37	29	39	25	6	2	27	17	24	25	27	20	15	23	39	15	27	37	13	17	13	11	29	17	9	10	44	29	46	15	12	12	16	10	14	6	0					
6	Число погашенных избирательных бюллетеней	28348	565	401	179	530	586	793	351	633	773	540	824	680	394	734	752	648	877	731	705	688	769	469	882	838	933	771	913	354	783	390	733	767	897	738	904	909	585	705	568	556	716	582	14	11	58	119					
7	Число избирательных бюллетеней в переносных ящиках	1078	32	26	14	77	29	19	41	43	40	37	29	39	25	6	2	27	17	24	25	27	20	15	23	39	15	27	37	13	17	13	11	29	17	9	10	44	29	46	15	12	12	16	10	14	6	0					
8	Число бюллетеней в стационарных ящиках для голосования	59165	1092	971	1005	1393	1485	1788	1108	1223	1787	1022	1446	1281	980	1360	1746	1225	1706	1445	1670	1185	1511	916	1695	1623	1652	1602	1650	1132	1500	1397	1654	1602	1686	1753	1686	1442	986	1049	1117	1132	1572	1302	196	175	86	131					
9	Число недействительных избирательных бюллетеней	755	9	3	2	10	12	11	8	20	31	3	15	18	6	14	21	22	25	9	16	11	18	13	28	10	38	27	11	17	25	15	11	20	10	60	22	16	17	16	19	24	33	23	1	2	0	13					
10	Число действительных избирательных бюллетеней	59488	1115	994	1017	1460	1502	1796	1141	1246	1796	1056	1460	1302	999	1352	1727	1230	1698	1460	1679	1201	1513	918	1690	1652	1629	1602	1676	1128	1492	1395	1654	1611	1693	1702	1674	1470	998	1079	1113	1120	1551	1295	205	187	92	118					
11	Число полученных открепительных  удостоверений	3430	50	50	110	80	80	100	60	70	100	60	90	80	60	80	100	70	100	100	90	70	80	50	100	90	100	90	100	60	90	80	90	90	100	90	100	90	60	70	70	70	90	70	0	0	0	0					
12	Число выданных открепительных удостоверений	1646	30	29	76	23	35	44	32	29	58	14	68	42	31	25	37	24	63	36	36	34	49	27	51	53	50	41	47	30	42	46	43	39	51	77	49	31	20	22	28	21	36	27	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1607	35	24	32	26	22	16	61	30	43	31	32	30	49	18	21	24	20	26	16	13	14	14	23	24	19	26	12	51	22	69	27	20	21	35	27	22	12	19	13	24	19	20	196	114	80	115					
14	Число неиспользованных открепительных удостоверений	1784	20	21	34	57	45	56	28	41	42	46	22	38	29	55	63	46	37	64	54	36	31	23	49	37	50	49	53	30	48	34	47	51	49	13	51	59	40	48	42	49	54	43	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	70	1	2	0	1	0	2	1	0	1	1	4	3	1	0	1	2	2	0	0	0	3	1	4	0	3	2	3	2	0	3	2	3	5	3	0	2	3	6	1	1	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	2262	45	76	11	73	55	83	42	52	77	44	44	42	31	36	68	47	62	62	71	52	65	27	56	83	50	82	72	35	43	60	69	65	68	38	48	75	34	26	49	39	47	49	4	3	1	1					
		3.75%	4.00%	7.62%	1.08%	4.97%	3.63%	4.59%	3.66%	4.11%	4.21%	4.15%	2.98%	3.18%	3.08%	2.64%	3.89%	3.75%	3.60%	4.22%	4.19%	4.29%	4.25%	2.90%	3.26%	4.99%	3.00%	5.03%	4.27%	3.06%	2.83%	4.26%	4.14%	3.99%	3.99%	2.16%	2.83%	5.05%	3.35%	2.37%	4.33%	3.41%	2.97%	3.72%	1.94%	1.59%	1.09%	0.76%					
19	. Малышкин Олег Александрович	937	14	11	12	20	21	24	18	21	30	18	20	21	7	29	36	16	24	23	27	21	16	13	32	14	34	28	22	13	21	14	30	22	24	32	47	32	18	22	21	17	27	22	1	1	1	0					
		1.56%	1.25%	1.10%	1.18%	1.36%	1.39%	1.33%	1.57%	1.66%	1.64%	1.70%	1.36%	1.59%	0.70%	2.12%	2.06%	1.28%	1.39%	1.57%	1.59%	1.73%	1.05%	1.40%	1.86%	0.84%	2.04%	1.72%	1.30%	1.14%	1.38%	0.99%	1.80%	1.35%	1.41%	1.82%	2.77%	2.15%	1.77%	2.01%	1.86%	1.49%	1.70%	1.67%	0.49%	0.53%	1.09%	0.00%					
20	. Миронов Сергей Михайлович	353	9	4	11	6	7	9	11	8	7	6	8	4	2	7	10	8	11	7	15	10	11	11	7	12	11	13	7	5	5	6	8	18	9	6	11	12	7	4	8	1	6	12	2	1	0	0					
		0.59%	0.80%	0.40%	1.08%	0.41%	0.46%	0.50%	0.96%	0.63%	0.38%	0.57%	0.54%	0.30%	0.20%	0.51%	0.57%	0.64%	0.64%	0.48%	0.88%	0.83%	0.72%	1.18%	0.41%	0.72%	0.66%	0.80%	0.41%	0.44%	0.33%	0.43%	0.48%	1.10%	0.53%	0.34%	0.65%	0.81%	0.69%	0.37%	0.71%	0.09%	0.38%	0.91%	0.97%	0.53%	0.00%	0.00%					
