Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
"Наименование Избирательной комиссии:    Орск, Советская"																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1284	УИК №1285	УИК №1286	УИК №1287	УИК №1288	УИК №1289	УИК №1290	УИК №1291	УИК №1292	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	57520	812	982	949	1135	1523	1685	1107	1536	638	1395	2077	1669	1821	1420	1511	2019	2164	433	1405	1619	1982	2037	1478	2257	1975	2223	2252	1100	1080	2011	1111	1627	250	2003	1362	2182	514	778	245	245	908									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44721	850	900	750	800	1150	1450	800	1250	500	950	1550	1450	1350	1100	1100	1600	1700	350	900	1150	1500	1550	1050	1650	1450	1700	1800	800	800	1500	800	1250	251	1550	1050	1500	550	900	250	270	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	17100	315	310	195	271	462	527	216	466	173	327	614	727	606	483	456	688	679	116	277	310	555	412	446	701	424	665	711	295	257	626	242	501	128	513	334	371	514	446	185	191	365									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1950	106	24	75	60	67	44	44	27	38	34	29	23	18	27	34	33	15	8	46	62	66	49	44	36	51	121	27	50	35	41	92	43	122	77	30	49	0	67	25	12	99									
6	Число погашенных избирательных бюллетеней	25671	429	566	480	469	621	879	540	757	289	589	907	700	726	590	610	879	1006	226	577	778	879	1089	560	913	975	914	1062	455	508	833	466	706	1	960	686	1080	36	387	40	67	436									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1950	106	24	75	60	67	44	44	27	38	34	29	23	18	27	34	33	15	8	46	62	66	49	44	36	51	121	27	50	35	41	92	43	122	77	30	49	0	67	25	12	99									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	17100	315	310	195	271	462	527	216	466	173	327	614	727	606	483	456	688	679	116	277	310	555	412	446	701	424	665	711	295	257	626	242	501	128	513	334	371	514	446	185	191	365									
9	Число недействительных избирательных бюллетеней	669	2	6	7	6	23	19	5	20	4	10	26	29	11	20	22	21	25	6	6	9	19	11	11	23	19	15	32	10	6	25	26	38	9	10	31	27	24	24	0	0	32									
10	Число действительных избирательных бюллетеней	18381	419	328	263	325	506	552	255	473	207	351	617	721	613	490	468	700	669	118	317	363	602	450	479	714	456	771	706	335	286	642	308	506	241	580	333	393	490	489	210	203	432									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	712	20	23	10	17	10	15	10	10	10	10	22	19	21	20	20	30	29	10	10	14	20	10	11	20	15	20	11	5	6	20	10	20	0	24	10	20	0	60	25	25	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	638	20	23	5	13	9	7	8	9	10	9	20	17	21	18	16	30	29	3	10	14	20	7	11	11	10	19	11	5	6	17	8	20	0	21	8	13	0	60	25	25	50									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	594	0	12	11	3	14	17	7	13	8	3	7	11	11	8	6	16	23	4	10	14	13	10	23	7	13	11	17	8	12	17	9	15	0	8	1	6	223	1	0	0	2									
14	Число погашенных неиспользованных открепительных удостоверений	74	0	0	5	4	1	8	2	1	0	1	2	2	0	2	4	0	0	7	0	0	0	3	0	9	5	1	0	0	0	3	2	0	0	3	2	7	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	88	1	4	0	2	2	3	0	2	1	2	2	3	5	0	1	5	8	3	1	2	5	1	2	2	1	1	4	0	5	2	1	0	0	6	2	4	0	0	0	4	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	233	0	4	3	4	1	10	2	9	3	7	11	13	7	8	8	14	13	0	2	7	8	6	7	7	2	14	9	1	1	7	10	4	0	6	2	4	8	3	7	0	1									
		1.22%	0.00%	1.20%	1.11%	1.21%	0.19%	1.75%	0.77%	1.83%	1.42%	1.94%	1.71%	1.73%	1.12%	1.57%	1.63%	1.94%	1.87%	0.00%	0.62%	1.88%	1.29%	1.30%	1.43%	0.95%	0.42%	1.78%	1.22%	0.29%	0.34%	1.05%	2.99%	0.74%	0.00%	1.02%	0.55%	0.95%	1.56%	0.58%	3.33%	0.00%	0.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	621	4	9	12	12	13	21	12	9	3	6	25	23	13	22	15	33	28	2	14	14	13	15	18	29	13	28	18	14	11	22	16	23	1	25	18	16	13	15	6	3	14									
		3.26%	0.95%	2.69%	4.44%	3.63%	2.46%	3.68%	4.62%	1.83%	1.42%	1.66%	3.89%	3.07%	2.08%	4.31%	3.06%	4.58%	4.03%	1.61%	4.33%	3.76%	2.09%	3.25%	3.67%	3.93%	2.74%	3.56%	2.44%	4.06%	3.77%	3.30%	4.79%	4.23%	0.40%	4.24%	4.95%	3.81%	2.53%	2.92%	2.86%	1.48%	3.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	484	1	6	8	17	10	5	7	14	3	9	20	25	20	20	17	21	17	6	3	12	22	7	17	23	16	20	23	5	3	17	12	12	7	13	5	6	14	10	1	2	8									
		2.54%	0.24%	1.80%	2.96%	5.14%	1.89%	0.88%	2.69%	2.84%	1.42%	2.49%	3.11%	3.33%	3.21%	3.92%	3.47%	2.91%	2.45%	4.84%	0.93%	3.23%	3.54%	1.52%	3.47%	3.12%	3.37%	2.54%	3.12%	1.45%	1.03%	2.55%	3.59%	2.21%	2.80%	2.20%	1.37%	1.43%	2.72%	1.95%	0.48%	0.99%	1.72%									
