Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Гагинская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №2500					
1	"Число избирателей, внесенных в списки избирателей"	11065	694	1082	995	276	107	167	97	213	293	307	101	271	71	64	560	85	249	529	99	102	110	326	151	121	309	45	58	484	184	42	293	188	55	290	167	202	596	119	361	602					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10035	630	1010	875	250	95	145	85	195	260	280	90	245	70	60	500	80	220	490	95	90	105	300	135	110	280	45	50	440	165	40	260	170	50	265	150	180	545	110	330	540					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7006	406	642	556	162	58	106	56	161	212	178	54	183	61	47	342	33	159	376	87	75	98	209	115	97	193	40	38	323	125	32	201	102	34	184	85	141	360	84	226	365					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	733	19	16	26	20	17	19	7	7	14	24	30	56	6	7	55	26	20	31	5	13	2	25	0	0	23	3	8	50	10	0	19	35	9	21	17	9	42	6	28	8					
6	Число погашенных избирательных бюллетеней	2296	205	352	293	68	20	20	22	27	34	78	6	6	3	6	103	21	41	83	3	2	5	66	20	13	64	2	4	67	30	8	40	33	7	60	48	30	143	20	76	167					
7	Число избирательных бюллетеней в переносных ящиках для голосования	733	19	16	26	20	17	19	7	7	14	24	30	56	6	7	55	26	20	31	5	13	2	25	0	0	23	3	8	50	10	0	19	35	9	21	17	9	42	6	28	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7006	406	642	556	162	58	106	56	161	212	178	54	183	61	47	342	33	159	376	87	75	98	209	115	97	193	40	38	323	125	32	201	102	34	184	85	141	360	84	226	365					
9	Число недействительных избирательных бюллетеней	112	3	7	11	6	3	2	1	1	2	2	2	8	0	2	12	0	5	0	4	0	0	3	2	1	2	0	1	8	6	3	0	2	0	3	1	2	3	0	1	3					
10	Число действительных избирательных бюллетеней	7627	422	651	571	176	72	123	62	167	224	200	82	231	67	52	385	59	174	407	88	88	100	231	113	96	214	43	45	365	129	29	220	135	43	202	101	148	399	90	253	370					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	480	30	40	40	10	10	10	5	10	10	10	5	10	5	5	20	5	10	20	5	5	10	15	10	10	10	5	5	20	10	5	10	10	5	10	10	10	20	5	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	106	17	17	14	2	0	0	1	2	0	4	1	0	0	0	5	0	0	5	2	0	0	3	0	0	4	0	1	1	0	0	0	5	0	2	0	0	5	0	8	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	69	6	6	5	1	1	4	3	1	3	1	0	2	1	1	2	1	1	2	0	0	1	0	1	0	5	4	1	2	3	0	2	2	0	1	1	2	1	0	2	0					
