Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Лахденпохская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №249	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №266	УИК №267					
1	"Число избирателей, внесенных в списки избирателей"	12703	1592	1220	862	957	654	638	1056	494	119	662	163	547	350	204	892	241	59	167	85	774	360	170	437					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12250	1500	1200	800	900	600	600	900	500	100	650	150	500	450	250	850	250	100	150	100	750	350	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6635	795	616	485	503	302	260	524	252	69	405	101	297	208	109	446	163	28	83	47	429	202	88	223					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	353	17	14	10	23	8	17	10	21	10	12	0	12	28	0	76	5	12	14	10	28	7	9	10					
6	Число погашенных избирательных бюллетеней	5262	688	570	305	374	290	323	366	227	21	233	49	191	214	141	328	82	60	53	43	293	141	103	167					
7	Число избирательных бюллетеней в переносных ящиках для голосования	353	17	14	10	23	8	17	10	21	10	12	0	12	28	0	76	5	12	14	10	28	7	9	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6634	795	616	485	502	302	260	524	252	69	405	101	297	208	109	446	163	28	83	47	429	202	88	223					
9	Число недействительных избирательных бюллетеней	68	8	4	8	7	0	2	3	6	1	2	1	4	2	0	6	1	1	0	0	6	2	4	0					
10	Число действительных избирательных бюллетеней	6919	804	626	487	518	310	275	531	267	78	415	100	305	234	109	516	167	39	97	57	451	207	93	233					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	219	15	15	10	15	10	10	20	10	5	10	5	10	10	5	15	5	5	5	5	10	7	5	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	109	8	9	9	12	8	4	13	3	0	6	1	2	1	2	10	2	0	0	1	5	3	1	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	83	7	2	5	4	1	3	8	1	0	7	0	4	0	2	7	8	2	1	4	7	8	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	110	7	6	1	3	2	6	7	7	5	4	4	8	9	3	5	3	5	5	4	5	4	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	3	0	2	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
