Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Новооскольская 																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
1	"Число избирателей, внесенных в списки"	37521	2156	2443	2204	2085	1938	2489	2267	2364	963	625	314	683	565	308	369	299	150	569	187	1519	703	154	216	370	280	187	530	463	120	915	1080	411	699	885	873	466	385	314	638	714	823	543	573	263	221	198					
2	"Число бюллетеней, полученных участковыми комиссиями"	37020	2000	2200	2000	2000	2000	2300	2100	2200	1000	650	330	680	620	315	370	310	155	570	188	1540	700	155	220	400	300	207	615	480	130	1000	1100	460	690	1000	860	490	380	310	670	710	820	550	560	268	220	197					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23377	1144	1315	1234	1246	1099	1376	1301	1462	604	365	175	357	359	175	209	198	127	346	168	1122	528	115	187	242	149	142	400	267	90	629	764	285	415	550	635	422	260	217	456	535	512	282	398	201	156	158					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	4190	152	115	54	77	93	65	77	77	148	92	61	237	179	116	121	60	14	151	15	128	76	25	17	72	106	36	130	144	27	97	55	68	185	161	73	11	64	43	140	68	200	155	80	35	56	34					
6	Число погашенных бюллетеней	9453	704	770	712	677	808	859	722	661	248	193	94	86	82	24	40	52	14	73	5	290	96	15	16	86	45	29	85	69	13	274	281	107	90	289	152	57	56	50	74	107	108	113	82	32	8	5					
7	Число бюллетеней в переносных ящиках для голосования	4190	152	115	54	77	93	65	77	77	148	92	61	237	179	116	121	60	14	151	15	128	76	25	17	72	106	36	130	144	27	97	55	68	185	161	73	11	64	43	140	68	200	155	80	35	56	34					
8	Число бюллетеней в стационарных ящиках для голосования	23365	1141	1313	1230	1246	1099	1376	1301	1460	604	365	175	357	359	175	209	198	127	346	168	1122	528	115	187	242	149	142	400	267	90	628	764	285	415	550	635	422	260	217	456	535	512	282	398	201	156	158					
9	Число недействительных бюллетеней	542	35	16	27	66	6	13	17	15	22	11	6	1	2	16	12	9	1	10	4	22	11	2	7	3	2	5	8	15	5	5	29	13	4	12	7	6	3	8	7	18	20	8	5	14	12	2					
10	Число действительных бюллетеней	27013	1258	1412	1257	1257	1186	1428	1361	1522	730	446	230	593	536	275	318	249	140	487	179	1228	593	138	197	311	253	173	522	396	112	720	790	340	596	699	701	427	321	252	589	585	692	429	473	222	200	190					
