Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Чапаевская городская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146					
1	"Число избирателей, внесенных в списки"	59099	1974	1480	1137	1337	1344	1532	1529	1313	1298	1388	1516	1613	1568	1565	1777	1482	1828	1909	1172	1927	1466	1215	1560	1224	804	655	741	817	1810	1524	1713	1461	1508	1606	1279	1087	1155	1217	2271	2067	1230					
2	"Число бюллетеней, полученных участковыми комиссиями"	56150	1900	1400	1100	1300	1300	1500	1500	1200	1300	1300	1400	1600	1500	1500	1700	1400	1700	1800	1000	1800	1400	1100	1500	1200	800	600	700	750	1700	1500	1600	1400	1500	1600	1200	1000	1000	1100	2200	2000	1100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	24078	924	660	543	628	449	646	697	566	551	645	597	766	584	553	804	647	451	677	383	677	665	498	724	482	254	130	156	225	787	618	559	638	614	631	508	394	410	511	1170	1012	644					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1566	67	35	26	31	35	33	24	57	37	38	27	29	14	52	12	26	153	27	51	19	45	28	48	35	24	13	17	32	68	61	26	36	65	61	30	33	32	34	33	33	19					
6	Число погашенных бюллетеней	30506	909	705	531	641	816	821	779	577	712	617	776	805	902	895	884	727	1096	1096	566	1104	690	574	728	683	522	457	527	493	845	821	1015	726	821	908	662	573	558	555	997	955	437					
7	Число бюллетеней в переносных ящиках для голосования	1566	67	35	26	31	35	33	24	57	37	38	27	29	14	52	12	26	153	27	51	19	45	28	48	35	24	13	17	32	68	61	26	36	65	61	30	33	32	34	33	33	19					
8	Число бюллетеней в стационарных ящиках для голосования	24076	924	660	543	628	449	646	697	566	550	645	597	766	584	553	804	647	451	677	383	677	665	498	724	482	254	130	155	225	787	618	559	638	614	631	508	394	410	511	1170	1012	644					
9	Число недействительных бюллетеней	545	16	18	6	8	6	8	22	13	13	18	18	4	15	16	3	18	15	14	12	15	16	4	13	15	6	9	1	14	17	19	18	20	8	14	12	10	11	11	29	23	17					
10	Число действительных бюллетеней	25097	975	677	563	651	478	671	699	610	574	665	606	791	583	589	813	655	589	690	422	681	694	522	759	502	272	134	171	243	838	660	567	654	671	678	526	417	431	534	1174	1022	646					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	699	29	15	10	20	30	20	10	20	15	15	15	20	20	20	15	15	20	20	10	20	15	10	20	10	10	10	10	10	20	15	20	15	25	15	10	10	10	10	65	20	10					
