Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Верхнесалдинская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310					
1	"Число избирателей, внесенных в списки"	42452	375	609	1014	655	1251	888	1724	1183	1577	1202	3081	566	802	2141	2019	2379	2306	2311	2283	3023	2292	1880	2103	2105	1435	118	132	465	373	124	36					
2	"Число бюллетеней, полученных участковыми комиссиями"	42600	368	605	1020	628	1254	913	1750	1201	1587	1209	3082	562	786	2159	2020	2382	2316	2316	2283	3038	2332	1833	2095	2112	1472	129	145	459	383	126	35					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18678	142	214	498	243	616	399	797	522	756	494	1267	248	255	1123	822	967	982	1120	1057	1234	1050	767	905	896	633	60	97	230	190	65	29					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	626	23	18	11	32	16	57	25	30	15	39	16	27	27	19	6	19	18	13	4	6	9	42	10	12	82	11	0	11	15	10	3					
6	Число погашенных бюллетеней	23296	203	373	511	353	622	457	928	649	816	676	1799	287	504	1017	1192	1396	1316	1183	1222	1798	1273	1024	1180	1204	757	58	48	218	178	51	3					
7	Число бюллетеней в переносных ящиках для голосования	626	23	18	11	32	16	57	25	30	15	39	16	27	27	19	6	19	18	13	4	6	9	42	10	12	82	11	0	11	15	10	3					
8	Число бюллетеней в стационарных ящиках для голосования	18670	142	214	497	243	616	399	796	522	756	494	1267	248	255	1122	821	967	982	1118	1057	1234	1048	767	905	896	633	60	97	230	190	65	29					
9	Число недействительных бюллетеней	337	4	5	18	10	15	11	25	12	15	7	10	11	3	19	17	20	12	19	17	12	14	7	7	13	22	0	0	9	1	2	0					
10	Число действительных бюллетеней	18959	161	227	490	265	617	445	796	540	756	526	1273	264	279	1122	810	966	988	1112	1044	1228	1043	802	908	895	693	71	97	232	204	73	32					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	497	3	7	12	7	15	11	21	14	19	14	36	7	8	25	24	28	27	27	27	36	27	21	24	25	17	2	2	5	4	1	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	0	1	2	0	4	0	7	0	1	3	5	1	0	5	2	2	3	6	2	1	2	1	0	4	11	2	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	54	2	0	0	2	4	1	2	2	1	2	5	1	3	2	0	1	2	4	4	2	1	1	2	2	3	0	1	3	1	0	0					
14	Число погашенных открепительных удостоверений	432	3	6	10	7	11	11	14	14	18	11	31	6	8	20	22	26	24	21	25	35	25	20	24	21	6	0	2	5	4	1	1					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	277	3	5	13	7	9	12	7	11	10	5	17	8	8	21	7	15	16	12	8	15	11	6	4	16	19	2	1	1	7	0	1					
		1.43%	1.81%	2.15%	2.55%	2.54%	1.42%	2.63%	0.85%	1.99%	1.29%	0.93%	1.32%	2.90%	2.83%	1.84%	0.84%	1.52%	1.6%	1.06%	0.75%	1.20%	1.04%	0.74%	0.43%	1.76%	2.65%	2.81%	1.03%	0.41%	3.41%	0.0%	3.12%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	746	2	7	11	4	16	30	40	32	23	17	61	5	15	51	35	36	37	47	41	58	37	31	46	39	10	0	1	7	5	2	0					
		3.86%	1.21%	3.01%	2.16%	1.45%	2.53%	6.57%	4.87%	5.79%	2.98%	3.18%	4.75%	1.81%	5.31%	4.46%	4.23%	3.65%	3.7%	4.15%	3.86%	4.67%	3.50%	3.83%	5.02%	4.29%	1.39%	0.0%	1.03%	2.90%	2.43%	2.66%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1192	12	29	52	20	52	34	64	28	64	37	59	17	12	69	34	68	66	92	59	58	51	36	47	56	34	5	5	15	11	5	1					
		6.17%	7.27%	12.5%	10.23%	7.27%	8.22%	7.45%	7.79%	5.07%	8.30%	6.94%	4.59%	6.18%	4.25%	6.04%	4.11%	6.89%	6.6%	8.13%	5.56%	4.67%	4.82%	4.44%	5.13%	6.16%	4.75%	7.04%	5.15%	6.22%	5.36%	6.66%	3.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1107	6	7	13	8	36	28	43	32	42	30	76	8	16	63	46	63	75	76	86	92	50	46	60	44	27	6	5	8	13	2	0					
		5.73%	3.63%	3.01%	2.55%	2.90%	5.69%	6.14%	5.23%	5.79%	5.44%	5.62%	5.92%	2.90%	5.67%	5.52%	5.56%	6.38%	7.5%	6.71%	8.10%	7.41%	4.73%	5.68%	6.55%	4.84%	3.77%	8.45%	5.15%	3.31%	6.34%	2.66%	0.0%					
22	"5. ""За Русь Святую"""	90	1	0	3	0	1	2	4	8	4	0	10	0	0	5	3	7	4	2	6	8	2	2	5	5	6	0	1	1	0	0	0					
