Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Мотыгинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643					
1	"Число избирателей, внесенных в списки избирателей"	13004	894	1427	1092	1121	214	690	280	600	363	713	1001	828	715	2011	321	185	549					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12430	850	1350	1050	950	200	610	250	550	290	610	950	800	1100	1850	300	170	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	25	14					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7373	463	737	534	602	135	465	148	379	211	513	624	475	549	935	200	120	283					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	937	56	61	59	107	26	38	22	41	38	39	50	81	10	200	30	10	69					
6	Число погашенных избирательных бюллетеней	4057	331	552	457	241	39	107	80	130	41	58	276	244	541	715	46	15	184					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1000	56	61	59	107	26	38	22	41	38	39	50	81	10	200	54	35	83					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7370	463	737	533	602	135	465	148	379	211	513	624	475	549	935	200	120	281					
9	Число недействительных избирательных бюллетеней	86	11	16	5	4	1	4	2	2	2	9	3	6	9	7	1	0	4					
10	Число действительных избирательных бюллетеней	8284	508	782	587	705	160	499	168	418	247	543	671	550	550	1128	253	155	360					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	248	20	30	20	19	10	10	10	10	10	10	20	10	10	30	9	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	55	4	10	9	6	1	1	0	1	1	8	5	2	0	5	1	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	40	1	0	1	6	0	7	1	0	3	8	2	2	4	2	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	193	16	20	11	13	9	9	10	9	9	2	15	8	10	25	8	10	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	138	4	20	10	14	0	9	5	11	1	7	8	9	10	15	8	3	4					
