Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Пеновская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830					
1	"Число избирателей, внесенных в списки"	6592	1230	1471	1224	264	142	121	249	404	111	287	276	301	210	302					
2	"Число бюллетеней, полученных участковыми комиссиями"	6489	1177	1446	1234	257	144	124	247	377	118	285	263	295	215	307					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3782	691	773	763	167	98	82	112	272	87	150	155	133	158	141					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	637	61	55	41	21	8	14	72	48	15	77	38	117	11	59					
6	Число погашенных бюллетеней	2070	425	618	430	69	38	28	63	57	16	58	70	45	46	107					
7	Число бюллетеней в переносных ящиках для голосования	637	61	55	41	21	8	14	72	48	15	77	38	117	11	59					
8	Число бюллетеней в стационарных ящиках для голосования	3778	689	772	763	167	98	82	112	272	87	150	155	133	157	141					
9	Число недействительных бюллетеней	89	17	17	5	6	4	2	3	9	3	4	3	3	7	6					
10	Число действительных бюллетеней	4326	733	810	799	182	102	94	181	311	99	223	190	247	161	194					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	55	65	65	15	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	2	12	7	0	1	1	0	0	0	1	0	4	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	7	3	4	1	1	1	0	3	0	0	4	1	0	0					
14	Число погашенных открепительных удостоверений	264	53	53	58	15	9	9	10	10	10	9	10	6	8	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	89	11	27	13	5	5	0	2	7	2	6	3	3	2	3					
		2.01%	1.46%	3.26%	1.61%	2.65%	4.71%	0.0%	1.08%	2.18%	1.96%	2.64%	1.55%	1.2%	1.19%	1.5%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	62	17	14	9	0	1	2	0	3	1	4	2	2	1	6					
		1.40%	2.26%	1.69%	1.11%	0.0%	0.94%	2.08%	0.0%	0.93%	0.98%	1.76%	1.03%	0.8%	0.59%	3.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	142	20	33	27	1	3	3	9	14	3	6	9	4	2	8					
		3.21%	2.66%	3.99%	3.35%	0.53%	2.83%	3.12%	4.89%	4.37%	2.94%	2.64%	4.66%	1.6%	1.19%	4.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	116	31	23	26	5	5	0	1	4	0	4	8	1	4	4					
		2.62%	4.13%	2.78%	3.23%	2.65%	4.71%	0.0%	0.54%	1.25%	0.0%	1.76%	4.14%	0.4%	2.38%	2.0%					
22	"5. ""За Русь Святую"""	63	4	13	4	4	2	0	1	3	9	8	4	5	4	2					
		1.42%	0.53%	1.57%	0.49%	2.12%	1.88%	0.0%	0.54%	0.93%	8.82%	3.52%	2.07%	2.0%	2.38%	1.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	2	2	4	0	1	0	0	0	0	1	1	0	0	2					
		0.29%	0.26%	0.24%	0.49%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.44%	0.51%	0.0%	0.0%	1.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	50	14	5	17	2	0	0	2	4	0	1	3	0	0	2					
		1.13%	1.86%	0.60%	2.11%	1.06%	0.0%	0.0%	1.08%	1.25%	0.0%	0.44%	1.55%	0.0%	0.0%	1.0%					
